population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,T,policy,reducer,relative_t_mAP_retention,t2_t_mAP,t_mAP,reference_count,master_count
development_common_h5_canonical,Q-TALA,e6d8acc707763698df13d9de4f5f4eede3f2e0e221a25a4154758379475bb944,45,45,2,lag1,latest,1.0,0.48235905170440674,0.48235905170440674,2,2
development_common_h5_canonical,Q-TALA,e6d8acc707763698df13d9de4f5f4eede3f2e0e221a25a4154758379475bb944,45,45,3,lag1,latest,0.616830696328838,0.48235905170440674,0.29753386974334717,2,2
development_common_h5_canonical,Q-TALA,e6d8acc707763698df13d9de4f5f4eede3f2e0e221a25a4154758379475bb944,45,45,4,lag1,latest,0.2987545970771968,0.48235905170440674,0.14410698413848877,2,2
development_common_h5_canonical,Q-TALA,e6d8acc707763698df13d9de4f5f4eede3f2e0e221a25a4154758379475bb944,45,45,5,lag1,latest,0.4204667338552725,0.48235905170440674,0.2028159350156784,2,2
development_common_h5_canonical,Q-TALA,e6d8acc707763698df13d9de4f5f4eede3f2e0e221a25a4154758379475bb944,45,45,2,lag1,max,1.0,0.48235905170440674,0.48235905170440674,2,2
development_common_h5_canonical,Q-TALA,e6d8acc707763698df13d9de4f5f4eede3f2e0e221a25a4154758379475bb944,45,45,3,lag1,max,0.6901684270723949,0.48235905170440674,0.3329089879989624,2,2
development_common_h5_canonical,Q-TALA,e6d8acc707763698df13d9de4f5f4eede3f2e0e221a25a4154758379475bb944,45,45,4,lag1,max,0.31914657784194583,0.48235905170440674,0.1539432406425476,2,2
development_common_h5_canonical,Q-TALA,e6d8acc707763698df13d9de4f5f4eede3f2e0e221a25a4154758379475bb944,45,45,5,lag1,max,0.3837890332971606,0.48235905170440674,0.18512411415576935,2,2
development_common_h5_canonical,Q-TALA,e6d8acc707763698df13d9de4f5f4eede3f2e0e221a25a4154758379475bb944,45,45,2,lag1,mean,1.0,0.48235905170440674,0.48235905170440674,2,2
development_common_h5_canonical,Q-TALA,e6d8acc707763698df13d9de4f5f4eede3f2e0e221a25a4154758379475bb944,45,45,3,lag1,mean,0.6281334328146482,0.48235905170440674,0.3029858469963074,2,2
development_common_h5_canonical,Q-TALA,e6d8acc707763698df13d9de4f5f4eede3f2e0e221a25a4154758379475bb944,45,45,4,lag1,mean,0.2916288030534404,0.48235905170440674,0.1406697928905487,2,2
development_common_h5_canonical,Q-TALA,e6d8acc707763698df13d9de4f5f4eede3f2e0e221a25a4154758379475bb944,45,45,5,lag1,mean,0.4079551523470333,0.48235905170440674,0.19678086042404175,2,2
