population_id,model,checkpoint_sha256,training_seed,evaluation_seed,method,reducer,T,t_mAP,t_mAP50,t_mAP25,t_REC,prefix_overall_mAP,local_current_AP,num_master,num_order_units,num_reference_clusters
development_train_holdout_47_masters_canonical,C0,989ce71cc222e9d455f69e66ff0f9724e57342aba2aa86bd0181b0c772e53c86,45,45,B4,mean,2,0.4928453862667084,0.7414000630378723,0.8943709135055542,0.5683833956718445,0.6105014681816101,0.636420488357544,47,47,8
development_train_holdout_47_masters_canonical,C0,989ce71cc222e9d455f69e66ff0f9724e57342aba2aa86bd0181b0c772e53c86,45,45,B4,mean,3,0.38571879267692566,0.5931991338729858,0.7192559242248535,0.4548082947731018,0.534181535243988,0.6236811280250549,47,47,8
development_train_holdout_47_masters_canonical,C0,989ce71cc222e9d455f69e66ff0f9724e57342aba2aa86bd0181b0c772e53c86,45,45,B4,mean,4,0.36061015725135803,0.5794745683670044,0.7017422318458557,0.4226921796798706,0.5483272671699524,0.6380701661109924,47,47,8
development_train_holdout_47_masters_canonical,C0,989ce71cc222e9d455f69e66ff0f9724e57342aba2aa86bd0181b0c772e53c86,45,45,B4,mean,5,0.337236225605011,0.5509346127510071,0.6666696071624756,0.390138179063797,0.5221827626228333,0.6366769075393677,47,47,8
