population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,T,policy,reducer,relative_t_mAP_retention,t2_t_mAP,t_mAP,reference_count,master_count
development_common_h5_canonical,M3-BASE-CONT,31b6fe8e806049babdf593e3dcfb594aa40d2d3a64a48f3d73129a4b4662eb61,45,45,2,commit0,mean,1.0,0.4943968951702118,0.4943968951702118,8,47
development_common_h5_canonical,M3-BASE-CONT,31b6fe8e806049babdf593e3dcfb594aa40d2d3a64a48f3d73129a4b4662eb61,45,45,3,commit0,mean,0.8506146797734213,0.4943968951702118,0.42054125666618347,8,47
development_common_h5_canonical,M3-BASE-CONT,31b6fe8e806049babdf593e3dcfb594aa40d2d3a64a48f3d73129a4b4662eb61,45,45,4,commit0,mean,0.7722293175315734,0.4943968951702118,0.3817877769470215,8,47
development_common_h5_canonical,M3-BASE-CONT,31b6fe8e806049babdf593e3dcfb594aa40d2d3a64a48f3d73129a4b4662eb61,45,45,5,commit0,mean,0.6821994565502739,0.4943968951702118,0.33727729320526123,8,47
development_common_h5_canonical,M3-BASE-CONT,31b6fe8e806049babdf593e3dcfb594aa40d2d3a64a48f3d73129a4b4662eb61,45,45,2,lag1,latest,1.0,0.5331920981407166,0.5331920981407166,8,47
development_common_h5_canonical,M3-BASE-CONT,31b6fe8e806049babdf593e3dcfb594aa40d2d3a64a48f3d73129a4b4662eb61,45,45,3,lag1,latest,0.8543486603679915,0.5331920981407166,0.4555319547653198,8,47
development_common_h5_canonical,M3-BASE-CONT,31b6fe8e806049babdf593e3dcfb594aa40d2d3a64a48f3d73129a4b4662eb61,45,45,4,lag1,latest,0.7427233354412883,0.5331920981407166,0.3960142135620117,8,47
development_common_h5_canonical,M3-BASE-CONT,31b6fe8e806049babdf593e3dcfb594aa40d2d3a64a48f3d73129a4b4662eb61,45,45,5,lag1,latest,0.6605621118779665,0.5331920981407166,0.3522064983844757,8,47
development_common_h5_canonical,M3-BASE-CONT,31b6fe8e806049babdf593e3dcfb594aa40d2d3a64a48f3d73129a4b4662eb61,45,45,2,lag1,max,1.0,0.5331920981407166,0.5331920981407166,8,47
development_common_h5_canonical,M3-BASE-CONT,31b6fe8e806049babdf593e3dcfb594aa40d2d3a64a48f3d73129a4b4662eb61,45,45,3,lag1,max,0.8645810358506235,0.5331920981407166,0.46098777651786804,8,47
development_common_h5_canonical,M3-BASE-CONT,31b6fe8e806049babdf593e3dcfb594aa40d2d3a64a48f3d73129a4b4662eb61,45,45,4,lag1,max,0.7402820463834301,0.5331920981407166,0.39471253752708435,8,47
development_common_h5_canonical,M3-BASE-CONT,31b6fe8e806049babdf593e3dcfb594aa40d2d3a64a48f3d73129a4b4662eb61,45,45,5,lag1,max,0.6654593901567485,0.5331920981407166,0.3548176884651184,8,47
development_common_h5_canonical,M3-BASE-CONT,31b6fe8e806049babdf593e3dcfb594aa40d2d3a64a48f3d73129a4b4662eb61,45,45,2,lag1,mean,1.0,0.5331920981407166,0.5331920981407166,8,47
development_common_h5_canonical,M3-BASE-CONT,31b6fe8e806049babdf593e3dcfb594aa40d2d3a64a48f3d73129a4b4662eb61,45,45,3,lag1,mean,0.8744097437375908,0.5331920981407166,0.4662283658981323,8,47
development_common_h5_canonical,M3-BASE-CONT,31b6fe8e806049babdf593e3dcfb594aa40d2d3a64a48f3d73129a4b4662eb61,45,45,4,lag1,mean,0.7606680424826887,0.5331920981407166,0.4055821895599365,8,47
development_common_h5_canonical,M3-BASE-CONT,31b6fe8e806049babdf593e3dcfb594aa40d2d3a64a48f3d73129a4b4662eb61,45,45,5,lag1,mean,0.6937302071806328,0.5331920981407166,0.3698914647102356,8,47
