logical_unit_id,reference_id,master_id,order_id,absolute_stage,group_count,gt_tag_match_count,birth_count,ambiguous_group_count,untagged_group_count,diagnostic_only
CAL:00026,4acaebba-6c10-2a2a-8650-34c2f160db99,4acaebba-6c10-2a2a-8650-34c2f160db99:scene0174_00|scene0174_01|scene0174_04|scene0174_05|scene0174_06,scene0174_00-scene0174_06-scene0174_01-scene0174_05-scene0174_04,0,62,0,62,0,27,True
CAL:00026,4acaebba-6c10-2a2a-8650-34c2f160db99,4acaebba-6c10-2a2a-8650-34c2f160db99:scene0174_00|scene0174_01|scene0174_04|scene0174_05|scene0174_06,scene0174_00-scene0174_06-scene0174_01-scene0174_05-scene0174_04,1,63,4,59,0,46,True
CAL:00026,4acaebba-6c10-2a2a-8650-34c2f160db99,4acaebba-6c10-2a2a-8650-34c2f160db99:scene0174_00|scene0174_01|scene0174_04|scene0174_05|scene0174_06,scene0174_00-scene0174_06-scene0174_01-scene0174_05-scene0174_04,2,68,7,61,0,61,True
CAL:00026,4acaebba-6c10-2a2a-8650-34c2f160db99,4acaebba-6c10-2a2a-8650-34c2f160db99:scene0174_00|scene0174_01|scene0174_04|scene0174_05|scene0174_06,scene0174_00-scene0174_06-scene0174_01-scene0174_05-scene0174_04,3,57,8,49,0,17,True
CAL:00026,4acaebba-6c10-2a2a-8650-34c2f160db99,4acaebba-6c10-2a2a-8650-34c2f160db99:scene0174_00|scene0174_01|scene0174_04|scene0174_05|scene0174_06,scene0174_00-scene0174_06-scene0174_01-scene0174_05-scene0174_04,4,55,30,25,0,25,True
CAL:00027,4acaebba-6c10-2a2a-8650-34c2f160db99,4acaebba-6c10-2a2a-8650-34c2f160db99:scene0174_01|scene0174_02|scene0174_03|scene0174_04|scene0174_05,scene0174_01-scene0174_05-scene0174_04-scene0174_02-scene0174_03,0,66,0,66,0,51,True
CAL:00027,4acaebba-6c10-2a2a-8650-34c2f160db99,4acaebba-6c10-2a2a-8650-34c2f160db99:scene0174_01|scene0174_02|scene0174_03|scene0174_04|scene0174_05,scene0174_01-scene0174_05-scene0174_04-scene0174_02-scene0174_03,1,55,12,43,0,23,True
CAL:00027,4acaebba-6c10-2a2a-8650-34c2f160db99,4acaebba-6c10-2a2a-8650-34c2f160db99:scene0174_01|scene0174_02|scene0174_03|scene0174_04|scene0174_05,scene0174_01-scene0174_05-scene0174_04-scene0174_02-scene0174_03,2,68,28,40,0,29,True
CAL:00027,4acaebba-6c10-2a2a-8650-34c2f160db99,4acaebba-6c10-2a2a-8650-34c2f160db99:scene0174_01|scene0174_02|scene0174_03|scene0174_04|scene0174_05,scene0174_01-scene0174_05-scene0174_04-scene0174_02-scene0174_03,3,77,31,46,0,33,True
CAL:00027,4acaebba-6c10-2a2a-8650-34c2f160db99,4acaebba-6c10-2a2a-8650-34c2f160db99:scene0174_01|scene0174_02|scene0174_03|scene0174_04|scene0174_05,scene0174_01-scene0174_05-scene0174_04-scene0174_02-scene0174_03,4,63,37,26,0,25,True
