variant,update,checkpoint_sha256,T,native_t_mAP,repeated_mean_t_mAP,delta_vs_native_t_mAP,native_four_t_mean,repeated_mean_four_t_mean,delta_four_t_mean_vs_native
M3-V-CORE,1500,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,2,0.530246317386627,0.529702126979828,-0.000544190406799,0.449329972267151,0.448789656162262,-0.000540316104889
M3-V-CORE,1500,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,3,0.46596971154213,0.46483850479126,-0.00113120675087,0.449329972267151,0.448789656162262,-0.000540316104889
M3-V-CORE,1500,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,4,0.414873272180557,0.413648933172226,-0.001224339008331,0.449329972267151,0.448789656162262,-0.000540316104889
M3-V-CORE,1500,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,5,0.38623058795929,0.386969059705734,0.000738471746445,0.449329972267151,0.448789656162262,-0.000540316104889
