population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,visual_content_control,T,episode_count,identity_linker,policy,correct_recoveries,deployment_id_switches,fragmentation_count,fragmentation_opportunities,gap_opportunities,identity_transition_opportunities,merge_count,merge_opportunities,recovery_attempts,fragmentation_rate,gap_recovery_accuracy,gap_recovery_attempt_coverage,gap_recovery_recall,merge_rate,normalized_id_switch_rate,reference_count,master_count
development_common_h5_canonical,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,repeated_mean,2,47,lag1-route-then-class-iou-v1,lag1,0,147,147,317,0,317,0,170,0,0.4637223974763407,N/A,N/A,N/A,0.0,0.4637223974763407,8,47
development_common_h5_canonical,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,repeated_mean,3,47,lag1-route-then-class-iou-v1,lag1,4,284,259,652,10,634,1,394,7,0.39723926380368096,0.5714285714285714,0.7,0.4,0.0025380710659898475,0.4479495268138801,8,47
development_common_h5_canonical,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,repeated_mean,4,47,lag1-route-then-class-iou-v1,lag1,10,425,370,994,26,949,4,628,21,0.3722334004024145,0.47619047619047616,0.8076923076923077,0.38461538461538464,0.006369426751592357,0.44783983140147526,8,47
development_common_h5_canonical,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,repeated_mean,5,47,lag1-route-then-class-iou-v1,lag1,14,558,471,1338,42,1263,10,877,35,0.35201793721973096,0.4,0.8333333333333334,0.3333333333333333,0.011402508551881414,0.4418052256532066,8,47
