population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,reference_id,episode_id,T,absolute_stage_index,generation_mismatch_count,matched_query_count,null_win_count,read_valid_tokens,stored_current_tokens,stored_historical_tokens,stored_occupied_slots,stored_valid_tokens,valid_read_count,attention_scale,content_control,enabled,null_mass_mean,read_output_norm,max_source_age,mean_source_age
development_common_h5_canonical,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,09582244-e2c2-2de1-956c-357092d949d1,tmv2-5d2466503c0c95a8,5,0,0,0,0,0,0,0,0,0,0,11.321606636047363,repeated_mean,True,1.0,0.0,N/A,N/A
development_common_h5_canonical,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,09582244-e2c2-2de1-956c-357092d949d1,tmv2-5d2466503c0c95a8,5,1,0,5,3,40,0,40,5,40,2,11.321606636047363,repeated_mean,True,0.28904521465301514,0.149632066488266,1,1.0
development_common_h5_canonical,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,09582244-e2c2-2de1-956c-357092d949d1,tmv2-5d2466503c0c95a8,5,2,0,4,4,40,0,40,5,40,0,11.321606636047363,repeated_mean,True,0.5501231551170349,0.0,2,1.5
development_common_h5_canonical,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,09582244-e2c2-2de1-956c-357092d949d1,tmv2-5d2466503c0c95a8,5,3,0,4,4,40,0,40,5,40,0,11.321606636047363,repeated_mean,True,0.601547360420227,0.0,3,1.899999976158142
development_common_h5_canonical,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,09582244-e2c2-2de1-956c-357092d949d1,tmv2-5d2466503c0c95a8,5,4,0,4,4,40,0,40,5,40,0,11.321606636047363,repeated_mean,True,0.5558527708053589,0.0,4,2.549999952316284
development_common_h5_canonical,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,09582244-e2c2-2de1-956c-357092d949d1,tmv2-90afc0668e081463,5,0,0,0,0,0,0,0,0,0,0,11.321606636047363,repeated_mean,True,1.0,0.0,N/A,N/A
development_common_h5_canonical,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,09582244-e2c2-2de1-956c-357092d949d1,tmv2-90afc0668e081463,5,1,0,4,4,32,0,32,4,32,0,11.321606636047363,repeated_mean,True,0.61982661485672,0.0,1,1.0
development_common_h5_canonical,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,09582244-e2c2-2de1-956c-357092d949d1,tmv2-90afc0668e081463,5,2,0,4,4,32,0,32,4,32,0,11.321606636047363,repeated_mean,True,0.6513065099716187,0.0,2,1.3125
development_common_h5_canonical,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,09582244-e2c2-2de1-956c-357092d949d1,tmv2-90afc0668e081463,5,3,0,4,4,32,0,32,4,32,0,11.321606636047363,repeated_mean,True,0.5295519232749939,0.0,3,2.03125
development_common_h5_canonical,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,09582244-e2c2-2de1-956c-357092d949d1,tmv2-90afc0668e081463,5,4,0,4,3,32,0,32,4,32,1,11.321606636047363,repeated_mean,True,0.32103613018989563,0.0870431512594223,4,2.5
