population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,visual_content_control,T,episode_count,identity_linker,policy,correct_recoveries,deployment_id_switches,fragmentation_count,fragmentation_opportunities,gap_opportunities,identity_transition_opportunities,merge_count,merge_opportunities,recovery_attempts,fragmentation_rate,gap_recovery_accuracy,gap_recovery_attempt_coverage,gap_recovery_recall,merge_rate,normalized_id_switch_rate,reference_count,master_count
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,2,47,lag1-route-then-class-iou-v1,lag1,0,130,130,317,0,317,0,187,0,0.41009463722397477,N/A,N/A,N/A,0.0,0.41009463722397477,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,3,47,lag1-route-then-class-iou-v1,lag1,1,256,248,650,11,634,1,403,7,0.38153846153846155,0.14285714285714285,0.6363636363636364,0.09090909090909091,0.0024813895781637717,0.4037854889589905,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,4,47,lag1-route-then-class-iou-v1,lag1,1,379,366,990,28,949,2,626,21,0.3696969696969697,0.047619047619047616,0.75,0.03571428571428571,0.003194888178913738,0.3993677555321391,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,5,47,lag1-route-then-class-iou-v1,lag1,1,503,488,1337,45,1266,5,854,35,0.3649962602842184,0.02857142857142857,0.7777777777777778,0.022222222222222223,0.00585480093676815,0.39731437598736175,8,47
