population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,visual_content_control,T,episode_count,policy,reducer,prefix_overall_mAP,local_current_AP,t_REC,t_mAP,t_mAP25,t_mAP50,reference_count,master_count
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,2,47,commit0,mean,0.043727241456508636,0.6599285006523132,0.05793364718556404,0.009033162146806717,0.011108930222690105,0.010830624029040337,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,3,47,commit0,mean,0.01885499805212021,0.6690110564231873,0.04981459677219391,0.015534688718616962,0.017798786982893944,0.017712930217385292,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,4,47,commit0,mean,0.01601354405283928,0.6525552272796631,0.03725263103842735,0.013193866237998009,0.015064351260662079,0.015055801719427109,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,5,47,commit0,mean,0.020208489149808884,0.6458415985107422,0.041706349700689316,0.01876736246049404,0.02133224532008171,0.021329820156097412,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,2,47,lag1,latest,0.6505101323127747,0.6599285006523132,0.6127593517303467,0.5320965051651001,0.9121829271316528,0.7562006115913391,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,3,47,lag1,latest,0.6018369197845459,0.6690110564231873,0.5582637190818787,0.4255746603012085,0.7853261232376099,0.6306320428848267,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,4,47,lag1,latest,0.5384823083877563,0.6525552272796631,0.49407851696014404,0.352132648229599,0.669317364692688,0.527806282043457,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,5,47,lag1,latest,0.49423539638519287,0.6458415985107422,0.4482821226119995,0.30719536542892456,0.5857605934143066,0.46314024925231934,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,2,47,lag1,max,0.6505101323127747,0.6599285006523132,0.6127593517303467,0.5320965051651001,0.9121829271316528,0.7562006115913391,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,3,47,lag1,max,0.598168671131134,0.6212474703788757,0.5582637190818787,0.43299269676208496,0.795660138130188,0.6462811827659607,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,4,47,lag1,max,0.5378311276435852,0.5777202844619751,0.49407851696014404,0.3546925187110901,0.6898629069328308,0.5432062149047852,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,5,47,lag1,max,0.5015161037445068,0.5631754994392395,0.4482821226119995,0.3146017789840698,0.6263653635978699,0.4778062105178833,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,2,47,lag1,mean,0.6505101323127747,0.6599285006523132,0.6127593517303467,0.5320965051651001,0.9121829271316528,0.7562006115913391,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,3,47,lag1,mean,0.6021348834037781,0.6543036699295044,0.5582637190818787,0.4353124797344208,0.7966124415397644,0.6449539065361023,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,4,47,lag1,mean,0.5336190462112427,0.6297179460525513,0.49407851696014404,0.35235118865966797,0.6875173449516296,0.5349105596542358,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,5,47,lag1,mean,0.4768125116825104,0.6144657135009766,0.4482821226119995,0.30902066826820374,0.592124342918396,0.45584428310394287,8,47
