population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,visual_content_control,T,policy,reducer,relative_t_mAP_retention,t2_t_mAP,t_mAP,reference_count,master_count
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,2,commit0,mean,1.0,0.009033162146806717,0.009033162146806717,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,3,commit0,mean,1.719739828218248,0.009033162146806717,0.015534688718616962,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,4,commit0,mean,1.4606032775202789,0.009033162146806717,0.013193866237998009,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,5,commit0,mean,2.0776071718283533,0.009033162146806717,0.01876736246049404,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,2,lag1,latest,1.0,0.5320965051651001,0.5320965051651001,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,3,lag1,latest,0.7998072833971354,0.5320965051651001,0.4255746603012085,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,4,lag1,latest,0.6617834261481167,0.5320965051651001,0.352132648229599,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,5,lag1,latest,0.5773301693338642,0.5320965051651001,0.30719536542892456,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,2,lag1,max,1.0,0.5320965051651001,0.5320965051651001,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,3,lag1,max,0.8137484320212459,0.5320965051651001,0.43299269676208496,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,4,lag1,max,0.6665943400643748,0.5320965051651001,0.3546925187110901,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,5,lag1,max,0.5912494743532557,0.5320965051651001,0.3146017789840698,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,2,lag1,mean,1.0,0.5320965051651001,0.5320965051651001,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,3,lag1,mean,0.8181081354769489,0.5320965051651001,0.4353124797344208,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,4,lag1,mean,0.6621941419260772,0.5320965051651001,0.35235118865966797,8,47
development_common_h5_canonical,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,5,lag1,mean,0.5807605674318799,0.5320965051651001,0.30902066826820374,8,47
