population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,T,episode_count,identity_linker,policy,correct_recoveries,deployment_id_switches,fragmentation_count,fragmentation_opportunities,gap_opportunities,identity_transition_opportunities,merge_count,merge_opportunities,recovery_attempts,fragmentation_rate,gap_recovery_accuracy,gap_recovery_attempt_coverage,gap_recovery_recall,merge_rate,normalized_id_switch_rate,reference_count,master_count
development_common_h5_canonical,Q-TALA,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,45,45,2,47,lag1-route-then-class-iou-v1,lag1,0,146,146,320,0,320,2,176,0,0.45625,N/A,N/A,N/A,0.011363636363636364,0.45625,8,47
development_common_h5_canonical,Q-TALA,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,45,45,3,47,lag1-route-then-class-iou-v1,lag1,3,294,268,653,10,640,7,392,7,0.4104134762633997,0.42857142857142855,0.7,0.3,0.017857142857142856,0.459375,8,47
development_common_h5_canonical,Q-TALA,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,45,45,4,47,lag1-route-then-class-iou-v1,lag1,8,441,379,1001,26,959,11,633,21,0.3786213786213786,0.38095238095238093,0.8076923076923077,0.3076923076923077,0.017377567140600316,0.45985401459854014,8,47
development_common_h5_canonical,Q-TALA,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,45,45,5,47,lag1-route-then-class-iou-v1,lag1,14,595,505,1351,42,1282,16,862,35,0.3737971872686899,0.4,0.8333333333333334,0.3333333333333333,0.018561484918793503,0.4641185647425897,8,47
