population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,T,episode_count,policy,reducer,prefix_overall_mAP,local_current_AP,t_REC,t_mAP,t_mAP25,t_mAP50,reference_count,master_count
development_common_h5_canonical,Q-TALA,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,45,45,2,47,commit0,mean,0.5968115925788879,0.6538880467414856,0.5746645927429199,0.48870930075645447,0.8282885551452637,0.6938827037811279,8,47
development_common_h5_canonical,Q-TALA,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,45,45,3,47,commit0,mean,0.5819739699363708,0.6531026363372803,0.5058077573776245,0.4279485046863556,0.7716759443283081,0.6281243562698364,8,47
development_common_h5_canonical,Q-TALA,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,45,45,4,47,commit0,mean,0.5726054310798645,0.6512367129325867,0.4553978741168976,0.3827512562274933,0.7213140726089478,0.5834157466888428,8,47
development_common_h5_canonical,Q-TALA,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,45,45,5,47,commit0,mean,0.5506534576416016,0.6572591662406921,0.40772244334220886,0.33935490250587463,0.6684984564781189,0.5302079319953918,8,47
development_common_h5_canonical,Q-TALA,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,45,45,2,47,lag1,latest,0.6495627760887146,0.6584488153457642,0.6211798787117004,0.529872715473175,0.9109553694725037,0.7593559622764587,8,47
development_common_h5_canonical,Q-TALA,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,45,45,3,47,lag1,latest,0.6148838996887207,0.6570473313331604,0.5473660826683044,0.4476493299007416,0.8169869184494019,0.6689993739128113,8,47
development_common_h5_canonical,Q-TALA,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,45,45,4,47,lag1,latest,0.6098222136497498,0.6704409122467041,0.49152013659477234,0.4016501307487488,0.7702575325965881,0.6350951790809631,8,47
development_common_h5_canonical,Q-TALA,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,45,45,5,47,lag1,latest,0.5993430018424988,0.6739807724952698,0.4507252275943756,0.3579898774623871,0.7173935174942017,0.5801926851272583,8,47
development_common_h5_canonical,Q-TALA,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,45,45,2,47,lag1,max,0.6495627760887146,0.6584488153457642,0.6211798787117004,0.529872715473175,0.9109553694725037,0.7593559622764587,8,47
development_common_h5_canonical,Q-TALA,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,45,45,3,47,lag1,max,0.6239176392555237,0.6557355523109436,0.5473660826683044,0.4499512314796448,0.8236878514289856,0.6742021441459656,8,47
development_common_h5_canonical,Q-TALA,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,45,45,4,47,lag1,max,0.6160426735877991,0.6583598852157593,0.49152013659477234,0.399896502494812,0.7800346612930298,0.6332701444625854,8,47
development_common_h5_canonical,Q-TALA,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,45,45,5,47,lag1,max,0.6067613363265991,0.6606032848358154,0.4507252275943756,0.36467909812927246,0.7305679321289062,0.5904328227043152,8,47
development_common_h5_canonical,Q-TALA,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,45,45,2,47,lag1,mean,0.6495627760887146,0.6584488153457642,0.6211798787117004,0.529872715473175,0.9109553694725037,0.7593559622764587,8,47
development_common_h5_canonical,Q-TALA,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,45,45,3,47,lag1,mean,0.6249125003814697,0.6595394611358643,0.5473660826683044,0.4612814486026764,0.8259567618370056,0.6782822608947754,8,47
development_common_h5_canonical,Q-TALA,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,45,45,4,47,lag1,mean,0.6149119734764099,0.6625307202339172,0.49152013659477234,0.41099709272384644,0.7790008187294006,0.6382993459701538,8,47
development_common_h5_canonical,Q-TALA,b4c78fefb245741cffd240afb09983c6ddb172da4fb01012f55c07cc01cc100d,45,45,5,47,lag1,mean,0.6041750311851501,0.6622927188873291,0.4507252275943756,0.37531861662864685,0.7347908616065979,0.590476393699646,8,47
