completed_epoch,variant,seed_count,t_mAP_mean,t_mAP_std,t_mAP50_mean,t_mAP50_std,t_mAP25_mean,t_mAP25_std,overall_mAP_mean,overall_mAP_std,stage1_mAP_mean,stage1_mAP_std,stage2_mAP_mean,stage2_mAP_std,SpatialStageMean_mean,SpatialStageMean_std,paired_spatial_delta_mean,paired_spatial_positive_seed_count
60,R0,3,0.16982981065909067,0.0015241704094296385,0.3202870388825734,0.005845086973025311,0.5122554699579874,0.010415329294291073,0.23015077412128448,0.0009307538462044797,0.25873886545499164,0.0074068239056044125,0.26886717478434247,0.0030310220098467245,0.26380302011966705,0.002188701291228676,0.0,0
60,R1,3,0.20248334109783173,0.009187956619029328,0.35711010297139484,0.027543551923479948,0.5781651735305786,0.009594274285565009,0.28228097160657245,0.005824932146869171,0.3134452899297078,0.007053374790085177,0.3156126042207082,0.005096421407389651,0.314528947075208,0.00603366728318469,0.05072592695554098,3
90,R0,3,0.20969388882319132,0.005613826592902677,0.3776329656442006,0.006777010675873919,0.5668993592262268,0.005233245379456767,0.2803946038087209,0.004688250149127077,0.3320860763390859,0.0032475150054518645,0.33572616179784137,0.004869083448739562,0.3339061190684636,0.0028270523137182185,0.0,0
90,R1,3,0.22579213480154672,0.005628659650985213,0.4116896589597066,0.008878170365116988,0.608402152856191,0.010101626249703137,0.3126864234606425,0.004872135435113277,0.35146184762318927,0.003272427066115008,0.35322890679041546,0.0053970119251179945,0.35234537720680237,0.004080854927763989,0.018439258138338726,3
