population_id,model,T,sequence_count,deployment_id_switches,identity_transition_opportunities,fragmentation_count,fragmentation_opportunities,merge_count,merge_opportunities,gap_opportunities,recovery_attempts,correct_recoveries,normalized_id_switch_rate,fragmentation_rate,merge_rate,gap_recovery_accuracy,gap_recovery_recall
protocol_b_43_masters_3_orders,C2,2,129,39,490,39,490,77,528,0,0,0,0.07959183673469387,0.07959183673469387,0.14583333333333334,,
protocol_b_43_masters_3_orders,C2,3,129,77,997,100,1153,142,1195,272,96,84,0.07723169508525576,0.08673026886383348,0.11882845188284519,0.875,0.3088235294117647
protocol_b_43_masters_3_orders,C2,4,129,117,1521,172,1931,223,1982,696,260,218,0.07692307692307693,0.08907301916105645,0.11251261352169525,0.8384615384615385,0.3132183908045977
protocol_b_43_masters_3_orders,C2,5,129,155,2053,243,2746,285,2788,1093,422,348,0.0754992693619094,0.08849235251274581,0.10222381635581061,0.8246445497630331,0.3183897529734675
protocol_b_43_masters_3_orders,FH-adapt,2,129,469,480,469,480,51,62,0,0,0,0.9770833333333333,0.9770833333333333,0.8225806451612904,,
protocol_b_43_masters_3_orders,FH-adapt,3,129,946,966,1115,1140,172,197,275,100,0,0.979296066252588,0.9780701754385965,0.8730964467005076,0.0,0.0
protocol_b_43_masters_3_orders,FH-adapt,4,129,1440,1472,1874,1926,346,398,705,289,2,0.9782608695652174,0.9730010384215991,0.8693467336683417,0.006920415224913495,0.0028368794326241137
protocol_b_43_masters_3_orders,FH-adapt,5,129,1969,2013,2691,2768,598,675,1101,465,3,0.9781420765027322,0.9721820809248555,0.8859259259259259,0.0064516129032258064,0.0027247956403269754
