population_id,reference_scene_id,T,metric,candidate_model,candidate_value,baseline_model,baseline_value,delta,candidate_sequence_count,baseline_sequence_count
protocol_b_43_masters_3_orders,280d8ebb-6cc6-2788-9153-98959a2da801,5,prefix_overall_mAP,C2,0.3578151762485504,FH-adapt,0.47697511315345764,-0.11915993690490723,15,15
protocol_b_43_masters_3_orders,5630cfcf-12bf-2860-8784-83d28a611a83,2,t_mAP,C2,0.18312333524227142,FH-adapt,0.30671370029449463,-0.1235903650522232,15,15
protocol_b_43_masters_3_orders,5630cfcf-12bf-2860-8784-83d28a611a83,2,t_mAP50,C2,0.3898664116859436,FH-adapt,0.5108259916305542,-0.1209595799446106,15,15
protocol_b_43_masters_3_orders,5630cfcf-12bf-2860-8784-83d28a611a83,2,t_mAP25,C2,0.6910707950592041,FH-adapt,0.8322879672050476,-0.1412171721458435,15,15
protocol_b_43_masters_3_orders,5630cfcf-12bf-2860-8784-83d28a611a83,2,t_REC,C2,0.2737258970737457,FH-adapt,0.40750235319137573,-0.13377645611763,15,15
protocol_b_43_masters_3_orders,5630cfcf-12bf-2860-8784-83d28a611a83,2,prefix_overall_mAP,C2,0.28811365365982056,FH-adapt,0.39231541752815247,-0.10420176386833191,15,15
protocol_b_43_masters_3_orders,5630cfcf-12bf-2860-8784-83d28a611a83,3,t_mAP,C2,0.12356273084878922,FH-adapt,0.2495325803756714,-0.12596984952688217,15,15
protocol_b_43_masters_3_orders,5630cfcf-12bf-2860-8784-83d28a611a83,3,t_mAP50,C2,0.2805972397327423,FH-adapt,0.35633280873298645,-0.07573556900024414,15,15
protocol_b_43_masters_3_orders,5630cfcf-12bf-2860-8784-83d28a611a83,3,t_mAP25,C2,0.6347554326057434,FH-adapt,0.736880362033844,-0.10212492942810059,15,15
protocol_b_43_masters_3_orders,5630cfcf-12bf-2860-8784-83d28a611a83,3,t_REC,C2,0.20288066565990448,FH-adapt,0.308230459690094,-0.10534979403018951,15,15
protocol_b_43_masters_3_orders,5630cfcf-12bf-2860-8784-83d28a611a83,3,prefix_overall_mAP,C2,0.29343584179878235,FH-adapt,0.37792131304740906,-0.08448547124862671,15,15
protocol_b_43_masters_3_orders,5630cfcf-12bf-2860-8784-83d28a611a83,4,t_mAP,C2,0.09855030477046967,FH-adapt,0.20419250428676605,-0.10564219951629639,15,15
protocol_b_43_masters_3_orders,5630cfcf-12bf-2860-8784-83d28a611a83,4,t_mAP50,C2,0.21240994334220886,FH-adapt,0.28208479285240173,-0.06967484951019287,15,15
protocol_b_43_masters_3_orders,5630cfcf-12bf-2860-8784-83d28a611a83,4,t_mAP25,C2,0.6198930740356445,FH-adapt,0.6285651326179504,-0.008672058582305908,15,15
protocol_b_43_masters_3_orders,5630cfcf-12bf-2860-8784-83d28a611a83,4,t_REC,C2,0.16255144774913788,FH-adapt,0.25555554032325745,-0.09300409257411957,15,15
protocol_b_43_masters_3_orders,5630cfcf-12bf-2860-8784-83d28a611a83,4,prefix_overall_mAP,C2,0.2952102720737457,FH-adapt,0.3609388768672943,-0.06572860479354858,15,15
protocol_b_43_masters_3_orders,5630cfcf-12bf-2860-8784-83d28a611a83,5,t_mAP,C2,0.07567352801561356,FH-adapt,0.14017947018146515,-0.06450594216585159,15,15
protocol_b_43_masters_3_orders,5630cfcf-12bf-2860-8784-83d28a611a83,5,t_mAP50,C2,0.1831035017967224,FH-adapt,0.192365825176239,-0.009262323379516602,15,15
protocol_b_43_masters_3_orders,5630cfcf-12bf-2860-8784-83d28a611a83,5,t_mAP25,C2,0.6240384578704834,FH-adapt,0.5248305797576904,0.09920787811279297,15,15
protocol_b_43_masters_3_orders,5630cfcf-12bf-2860-8784-83d28a611a83,5,t_REC,C2,0.12962962687015533,FH-adapt,0.19794237613677979,-0.06831274926662445,15,15
protocol_b_43_masters_3_orders,5630cfcf-12bf-2860-8784-83d28a611a83,5,prefix_overall_mAP,C2,0.30614417791366577,FH-adapt,0.3156275749206543,-0.009483397006988525,15,15
protocol_b_43_masters_3_orders,8eabc45f-5af7-2f32-8528-640861d2a135,2,t_mAP,C2,0.3311346471309662,FH-adapt,0.28313615918159485,0.04799848794937134,15,15
protocol_b_43_masters_3_orders,8eabc45f-5af7-2f32-8528-640861d2a135,2,t_mAP50,C2,0.46244558691978455,FH-adapt,0.43276771903038025,0.029677867889404297,15,15
protocol_b_43_masters_3_orders,8eabc45f-5af7-2f32-8528-640861d2a135,2,t_mAP25,C2,0.627204179763794,FH-adapt,0.6420996189117432,-0.014895439147949219,15,15
protocol_b_43_masters_3_orders,8eabc45f-5af7-2f32-8528-640861d2a135,2,t_REC,C2,0.534541666507721,FH-adapt,0.47880151867866516,0.055740147829055786,15,15
protocol_b_43_masters_3_orders,8eabc45f-5af7-2f32-8528-640861d2a135,2,prefix_overall_mAP,C2,0.41085994243621826,FH-adapt,0.38457298278808594,0.026286959648132324,15,15
protocol_b_43_masters_3_orders,8eabc45f-5af7-2f32-8528-640861d2a135,3,t_mAP,C2,0.24304917454719543,FH-adapt,0.18129782378673553,0.0617513507604599,15,15
protocol_b_43_masters_3_orders,8eabc45f-5af7-2f32-8528-640861d2a135,3,t_mAP50,C2,0.351220041513443,FH-adapt,0.2841068506240845,0.06711319088935852,15,15
protocol_b_43_masters_3_orders,8eabc45f-5af7-2f32-8528-640861d2a135,3,t_mAP25,C2,0.4899006485939026,FH-adapt,0.4816562831401825,0.008244365453720093,15,15
protocol_b_43_masters_3_orders,8eabc45f-5af7-2f32-8528-640861d2a135,3,t_REC,C2,0.414262056350708,FH-adapt,0.32623958587646484,0.08802247047424316,15,15
protocol_b_43_masters_3_orders,8eabc45f-5af7-2f32-8528-640861d2a135,3,prefix_overall_mAP,C2,0.3643352687358856,FH-adapt,0.331354558467865,0.03298071026802063,15,15
protocol_b_43_masters_3_orders,8eabc45f-5af7-2f32-8528-640861d2a135,4,t_mAP,C2,0.15232662856578827,FH-adapt,0.11301504075527191,0.03931158781051636,15,15
protocol_b_43_masters_3_orders,8eabc45f-5af7-2f32-8528-640861d2a135,4,t_mAP50,C2,0.20814533531665802,FH-adapt,0.2126222401857376,-0.00447690486907959,15,15
protocol_b_43_masters_3_orders,8eabc45f-5af7-2f32-8528-640861d2a135,4,t_mAP25,C2,0.30317777395248413,FH-adapt,0.2819007635116577,0.021277010440826416,15,15
protocol_b_43_masters_3_orders,8eabc45f-5af7-2f32-8528-640861d2a135,4,t_REC,C2,0.3337671756744385,FH-adapt,0.229754239320755,0.10401293635368347,15,15
protocol_b_43_masters_3_orders,8eabc45f-5af7-2f32-8528-640861d2a135,4,prefix_overall_mAP,C2,0.2788824439048767,FH-adapt,0.26085329055786133,0.01802915334701538,15,15
protocol_b_43_masters_3_orders,8eabc45f-5af7-2f32-8528-640861d2a135,5,t_mAP,C2,0.106345534324646,FH-adapt,0.08117825537919998,0.025167278945446014,15,15
protocol_b_43_masters_3_orders,8eabc45f-5af7-2f32-8528-640861d2a135,5,t_mAP50,C2,0.16001704335212708,FH-adapt,0.1583671271800995,0.0016499161720275879,15,15
protocol_b_43_masters_3_orders,8eabc45f-5af7-2f32-8528-640861d2a135,5,t_mAP25,C2,0.24091224372386932,FH-adapt,0.20207440853118896,0.03883783519268036,15,15
protocol_b_43_masters_3_orders,8eabc45f-5af7-2f32-8528-640861d2a135,5,t_REC,C2,0.2571202516555786,FH-adapt,0.13753795623779297,0.11958229541778564,15,15
protocol_b_43_masters_3_orders,8eabc45f-5af7-2f32-8528-640861d2a135,5,prefix_overall_mAP,C2,0.23084013164043427,FH-adapt,0.2322850525379181,-0.0014449208974838257,15,15
protocol_b_43_masters_3_orders,ddc73797-765b-241a-9e2c-097c5989baf6,2,t_mAP,C2,0.14896200597286224,FH-adapt,0.14167112112045288,0.007290884852409363,18,18
protocol_b_43_masters_3_orders,ddc73797-765b-241a-9e2c-097c5989baf6,2,t_mAP50,C2,0.27326419949531555,FH-adapt,0.28143149614334106,-0.008167296648025513,18,18
protocol_b_43_masters_3_orders,ddc73797-765b-241a-9e2c-097c5989baf6,2,t_mAP25,C2,0.3553899824619293,FH-adapt,0.39603105187416077,-0.040641069412231445,18,18
protocol_b_43_masters_3_orders,ddc73797-765b-241a-9e2c-097c5989baf6,2,t_REC,C2,0.2594306468963623,FH-adapt,0.25369176268577576,0.005738884210586548,18,18
protocol_b_43_masters_3_orders,ddc73797-765b-241a-9e2c-097c5989baf6,2,prefix_overall_mAP,C2,0.22252382338047028,FH-adapt,0.22944515943527222,-0.006921336054801941,18,18
protocol_b_43_masters_3_orders,ddc73797-765b-241a-9e2c-097c5989baf6,3,t_mAP,C2,0.08428230881690979,FH-adapt,0.07461871206760406,0.009663596749305725,18,18
protocol_b_43_masters_3_orders,ddc73797-765b-241a-9e2c-097c5989baf6,3,t_mAP50,C2,0.17657864093780518,FH-adapt,0.17721444368362427,-0.0006358027458190918,18,18
protocol_b_43_masters_3_orders,ddc73797-765b-241a-9e2c-097c5989baf6,3,t_mAP25,C2,0.2282135933637619,FH-adapt,0.3256700932979584,-0.09745649993419647,18,18
protocol_b_43_masters_3_orders,ddc73797-765b-241a-9e2c-097c5989baf6,3,t_REC,C2,0.16905243694782257,FH-adapt,0.1639186441898346,0.005133792757987976,18,18
protocol_b_43_masters_3_orders,ddc73797-765b-241a-9e2c-097c5989baf6,3,prefix_overall_mAP,C2,0.17988431453704834,FH-adapt,0.1986568421125412,-0.01877252757549286,18,18
protocol_b_43_masters_3_orders,ddc73797-765b-241a-9e2c-097c5989baf6,4,t_mAP,C2,0.041354864835739136,FH-adapt,0.05724014714360237,-0.015885282307863235,18,18
protocol_b_43_masters_3_orders,ddc73797-765b-241a-9e2c-097c5989baf6,4,t_mAP50,C2,0.08563682436943054,FH-adapt,0.13023267686367035,-0.04459585249423981,18,18
protocol_b_43_masters_3_orders,ddc73797-765b-241a-9e2c-097c5989baf6,4,t_mAP25,C2,0.12261591851711273,FH-adapt,0.2779383361339569,-0.15532241761684418,18,18
protocol_b_43_masters_3_orders,ddc73797-765b-241a-9e2c-097c5989baf6,4,t_REC,C2,0.10627853125333786,FH-adapt,0.12415251135826111,-0.01787398010492325,18,18
protocol_b_43_masters_3_orders,ddc73797-765b-241a-9e2c-097c5989baf6,4,prefix_overall_mAP,C2,0.16779278218746185,FH-adapt,0.22047442197799683,-0.05268163979053497,18,18
protocol_b_43_masters_3_orders,ddc73797-765b-241a-9e2c-097c5989baf6,5,t_mAP,C2,0.023717083036899567,FH-adapt,0.02391928806900978,-0.00020220503211021423,18,18
protocol_b_43_masters_3_orders,ddc73797-765b-241a-9e2c-097c5989baf6,5,t_mAP50,C2,0.04398690536618233,FH-adapt,0.05100710690021515,-0.007020201534032822,18,18
protocol_b_43_masters_3_orders,ddc73797-765b-241a-9e2c-097c5989baf6,5,t_mAP25,C2,0.08261149376630783,FH-adapt,0.20149584114551544,-0.11888434737920761,18,18
protocol_b_43_masters_3_orders,ddc73797-765b-241a-9e2c-097c5989baf6,5,t_REC,C2,0.06731605529785156,FH-adapt,0.07872036099433899,-0.011404305696487427,18,18
protocol_b_43_masters_3_orders,ddc73797-765b-241a-9e2c-097c5989baf6,5,prefix_overall_mAP,C2,0.16110365092754364,FH-adapt,0.22730033099651337,-0.06619668006896973,18,18
