population_id,reference_scene_id,T,metric,candidate_model,candidate_value,baseline_model,baseline_value,delta,candidate_sequence_count,baseline_sequence_count
protocol_b_43_masters_3_orders,10b17940-3938-2467-8a7a-958300ba83d3,2,t_mAP,C2,0.33103102445602417,FH-adapt,0.2984626293182373,0.032568395137786865,30,30
protocol_b_43_masters_3_orders,10b17940-3938-2467-8a7a-958300ba83d3,2,t_mAP50,C2,0.42102721333503723,FH-adapt,0.4174794852733612,0.0035477280616760254,30,30
protocol_b_43_masters_3_orders,10b17940-3938-2467-8a7a-958300ba83d3,2,t_mAP25,C2,0.4877229928970337,FH-adapt,0.48238617181777954,0.00533682107925415,30,30
protocol_b_43_masters_3_orders,10b17940-3938-2467-8a7a-958300ba83d3,2,t_REC,C2,0.5414825081825256,FH-adapt,0.510513424873352,0.030969083309173584,30,30
protocol_b_43_masters_3_orders,10b17940-3938-2467-8a7a-958300ba83d3,2,prefix_overall_mAP,C2,0.41010138392448425,FH-adapt,0.3703716993331909,0.039729684591293335,30,30
protocol_b_43_masters_3_orders,10b17940-3938-2467-8a7a-958300ba83d3,3,t_mAP,C2,0.2091791331768036,FH-adapt,0.20114390552043915,0.008035227656364441,30,30
protocol_b_43_masters_3_orders,10b17940-3938-2467-8a7a-958300ba83d3,3,t_mAP50,C2,0.27839598059654236,FH-adapt,0.3207787871360779,-0.04238280653953552,30,30
protocol_b_43_masters_3_orders,10b17940-3938-2467-8a7a-958300ba83d3,3,t_mAP25,C2,0.33394983410835266,FH-adapt,0.3900933861732483,-0.05614355206489563,30,30
protocol_b_43_masters_3_orders,10b17940-3938-2467-8a7a-958300ba83d3,3,t_REC,C2,0.3969442546367645,FH-adapt,0.38558974862098694,0.011354506015777588,30,30
protocol_b_43_masters_3_orders,10b17940-3938-2467-8a7a-958300ba83d3,3,prefix_overall_mAP,C2,0.34232133626937866,FH-adapt,0.3472854793071747,-0.0049641430377960205,30,30
protocol_b_43_masters_3_orders,10b17940-3938-2467-8a7a-958300ba83d3,4,t_mAP,C2,0.13221855461597443,FH-adapt,0.16299428045749664,-0.030775725841522217,30,30
protocol_b_43_masters_3_orders,10b17940-3938-2467-8a7a-958300ba83d3,4,t_mAP50,C2,0.18219083547592163,FH-adapt,0.28906768560409546,-0.10687685012817383,30,30
protocol_b_43_masters_3_orders,10b17940-3938-2467-8a7a-958300ba83d3,4,t_mAP25,C2,0.22482943534851074,FH-adapt,0.35940849781036377,-0.13457906246185303,30,30
protocol_b_43_masters_3_orders,10b17940-3938-2467-8a7a-958300ba83d3,4,t_REC,C2,0.255691796541214,FH-adapt,0.28003308176994324,-0.024341285228729248,30,30
protocol_b_43_masters_3_orders,10b17940-3938-2467-8a7a-958300ba83d3,4,prefix_overall_mAP,C2,0.3027496933937073,FH-adapt,0.36643874645233154,-0.06368905305862427,30,30
protocol_b_43_masters_3_orders,10b17940-3938-2467-8a7a-958300ba83d3,5,t_mAP,C2,0.09019016474485397,FH-adapt,0.13491316139698029,-0.04472299665212631,30,30
protocol_b_43_masters_3_orders,10b17940-3938-2467-8a7a-958300ba83d3,5,t_mAP50,C2,0.12917059659957886,FH-adapt,0.274477481842041,-0.14530688524246216,30,30
protocol_b_43_masters_3_orders,10b17940-3938-2467-8a7a-958300ba83d3,5,t_mAP25,C2,0.16376596689224243,FH-adapt,0.3271580934524536,-0.16339212656021118,30,30
protocol_b_43_masters_3_orders,10b17940-3938-2467-8a7a-958300ba83d3,5,t_REC,C2,0.1977415680885315,FH-adapt,0.23377633094787598,-0.03603476285934448,30,30
protocol_b_43_masters_3_orders,10b17940-3938-2467-8a7a-958300ba83d3,5,prefix_overall_mAP,C2,0.28969714045524597,FH-adapt,0.3690926134586334,-0.07939547300338745,30,30
protocol_b_43_masters_3_orders,137a8158-1db5-2cc0-8003-31c12610471e,2,t_mAP,C2,0.2930360734462738,FH-adapt,0.32160887122154236,-0.028572797775268555,36,36
protocol_b_43_masters_3_orders,137a8158-1db5-2cc0-8003-31c12610471e,2,t_mAP50,C2,0.4595623016357422,FH-adapt,0.48860663175582886,-0.02904433012008667,36,36
protocol_b_43_masters_3_orders,137a8158-1db5-2cc0-8003-31c12610471e,2,t_mAP25,C2,0.5934829711914062,FH-adapt,0.639220118522644,-0.04573714733123779,36,36
protocol_b_43_masters_3_orders,137a8158-1db5-2cc0-8003-31c12610471e,2,t_REC,C2,0.4008563160896301,FH-adapt,0.4319324195384979,-0.031076103448867798,36,36
protocol_b_43_masters_3_orders,137a8158-1db5-2cc0-8003-31c12610471e,2,prefix_overall_mAP,C2,0.36715608835220337,FH-adapt,0.38768163323402405,-0.02052554488182068,36,36
protocol_b_43_masters_3_orders,137a8158-1db5-2cc0-8003-31c12610471e,3,t_mAP,C2,0.1798250675201416,FH-adapt,0.23529990017414093,-0.05547483265399933,36,36
protocol_b_43_masters_3_orders,137a8158-1db5-2cc0-8003-31c12610471e,3,t_mAP50,C2,0.298771470785141,FH-adapt,0.3627844452857971,-0.06401297450065613,36,36
protocol_b_43_masters_3_orders,137a8158-1db5-2cc0-8003-31c12610471e,3,t_mAP25,C2,0.42005908489227295,FH-adapt,0.5263648629188538,-0.10630577802658081,36,36
protocol_b_43_masters_3_orders,137a8158-1db5-2cc0-8003-31c12610471e,3,t_REC,C2,0.30361858010292053,FH-adapt,0.3456375002861023,-0.04201892018318176,36,36
protocol_b_43_masters_3_orders,137a8158-1db5-2cc0-8003-31c12610471e,3,prefix_overall_mAP,C2,0.3319740891456604,FH-adapt,0.3802383840084076,-0.04826429486274719,36,36
protocol_b_43_masters_3_orders,137a8158-1db5-2cc0-8003-31c12610471e,4,t_mAP,C2,0.12285777181386948,FH-adapt,0.16917334496974945,-0.046315573155879974,36,36
protocol_b_43_masters_3_orders,137a8158-1db5-2cc0-8003-31c12610471e,4,t_mAP50,C2,0.21852388978004456,FH-adapt,0.276856392621994,-0.05833250284194946,36,36
protocol_b_43_masters_3_orders,137a8158-1db5-2cc0-8003-31c12610471e,4,t_mAP25,C2,0.3536333441734314,FH-adapt,0.46338778734207153,-0.10975444316864014,36,36
protocol_b_43_masters_3_orders,137a8158-1db5-2cc0-8003-31c12610471e,4,t_REC,C2,0.22657153010368347,FH-adapt,0.26148441433906555,-0.03491288423538208,36,36
protocol_b_43_masters_3_orders,137a8158-1db5-2cc0-8003-31c12610471e,4,prefix_overall_mAP,C2,0.306111603975296,FH-adapt,0.3496551215648651,-0.04354351758956909,36,36
protocol_b_43_masters_3_orders,137a8158-1db5-2cc0-8003-31c12610471e,5,t_mAP,C2,0.09130455553531647,FH-adapt,0.14009089767932892,-0.04878634214401245,36,36
protocol_b_43_masters_3_orders,137a8158-1db5-2cc0-8003-31c12610471e,5,t_mAP50,C2,0.176511749625206,FH-adapt,0.23701664805412292,-0.06050489842891693,36,36
protocol_b_43_masters_3_orders,137a8158-1db5-2cc0-8003-31c12610471e,5,t_mAP25,C2,0.291587769985199,FH-adapt,0.4185255467891693,-0.12693777680397034,36,36
protocol_b_43_masters_3_orders,137a8158-1db5-2cc0-8003-31c12610471e,5,t_REC,C2,0.18965904414653778,FH-adapt,0.21468500792980194,-0.02502596378326416,36,36
protocol_b_43_masters_3_orders,137a8158-1db5-2cc0-8003-31c12610471e,5,prefix_overall_mAP,C2,0.275049090385437,FH-adapt,0.3432294428348541,-0.06818035244941711,36,36
protocol_b_43_masters_3_orders,280d8ebb-6cc6-2788-9153-98959a2da801,2,t_mAP,C2,0.3676949739456177,FH-adapt,0.41337963938713074,-0.04568466544151306,15,15
protocol_b_43_masters_3_orders,280d8ebb-6cc6-2788-9153-98959a2da801,2,t_mAP50,C2,0.561648964881897,FH-adapt,0.6511978507041931,-0.08954888582229614,15,15
protocol_b_43_masters_3_orders,280d8ebb-6cc6-2788-9153-98959a2da801,2,t_mAP25,C2,0.6398651599884033,FH-adapt,0.7357425689697266,-0.09587740898132324,15,15
protocol_b_43_masters_3_orders,280d8ebb-6cc6-2788-9153-98959a2da801,2,t_REC,C2,0.4544564485549927,FH-adapt,0.4726649820804596,-0.01820853352546692,15,15
protocol_b_43_masters_3_orders,280d8ebb-6cc6-2788-9153-98959a2da801,2,prefix_overall_mAP,C2,0.509514331817627,FH-adapt,0.5490214824676514,-0.039507150650024414,15,15
protocol_b_43_masters_3_orders,280d8ebb-6cc6-2788-9153-98959a2da801,3,t_mAP,C2,0.3273071050643921,FH-adapt,0.35377538204193115,-0.026468276977539062,15,15
protocol_b_43_masters_3_orders,280d8ebb-6cc6-2788-9153-98959a2da801,3,t_mAP50,C2,0.516806960105896,FH-adapt,0.5936384201049805,-0.07683145999908447,15,15
protocol_b_43_masters_3_orders,280d8ebb-6cc6-2788-9153-98959a2da801,3,t_mAP25,C2,0.6004042625427246,FH-adapt,0.6905908584594727,-0.09018659591674805,15,15
protocol_b_43_masters_3_orders,280d8ebb-6cc6-2788-9153-98959a2da801,3,t_REC,C2,0.42085564136505127,FH-adapt,0.4251324534416199,-0.0042768120765686035,15,15
protocol_b_43_masters_3_orders,280d8ebb-6cc6-2788-9153-98959a2da801,3,prefix_overall_mAP,C2,0.4472421109676361,FH-adapt,0.49973180890083313,-0.05248969793319702,15,15
protocol_b_43_masters_3_orders,280d8ebb-6cc6-2788-9153-98959a2da801,4,t_mAP,C2,0.26889848709106445,FH-adapt,0.3232795000076294,-0.05438101291656494,15,15
protocol_b_43_masters_3_orders,280d8ebb-6cc6-2788-9153-98959a2da801,4,t_mAP50,C2,0.43889784812927246,FH-adapt,0.5443122982978821,-0.10541445016860962,15,15
protocol_b_43_masters_3_orders,280d8ebb-6cc6-2788-9153-98959a2da801,4,t_mAP25,C2,0.5035991668701172,FH-adapt,0.657310426235199,-0.1537112593650818,15,15
protocol_b_43_masters_3_orders,280d8ebb-6cc6-2788-9153-98959a2da801,4,t_REC,C2,0.34652775526046753,FH-adapt,0.4156481623649597,-0.06912040710449219,15,15
protocol_b_43_masters_3_orders,280d8ebb-6cc6-2788-9153-98959a2da801,4,prefix_overall_mAP,C2,0.40067994594573975,FH-adapt,0.48563289642333984,-0.0849529504776001,15,15
protocol_b_43_masters_3_orders,280d8ebb-6cc6-2788-9153-98959a2da801,5,t_mAP,C2,0.21577651798725128,FH-adapt,0.3082829713821411,-0.09250645339488983,15,15
protocol_b_43_masters_3_orders,280d8ebb-6cc6-2788-9153-98959a2da801,5,t_mAP50,C2,0.3822539448738098,FH-adapt,0.5103850364685059,-0.12813109159469604,15,15
protocol_b_43_masters_3_orders,280d8ebb-6cc6-2788-9153-98959a2da801,5,t_mAP25,C2,0.4412076473236084,FH-adapt,0.6533679366111755,-0.21216028928756714,15,15
protocol_b_43_masters_3_orders,280d8ebb-6cc6-2788-9153-98959a2da801,5,t_REC,C2,0.3021296262741089,FH-adapt,0.3793981671333313,-0.07726854085922241,15,15
