population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,T,policy,reducer,relative_t_mAP_retention,t2_t_mAP,t_mAP,reference_count,master_count
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,2,lag1,latest,1.0,0.48021799325942993,0.48021799325942993,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,3,lag1,latest,0.923956284448723,0.48021799325942993,0.4437004327774048,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,4,lag1,latest,0.6780726302921499,0.48021799325942993,0.32562267780303955,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,5,lag1,latest,0.3320669786132597,0.48021799325942993,0.1594645380973816,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,2,lag1,max,1.0,0.48021799325942993,0.48021799325942993,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,3,lag1,max,0.9110790853996309,0.48021799325942993,0.43751657009124756,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,4,lag1,max,0.7282921923199277,0.48021799325942993,0.3497390151023865,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,5,lag1,max,0.37526358427951023,0.48021799325942993,0.18020832538604736,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,2,lag1,mean,1.0,0.48021799325942993,0.48021799325942993,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,3,lag1,mean,0.933252560191671,0.48021799325942993,0.4481646716594696,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,4,lag1,mean,0.7180567627946903,0.48021799325942993,0.34482377767562866,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,5,lag1,mean,0.34597040160631104,0.48021799325942993,0.16614121198654175,2,2
