population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,T,episode_count,policy,reducer,prefix_overall_mAP,local_current_AP,t_REC,t_mAP,t_mAP25,t_mAP50,reference_count,master_count
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,2,2,lag1,latest,0.5505130887031555,0.6251160502433777,0.4960317611694336,0.48021799325942993,0.8630874156951904,0.6483135223388672,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,3,2,lag1,latest,0.5798079967498779,0.5553240776062012,0.4662698209285736,0.4437004327774048,0.8543792366981506,0.6304563879966736,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,4,2,lag1,latest,0.4933312237262726,0.49998974800109863,0.363095223903656,0.32562267780303955,0.6049613952636719,0.5086263418197632,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,5,2,lag1,latest,0.32401740550994873,0.6008680462837219,0.1865079402923584,0.1594645380973816,0.33629971742630005,0.31482672691345215,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,2,2,lag1,max,0.5505130887031555,0.6251160502433777,0.4960317611694336,0.48021799325942993,0.8630874156951904,0.6483135223388672,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,3,2,lag1,max,0.5833975672721863,0.5468363761901855,0.4662698209285736,0.43751657009124756,0.8450680375099182,0.6193452477455139,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,4,2,lag1,max,0.5480490326881409,0.4685767590999603,0.363095223903656,0.3497390151023865,0.6560393571853638,0.5526891946792603,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,5,2,lag1,max,0.3628285229206085,0.5923731327056885,0.1865079402923584,0.18020832538604736,0.3807269334793091,0.35848215222358704,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,2,2,lag1,mean,0.5505130887031555,0.6251160502433777,0.4960317611694336,0.48021799325942993,0.8630874156951904,0.6483135223388672,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,3,2,lag1,mean,0.5833349227905273,0.5636574029922485,0.4662698209285736,0.4481646716594696,0.8508184552192688,0.6304563879966736,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,4,2,lag1,mean,0.49846404790878296,0.4814736247062683,0.363095223903656,0.34482377767562866,0.6371938586235046,0.5354259014129639,2,2
development_common_h5_canonical,FH-MATCH,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,5,2,lag1,mean,0.3007439374923706,0.6008784770965576,0.1865079402923584,0.16614121198654175,0.3552418351173401,0.32996129989624023,2,2
