method,reference_scene_id,master_sequence_id,scene_id,sequence_id,order_id,prefix,T,prediction_digest,id_switches,transition_opportunities,id_switch_rate,active_correct_matches,active_wrong_matches,births,false_births,rejected_births,fragmentation_count,merge_count,gap_opportunities,reactivation_attempts,predicted_reactivation_events,correct_reactivations,wrong_reactivations,no_attempts,reactivation_accuracy,reactivation_precision,reactivation_recall,reactivation_coverage
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02:reverse,reverse,2,2,4063aa01b164d3a56072d4f703901b735bb24c0148232a6147345214931134d9,1,5,0.2,5,11,17,5,0,0,6,0,0,0,0,0,0,,,,
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02:reverse,reverse,3,3,4063aa01b164d3a56072d4f703901b735bb24c0148232a6147345214931134d9,1,9,0.1111111111111111,10,14,17,5,0,0,6,0,0,0,0,0,0,,,,
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02:reverse,reverse,4,4,4063aa01b164d3a56072d4f703901b735bb24c0148232a6147345214931134d9,7,18,0.3888888888888889,12,17,24,12,0,5,8,7,2,2,2,0,5,1.0,1.0,0.2857142857142857,0.2857142857142857
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02:reverse,reverse,5,5,4063aa01b164d3a56072d4f703901b735bb24c0148232a6147345214931134d9,8,20,0.4,12,20,25,13,0,6,11,10,3,3,2,1,7,0.6666666666666666,0.6666666666666666,0.2,0.3
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02:sha256_seed45,sha256_seed45,2,2,8b7d888ee7052dd795a1118f3776384786aa0faf287c96c07725fcab6366b479,1,1,1.0,0,5,17,6,0,1,1,0,0,0,0,0,0,,,,
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02:sha256_seed45,sha256_seed45,3,3,8b7d888ee7052dd795a1118f3776384786aa0faf287c96c07725fcab6366b479,1,3,0.3333333333333333,2,9,17,6,0,1,1,0,0,0,0,0,0,,,,
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02:sha256_seed45,sha256_seed45,4,4,8b7d888ee7052dd795a1118f3776384786aa0faf287c96c07725fcab6366b479,3,7,0.42857142857142855,2,12,27,12,0,3,3,6,2,2,1,1,4,0.5,0.5,0.16666666666666666,0.3333333333333333
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02:sha256_seed45,sha256_seed45,5,5,8b7d888ee7052dd795a1118f3776384786aa0faf287c96c07725fcab6366b479,11,17,0.6470588235294118,3,23,29,14,0,7,10,14,5,5,1,4,9,0.2,0.2,0.07142857142857142,0.35714285714285715
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00:canonical,canonical,2,2,e95744c90493fc0653400a1623db5720a93c939036ce46238d1137b63df6e40f,0,1,0.0,1,6,16,5,0,0,1,0,0,0,0,0,0,,,,
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00:canonical,canonical,3,3,e95744c90493fc0653400a1623db5720a93c939036ce46238d1137b63df6e40f,1,5,0.2,1,8,22,7,0,1,3,4,3,3,2,1,1,0.6666666666666666,0.6666666666666666,0.5,0.75
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00:canonical,canonical,4,4,e95744c90493fc0653400a1623db5720a93c939036ce46238d1137b63df6e40f,4,8,0.5,1,13,27,12,0,4,4,6,3,3,2,1,3,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00:canonical,canonical,5,5,e95744c90493fc0653400a1623db5720a93c939036ce46238d1137b63df6e40f,11,19,0.5789473684210527,3,18,33,17,0,11,5,14,5,5,4,1,9,0.8,0.8,0.2857142857142857,0.35714285714285715
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00:reverse,reverse,2,2,f8ade1fe1c71891762be1b38533a3555a3bf9b8844aa96a08abe144100160329,0,4,0.0,5,3,16,5,0,0,0,0,0,0,0,0,0,,,,
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00:reverse,reverse,3,3,f8ade1fe1c71891762be1b38533a3555a3bf9b8844aa96a08abe144100160329,4,12,0.3333333333333333,8,4,24,11,0,4,0,6,2,2,2,0,4,1.0,1.0,0.3333333333333333,0.3333333333333333
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00:reverse,reverse,4,4,f8ade1fe1c71891762be1b38533a3555a3bf9b8844aa96a08abe144100160329,6,14,0.42857142857142855,8,7,26,13,0,6,2,9,2,2,2,0,7,1.0,1.0,0.2222222222222222,0.2222222222222222
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00:reverse,reverse,5,5,f8ade1fe1c71891762be1b38533a3555a3bf9b8844aa96a08abe144100160329,8,18,0.4444444444444444,8,8,38,21,0,8,5,15,4,4,2,2,11,0.5,0.5,0.13333333333333333,0.26666666666666666
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00:sha256_seed45,sha256_seed45,2,2,8b7d888ee7052dd795a1118f3776384786aa0faf287c96c07725fcab6366b479,1,1,1.0,0,5,17,6,0,1,1,0,0,0,0,0,0,,,,
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00:sha256_seed45,sha256_seed45,3,3,8b7d888ee7052dd795a1118f3776384786aa0faf287c96c07725fcab6366b479,1,3,0.3333333333333333,2,9,17,6,0,1,1,0,0,0,0,0,0,,,,
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00:sha256_seed45,sha256_seed45,4,4,8b7d888ee7052dd795a1118f3776384786aa0faf287c96c07725fcab6366b479,3,7,0.42857142857142855,2,12,27,12,0,3,3,6,2,2,1,1,4,0.5,0.5,0.16666666666666666,0.3333333333333333
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00:sha256_seed45,sha256_seed45,5,5,8b7d888ee7052dd795a1118f3776384786aa0faf287c96c07725fcab6366b479,11,17,0.6470588235294118,3,23,29,14,0,7,10,14,5,5,1,4,9,0.2,0.2,0.07142857142857142,0.35714285714285715
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04:canonical,canonical,2,2,e93da8af34ef420b5efa8952ad54664771ed0b4e0ee18efda4ef9cf5c5ad06b4,1,4,0.25,5,4,15,4,0,1,1,0,0,0,0,0,0,,,,
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04:canonical,canonical,3,3,e93da8af34ef420b5efa8952ad54664771ed0b4e0ee18efda4ef9cf5c5ad06b4,1,7,0.14285714285714285,8,14,17,6,0,1,6,1,0,0,0,0,1,,,0.0,0.0
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04:canonical,canonical,4,4,e93da8af34ef420b5efa8952ad54664771ed0b4e0ee18efda4ef9cf5c5ad06b4,2,9,0.2222222222222222,8,19,17,6,0,1,7,4,2,2,1,1,2,0.5,0.5,0.25,0.5
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04:canonical,canonical,5,5,e93da8af34ef420b5efa8952ad54664771ed0b4e0ee18efda4ef9cf5c5ad06b4,10,18,0.5555555555555556,8,21,23,12,0,7,10,15,5,5,1,4,10,0.2,0.2,0.06666666666666667,0.3333333333333333
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04:reverse,reverse,2,2,c10b6c00d83d10afe6e276fe3ac39519d3ddb42e202cac9fb7c751ae3833211d,0,0,,0,4,13,3,0,0,3,0,0,0,0,0,0,,,,
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04:reverse,reverse,3,3,c10b6c00d83d10afe6e276fe3ac39519d3ddb42e202cac9fb7c751ae3833211d,1,4,0.25,0,5,24,10,0,1,7,5,3,3,0,3,2,0.0,0.0,0.0,0.6
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04:reverse,reverse,4,4,c10b6c00d83d10afe6e276fe3ac39519d3ddb42e202cac9fb7c751ae3833211d,7,14,0.5,3,13,26,12,0,4,13,14,7,7,0,7,7,0.0,0.0,0.0,0.5
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04:reverse,reverse,5,5,c10b6c00d83d10afe6e276fe3ac39519d3ddb42e202cac9fb7c751ae3833211d,7,18,0.3888888888888889,8,16,26,12,0,4,13,16,7,7,0,7,9,0.0,0.0,0.0,0.4375
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04:sha256_seed45,sha256_seed45,2,2,8b7d888ee7052dd795a1118f3776384786aa0faf287c96c07725fcab6366b479,1,1,1.0,0,5,17,6,0,1,1,0,0,0,0,0,0,,,,
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04:sha256_seed45,sha256_seed45,3,3,8b7d888ee7052dd795a1118f3776384786aa0faf287c96c07725fcab6366b479,1,3,0.3333333333333333,2,9,17,6,0,1,1,0,0,0,0,0,0,,,,
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04:sha256_seed45,sha256_seed45,4,4,8b7d888ee7052dd795a1118f3776384786aa0faf287c96c07725fcab6366b479,3,7,0.42857142857142855,2,12,27,12,0,3,3,6,2,2,1,1,4,0.5,0.5,0.16666666666666666,0.3333333333333333
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04:sha256_seed45,sha256_seed45,5,5,8b7d888ee7052dd795a1118f3776384786aa0faf287c96c07725fcab6366b479,11,17,0.6470588235294118,3,23,29,14,0,7,10,14,5,5,1,4,9,0.2,0.2,0.07142857142857142,0.35714285714285715
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01:canonical,canonical,2,2,0466b3ab70e4a54a8c6ceed5c2266785f117acff389b1e2826420d4c258c3d52,1,1,1.0,0,5,17,6,0,1,1,0,0,0,0,0,0,,,,
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01:canonical,canonical,3,3,0466b3ab70e4a54a8c6ceed5c2266785f117acff389b1e2826420d4c258c3d52,7,11,0.6363636363636364,2,9,23,10,0,6,3,8,3,3,2,1,5,0.6666666666666666,0.6666666666666666,0.25,0.375
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01:canonical,canonical,4,4,0466b3ab70e4a54a8c6ceed5c2266785f117acff389b1e2826420d4c258c3d52,7,14,0.5,5,18,26,13,0,6,8,10,3,3,2,1,7,0.6666666666666666,0.6666666666666666,0.2,0.3
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01:canonical,canonical,5,5,0466b3ab70e4a54a8c6ceed5c2266785f117acff389b1e2826420d4c258c3d52,8,16,0.5,5,24,26,13,0,7,8,13,4,4,3,1,9,0.75,0.75,0.23076923076923078,0.3076923076923077
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01:reverse,reverse,2,2,957ef40343cf84e6b1ba9757f3e8198fe6d22f85168de16a4546011149dca117,0,0,,2,1,17,8,0,0,1,0,0,0,0,0,0,,,,
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01:reverse,reverse,3,3,957ef40343cf84e6b1ba9757f3e8198fe6d22f85168de16a4546011149dca117,5,6,0.8333333333333334,4,14,19,10,0,4,7,3,0,0,0,0,3,,,0.0,0.0
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01:reverse,reverse,4,4,957ef40343cf84e6b1ba9757f3e8198fe6d22f85168de16a4546011149dca117,5,10,0.5,8,18,19,10,0,4,8,4,0,0,0,0,4,,,0.0,0.0
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01:reverse,reverse,5,5,957ef40343cf84e6b1ba9757f3e8198fe6d22f85168de16a4546011149dca117,12,19,0.631578947368421,10,20,27,17,0,9,11,11,2,2,0,2,9,0.0,0.0,0.0,0.18181818181818182
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01:sha256_seed45,sha256_seed45,2,2,8b7d888ee7052dd795a1118f3776384786aa0faf287c96c07725fcab6366b479,1,1,1.0,0,5,17,6,0,1,1,0,0,0,0,0,0,,,,
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01:sha256_seed45,sha256_seed45,3,3,8b7d888ee7052dd795a1118f3776384786aa0faf287c96c07725fcab6366b479,1,3,0.3333333333333333,2,9,17,6,0,1,1,0,0,0,0,0,0,,,,
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01:sha256_seed45,sha256_seed45,4,4,8b7d888ee7052dd795a1118f3776384786aa0faf287c96c07725fcab6366b479,3,7,0.42857142857142855,2,12,27,12,0,3,3,6,2,2,1,1,4,0.5,0.5,0.16666666666666666,0.3333333333333333
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01:sha256_seed45,sha256_seed45,5,5,8b7d888ee7052dd795a1118f3776384786aa0faf287c96c07725fcab6366b479,11,17,0.6470588235294118,3,23,29,14,0,7,10,14,5,5,1,4,9,0.2,0.2,0.07142857142857142,0.35714285714285715
B3,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01:canonical,canonical,2,2,cdbdee53aa9e8bc8441f9f52d923aa0d02eb7d99f4290d92f0ae3332feb7845a,0,12,0.0,14,3,23,6,0,0,0,0,0,0,0,0,0,,,,
B3,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01:canonical,canonical,3,3,cdbdee53aa9e8bc8441f9f52d923aa0d02eb7d99f4290d92f0ae3332feb7845a,2,22,0.09090909090909091,23,9,23,6,0,1,1,0,0,0,0,0,0,,,,
B3,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01:canonical,canonical,4,4,cdbdee53aa9e8bc8441f9f52d923aa0d02eb7d99f4290d92f0ae3332feb7845a,4,27,0.14814814814814814,26,12,23,6,0,1,3,4,1,1,0,1,3,0.0,0.0,0.0,0.25
B3,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01:canonical,canonical,5,5,cdbdee53aa9e8bc8441f9f52d923aa0d02eb7d99f4290d92f0ae3332feb7845a,5,28,0.17857142857142858,26,15,29,12,0,1,4,11,1,1,0,1,10,0.0,0.0,0.0,0.09090909090909091
B3,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01:reverse,reverse,2,2,0825c290f8783c76c108146dd4fe01440b0acebf68672f9e10b339e0d51cc6d3,0,0,,4,0,9,7,0,0,0,0,0,0,0,0,0,,,,
B3,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01:reverse,reverse,3,3,0825c290f8783c76c108146dd4fe01440b0acebf68672f9e10b339e0d51cc6d3,2,5,0.4,8,3,17,9,0,2,1,0,0,0,0,0,0,,,,
B3,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01:reverse,reverse,4,4,0825c290f8783c76c108146dd4fe01440b0acebf68672f9e10b339e0d51cc6d3,4,15,0.26666666666666666,17,8,25,15,0,3,2,0,0,0,0,0,0,,,,
B3,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01:reverse,reverse,5,5,0825c290f8783c76c108146dd4fe01440b0acebf68672f9e10b339e0d51cc6d3,9,27,0.3333333333333333,26,17,25,15,0,6,4,1,1,1,0,1,0,0.0,0.0,0.0,1.0
B3,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01:sha256_seed45,sha256_seed45,2,2,aaa784a325bbb1aaeca2ca529f6e00bd8a5585bf6db6098e48f96814991527d0,1,1,1.0,0,5,11,5,0,0,1,0,0,0,0,0,0,,,,
B3,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01:sha256_seed45,sha256_seed45,3,3,aaa784a325bbb1aaeca2ca529f6e00bd8a5585bf6db6098e48f96814991527d0,2,5,0.4,4,7,18,8,0,1,2,4,3,3,3,0,1,1.0,1.0,0.75,0.75
B3,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01:sha256_seed45,sha256_seed45,4,4,aaa784a325bbb1aaeca2ca529f6e00bd8a5585bf6db6098e48f96814991527d0,3,18,0.16666666666666666,16,9,24,13,0,2,3,5,4,4,3,1,1,0.75,0.75,0.6,0.8
B3,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01:sha256_seed45,sha256_seed45,5,5,aaa784a325bbb1aaeca2ca529f6e00bd8a5585bf6db6098e48f96814991527d0,4,28,0.14285714285714285,26,13,25,14,0,3,3,5,4,4,3,1,1,0.75,0.75,0.6,0.8
B3,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_01-scene0449_02-scene0449_00-scene0449_04-scene0449_05,scene0449_01-scene0449_02-scene0449_00-scene0449_04-scene0449_05,scene0449_01-scene0449_02-scene0449_00-scene0449_04-scene0449_05:canonical,canonical,2,2,4296037b62b1b43cccafbb62f048e8b6b560358d213d1cbd4508aca9639989b8,0,0,,4,2,14,7,0,0,0,0,0,0,0,0,0,,,,
