model,reference_scene_id,master_sequence_id,order_id,T,repeat,latency_ms,start_allocated_bytes,peak_allocated_bytes,incremental_peak_allocated_bytes,window_voxel_points,window_segments
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,3,4,495.773466,610396160,1732671488,1122275328,81724,2266
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,3,5,496.258203,610396160,1732671488,1122275328,81724,2266
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,3,6,496.982519,610396160,1732671488,1122275328,81724,2266
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,3,7,495.33501,610396160,1732671488,1122275328,81724,2266
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,3,8,495.216133,610396160,1732671488,1122275328,81724,2266
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,3,9,497.856968,610396160,1732671488,1122275328,81724,2266
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,0,456.908109,608453632,1571881984,963428352,69725,1981
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,1,458.820816,608453632,1571881984,963428352,69725,1981
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,2,457.12275,608453632,1571881984,963428352,69725,1981
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,3,456.935788,608453632,1571881984,963428352,69725,1981
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,4,457.901896,608453632,1571881984,963428352,69725,1981
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,5,457.965861,608453632,1571881984,963428352,69725,1981
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,6,457.797675,608453632,1571881984,963428352,69725,1981
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,7,457.172109,608453632,1571881984,963428352,69725,1981
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,8,457.871173,608453632,1571881984,963428352,69725,1981
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,9,458.448883,608453632,1571881984,963428352,69725,1981
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,0,463.572712,608179200,1613086208,1004907008,72765,2441
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,1,465.280093,608179200,1613086208,1004907008,72765,2441
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,2,465.355686,608179200,1613086208,1004907008,72765,2441
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,3,464.007352,608179200,1613086208,1004907008,72765,2441
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,4,463.720284,608179200,1613086208,1004907008,72765,2441
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,5,463.917044,608179200,1613086208,1004907008,72765,2441
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,6,466.180495,608179200,1613086208,1004907008,72765,2441
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,7,465.493711,608179200,1613086208,1004907008,72765,2441
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,8,465.016988,608179200,1613086208,1004907008,72765,2441
C2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,9,464.939183,608179200,1613086208,1004907008,72765,2441
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,0,730.83644,623961600,2544139776,1920178176,135435,4689
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,1,731.900416,623961600,2544139776,1920178176,135435,4689
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,2,730.83206,623961600,2544139776,1920178176,135435,4689
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,3,731.416869,623961600,2544139776,1920178176,135435,4689
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,4,731.250828,623961600,2544139776,1920178176,135435,4689
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,5,731.618214,623961600,2544139776,1920178176,135435,4689
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,6,731.919535,623961600,2544139776,1920178176,135435,4689
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,7,731.779482,623961600,2544139776,1920178176,135435,4689
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,8,731.126058,623961600,2544139776,1920178176,135435,4689
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,9,731.830444,623961600,2544139776,1920178176,135435,4689
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,0,571.038715,616349696,1968183296,1351833600,95953,3668
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,1,571.882034,616349696,1968183296,1351833600,95953,3668
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,2,571.005353,616349696,1968183296,1351833600,95953,3668
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,3,572.400631,616349696,1968183296,1351833600,95953,3668
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,4,571.921621,616349696,1968183296,1351833600,95953,3668
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,5,571.051082,616349696,1968183296,1351833600,95953,3668
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,6,572.471747,616349696,1968183296,1351833600,95953,3668
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,7,571.5474,616349696,1968183296,1351833600,95953,3668
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,8,572.6542,616349696,1968183296,1351833600,95953,3668
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,9,571.578315,616349696,1968183296,1351833600,95953,3668
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,0,521.054089,611460608,1817657344,1206196736,84439,2686
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,1,522.670594,611460608,1817657344,1206196736,84439,2686
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,2,521.692501,611460608,1817657344,1206196736,84439,2686
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,3,523.165036,611460608,1817657344,1206196736,84439,2686
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,4,522.997567,611460608,1817657344,1206196736,84439,2686
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,5,522.108993,611460608,1817657344,1206196736,84439,2686
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,6,522.039627,611460608,1817657344,1206196736,84439,2686
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,7,524.588152,611460608,1817657344,1206196736,84439,2686
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,8,524.653128,611460608,1817657344,1206196736,84439,2686
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,4,9,521.494697,611460608,1817657344,1206196736,84439,2686
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,0,526.478803,612374528,1817820160,1205445632,83265,2603
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,1,526.933249,612374528,1817820160,1205445632,83265,2603
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,2,526.042207,612374528,1817820160,1205445632,83265,2603
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,3,527.47882,612374528,1817820160,1205445632,83265,2603
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,4,527.897025,612374528,1817820160,1205445632,83265,2603
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,5,528.359046,612374528,1817820160,1205445632,83265,2603
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,6,526.656092,612374528,1817820160,1205445632,83265,2603
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,7,526.415942,612374528,1817820160,1205445632,83265,2603
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,8,527.511747,612374528,1817820160,1205445632,83265,2603
C2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,5,9,526.859442,612374528,1817820160,1205445632,83265,2603
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,0,717.530137,623265792,2469559296,1846293504,132307,5273
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,1,718.579447,623265792,2469559296,1846293504,132307,5273
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,2,717.547777,623265792,2469559296,1846293504,132307,5273
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,3,717.112064,623265792,2469559296,1846293504,132307,5273
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,4,716.684015,623265792,2469559296,1846293504,132307,5273
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,5,717.002459,623265792,2469559296,1846293504,132307,5273
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,6,716.659575,623265792,2469559296,1846293504,132307,5273
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,7,718.248955,623265792,2469559296,1846293504,132307,5273
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,8,718.553829,623265792,2469559296,1846293504,132307,5273
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,2,9,718.143459,623265792,2469559296,1846293504,132307,5273
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,0,736.496681,625838080,2529950720,1904112640,137183,6243
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,1,736.097299,625838080,2529950720,1904112640,137183,6243
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,2,736.161989,625838080,2529950720,1904112640,137183,6243
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,3,737.353578,625838080,2529950720,1904112640,137183,6243
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,4,735.391956,625838080,2529950720,1904112640,137183,6243
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,5,736.747931,625838080,2529950720,1904112640,137183,6243
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,6,737.945163,625838080,2529950720,1904112640,137183,6243
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,7,738.730925,625838080,2529950720,1904112640,137183,6243
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,8,736.551342,625838080,2529950720,1904112640,137183,6243
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,3,9,736.118913,625838080,2529950720,1904112640,137183,6243
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,0,566.631162,615022080,1934788608,1319766528,95061,4589
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,1,565.956526,615022080,1934788608,1319766528,95061,4589
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,2,565.714296,615022080,1934788608,1319766528,95061,4589
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,3,565.725936,615022080,1934788608,1319766528,95061,4589
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,4,566.305308,615022080,1934788608,1319766528,95061,4589
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,5,566.029857,615022080,1934788608,1319766528,95061,4589
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,6,566.995804,615022080,1934788608,1319766528,95061,4589
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,7,566.47143,615022080,1934788608,1319766528,95061,4589
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,8,568.168445,615022080,1934788608,1319766528,95061,4589
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,4,9,566.581031,615022080,1934788608,1319766528,95061,4589
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,0,354.860434,603851776,1157771264,553919488,43818,3158
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,1,355.29946,603851776,1157771264,553919488,43818,3158
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,2,355.46687,603851776,1157771264,553919488,43818,3158
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,3,355.093234,603851776,1157771264,553919488,43818,3158
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,4,355.085274,603851776,1157771264,553919488,43818,3158
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,5,355.421852,603851776,1157771264,553919488,43818,3158
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,6,357.800616,603851776,1157771264,553919488,43818,3158
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,7,356.948063,603851776,1157771264,553919488,43818,3158
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,8,355.001162,603851776,1157771264,553919488,43818,3158
C2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,canonical,5,9,355.154955,603851776,1157771264,553919488,43818,3158
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,2,0,444.706686,607471104,1516016128,908545024,65164,1957
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,2,1,443.935487,607471104,1516016128,908545024,65164,1957
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,2,2,443.61369,607471104,1516016128,908545024,65164,1957
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,2,3,444.175831,607471104,1516016128,908545024,65164,1957
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,2,4,444.509131,607471104,1516016128,908545024,65164,1957
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,2,5,444.305707,607471104,1516016128,908545024,65164,1957
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,2,6,443.960964,607471104,1516016128,908545024,65164,1957
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,2,7,443.87232,607471104,1516016128,908545024,65164,1957
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,2,8,444.921307,607471104,1516016128,908545024,65164,1957
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,2,9,444.217674,607471104,1516016128,908545024,65164,1957
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,0,546.713933,612425728,1913056256,1300630528,92769,3008
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,1,546.860651,612425728,1913056256,1300630528,92769,3008
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,2,546.018416,612425728,1913056256,1300630528,92769,3008
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,3,546.617384,612425728,1913056256,1300630528,92769,3008
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,4,546.354222,612425728,1913056256,1300630528,92769,3008
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,5,547.294865,612425728,1913056256,1300630528,92769,3008
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,6,546.452585,612425728,1913056256,1300630528,92769,3008
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,7,547.464891,612425728,1913056256,1300630528,92769,3008
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,8,547.697439,612425728,1913056256,1300630528,92769,3008
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,3,9,546.78281,612425728,1913056256,1300630528,92769,3008
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,0,623.122461,618501632,2175321600,1556819968,111735,3728
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,1,624.747722,618501632,2175321600,1556819968,111735,3728
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,2,625.683388,618501632,2175321600,1556819968,111735,3728
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,3,624.299082,618501632,2175321600,1556819968,111735,3728
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,4,623.309688,618501632,2175321600,1556819968,111735,3728
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,5,624.452172,618501632,2175321600,1556819968,111735,3728
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,6,624.696369,618501632,2175321600,1556819968,111735,3728
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,7,624.316657,618501632,2175321600,1556819968,111735,3728
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,8,624.166523,618501632,2175321600,1556819968,111735,3728
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,4,9,625.387191,618501632,2175321600,1556819968,111735,3728
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,0,773.808264,626404864,2720964096,2094559232,150718,4814
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,1,775.410199,626404864,2720964096,2094559232,150718,4814
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,2,774.947252,626404864,2720964096,2094559232,150718,4814
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,3,775.127725,626404864,2720964096,2094559232,150718,4814
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,4,774.838299,626404864,2720964096,2094559232,150718,4814
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,5,775.994088,626404864,2720964096,2094559232,150718,4814
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,6,777.244284,626404864,2720964096,2094559232,150718,4814
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,7,774.930224,626404864,2720964096,2094559232,150718,4814
