model,reference_scene_id,master_sequence_id,order_id,T,repeat,latency_ms,start_allocated_bytes,peak_allocated_bytes,incremental_peak_allocated_bytes,window_voxel_points,window_segments
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,8,775.362704,626404864,2720964096,2094559232,150718,4814
FH-adapt,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,canonical,5,9,775.319654,626404864,2720964096,2094559232,150718,4814
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,0,512.938558,612927488,1823667712,1210740224,85754,2692
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,1,512.265863,612927488,1823667712,1210740224,85754,2692
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,2,512.051176,612927488,1823667712,1210740224,85754,2692
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,3,512.403961,612927488,1823667712,1210740224,85754,2692
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,4,512.213544,612927488,1823667712,1210740224,85754,2692
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,5,512.145366,612927488,1823667712,1210740224,85754,2692
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,6,513.543853,612927488,1823667712,1210740224,85754,2692
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,7,511.411005,612927488,1823667712,1210740224,85754,2692
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,8,512.20555,612927488,1823667712,1210740224,85754,2692
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,2,9,512.014455,612927488,1823667712,1210740224,85754,2692
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,3,0,694.720831,623162368,2471559168,1848396800,131573,4312
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,3,1,696.181444,623162368,2471559168,1848396800,131573,4312
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,3,2,696.877686,623162368,2471559168,1848396800,131573,4312
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,3,3,695.534793,623162368,2471559168,1848396800,131573,4312
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,3,4,695.442398,623162368,2471559168,1848396800,131573,4312
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,3,5,696.029825,623162368,2471559168,1848396800,131573,4312
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,3,6,695.596066,623162368,2471559168,1848396800,131573,4312
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,3,7,695.299885,623162368,2471559168,1848396800,131573,4312
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,3,8,697.65272,623162368,2471559168,1848396800,131573,4312
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,3,9,695.887007,623162368,2471559168,1848396800,131573,4312
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,4,0,742.441601,625734144,2635633664,2009899520,142835,4699
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,4,1,741.792314,625734144,2635633664,2009899520,142835,4699
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,4,2,742.041886,625734144,2635633664,2009899520,142835,4699
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,4,3,743.522721,625734144,2635633664,2009899520,142835,4699
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,4,4,741.573682,625734144,2635633664,2009899520,142835,4699
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,4,5,742.023971,625734144,2635633664,2009899520,142835,4699
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,4,6,741.654353,625734144,2635633664,2009899520,142835,4699
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,4,7,742.799782,625734144,2635633664,2009899520,142835,4699
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,4,8,741.905132,625734144,2635633664,2009899520,142835,4699
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,4,9,742.486425,625734144,2635633664,2009899520,142835,4699
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,5,0,847.173987,630727680,2991033856,2360306176,168113,5626
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,5,1,846.213285,630727680,2991033856,2360306176,168113,5626
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,5,2,846.388336,630727680,2991033856,2360306176,168113,5626
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,5,3,848.574525,630727680,2991033856,2360306176,168113,5626
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,5,4,847.287396,630727680,2991033856,2360306176,168113,5626
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,5,5,845.864773,630727680,2991033856,2360306176,168113,5626
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,5,6,845.809672,630727680,2991033856,2360306176,168113,5626
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,5,7,847.009536,630727680,2991033856,2360306176,168113,5626
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,5,8,846.681418,630727680,2991033856,2360306176,168113,5626
FH-adapt,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,canonical,5,9,845.184488,630727680,2991033856,2360306176,168113,5626
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,2,0,686.021582,621828096,2400698368,1778870272,128276,5592
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,2,1,684.063003,621828096,2400698368,1778870272,128276,5592
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,2,2,685.461133,621828096,2400698368,1778870272,128276,5592
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,2,3,685.484567,621828096,2400698368,1778870272,128276,5592
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,2,4,685.990859,621828096,2400698368,1778870272,128276,5592
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,2,5,684.15674,621828096,2400698368,1778870272,128276,5592
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,2,6,684.560624,621828096,2400698368,1778870272,128276,5592
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,2,7,684.590251,621828096,2400698368,1778870272,128276,5592
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,2,8,684.918205,621828096,2400698368,1778870272,128276,5592
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,2,9,684.643862,621828096,2400698368,1778870272,128276,5592
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,3,0,916.198061,633521152,3190935040,2557413888,185214,8141
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,3,1,915.799866,633521152,3190935040,2557413888,185214,8141
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,3,2,915.68169,633521152,3190935040,2557413888,185214,8141
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,3,3,917.560574,633521152,3190935040,2557413888,185214,8141
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,3,4,915.61334,633521152,3190935040,2557413888,185214,8141
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,3,5,915.994159,633521152,3190935040,2557413888,185214,8141
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,3,6,917.450195,633521152,3190935040,2557413888,185214,8141
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,3,7,916.370478,633521152,3190935040,2557413888,185214,8141
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,3,8,915.098234,633521152,3190935040,2557413888,185214,8141
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,3,9,916.540115,633521152,3190935040,2557413888,185214,8141
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,4,0,1095.023377,644794880,3820620800,3175825920,229519,9808
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,4,1,1093.281424,644794880,3820620800,3175825920,229519,9808
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,4,2,1094.611433,644794880,3820620800,3175825920,229519,9808
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,4,3,1096.134268,644794880,3820620800,3175825920,229519,9808
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,4,4,1094.080009,644794880,3820620800,3175825920,229519,9808
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,4,5,1094.097124,644794880,3820620800,3175825920,229519,9808
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,4,6,1094.627494,644794880,3820620800,3175825920,229519,9808
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,4,7,1094.84855,644794880,3820620800,3175825920,229519,9808
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,4,8,1094.20994,644794880,3820620800,3175825920,229519,9808
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,4,9,1092.944009,644794880,3820620800,3175825920,229519,9808
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,5,0,1454.185234,663411712,5000323072,4336911360,315300,14479
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,5,1,1452.652342,663411712,5000323072,4336911360,315300,14479
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,5,2,1452.648495,663411712,5000323072,4336911360,315300,14479
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,5,3,1453.610638,663411712,5000323072,4336911360,315300,14479
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,5,4,1453.710438,663411712,5000323072,4336911360,315300,14479
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,5,5,1453.683971,663411712,5000323072,4336911360,315300,14479
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,5,6,1453.20105,663411712,5000323072,4336911360,315300,14479
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,5,7,1452.940437,663411712,5000323072,4336911360,315300,14479
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,5,8,1453.339519,663411712,5000323072,4336911360,315300,14479
FH-adapt,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,5,9,1453.077223,663411712,5000323072,4336911360,315300,14479
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,2,0,486.197633,610274816,1732956160,1122681344,81299,2187
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,2,1,486.435613,610274816,1732956160,1122681344,81299,2187
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,2,2,486.236433,610274816,1732956160,1122681344,81299,2187
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,2,3,487.937569,610274816,1732956160,1122681344,81299,2187
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,2,4,485.311118,610274816,1732956160,1122681344,81299,2187
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,2,5,485.718044,610274816,1732956160,1122681344,81299,2187
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,2,6,486.576396,610274816,1732956160,1122681344,81299,2187
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,2,7,485.943106,610274816,1732956160,1122681344,81299,2187
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,2,8,485.674383,610274816,1732956160,1122681344,81299,2187
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,2,9,486.497704,610274816,1732956160,1122681344,81299,2187
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,3,0,642.215733,618374144,2304028160,1685654016,121667,3297
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,3,1,641.650283,618374144,2304028160,1685654016,121667,3297
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,3,2,641.546036,618374144,2304028160,1685654016,121667,3297
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,3,3,640.96196,618374144,2304028160,1685654016,121667,3297
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,3,4,641.824452,618374144,2304028160,1685654016,121667,3297
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,3,5,641.90817,618374144,2304028160,1685654016,121667,3297
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,3,6,642.837913,618374144,2304028160,1685654016,121667,3297
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,3,7,641.725076,618374144,2304028160,1685654016,121667,3297
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,3,8,642.080874,618374144,2304028160,1685654016,121667,3297
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,3,9,641.816827,618374144,2304028160,1685654016,121667,3297
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,0,756.014467,626776064,2721506304,2094730240,150962,4167
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,1,756.838686,626776064,2721506304,2094730240,150962,4167
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,2,757.360765,626776064,2721506304,2094730240,150962,4167
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,3,757.173533,626776064,2721506304,2094730240,150962,4167
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,4,756.955127,626776064,2721506304,2094730240,150962,4167
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,5,756.671168,626776064,2721506304,2094730240,150962,4167
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,6,756.213945,626776064,2721506304,2094730240,150962,4167
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,7,757.503589,626776064,2721506304,2094730240,150962,4167
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,8,757.69013,626776064,2721506304,2094730240,150962,4167
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,4,9,757.743229,626776064,2721506304,2094730240,150962,4167
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,0,929.874353,634681344,3321283584,2686602240,194182,5728
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,1,931.154766,634681344,3321283584,2686602240,194182,5728
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,2,931.71025,634681344,3321283584,2686602240,194182,5728
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,3,931.924783,634681344,3321283584,2686602240,194182,5728
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,4,931.477628,634681344,3321283584,2686602240,194182,5728
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,5,929.872222,634681344,3321283584,2686602240,194182,5728
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,6,931.203328,634681344,3321283584,2686602240,194182,5728
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,7,930.730163,634681344,3321283584,2686602240,194182,5728
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,8,930.570446,634681344,3321283584,2686602240,194182,5728
FH-adapt,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,canonical,5,9,930.809919,634681344,3321283584,2686602240,194182,5728
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,0,723.395042,625191424,2543766528,1918575104,135435,4689
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,1,723.055147,625191424,2543766528,1918575104,135435,4689
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,2,723.141809,625191424,2543766528,1918575104,135435,4689
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,3,723.468091,625191424,2543766528,1918575104,135435,4689
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,4,723.743226,625191424,2543766528,1918575104,135435,4689
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,5,724.253773,625191424,2543766528,1918575104,135435,4689
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,6,722.87491,625191424,2543766528,1918575104,135435,4689
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,7,726.225277,625191424,2543766528,1918575104,135435,4689
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,8,723.666155,625191424,2543766528,1918575104,135435,4689
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,2,9,724.09139,625191424,2543766528,1918575104,135435,4689
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,0,865.656978,630541824,3017677824,2387136000,168968,5840
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,1,867.417989,630541824,3017677824,2387136000,168968,5840
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,2,867.646645,630541824,3017677824,2387136000,168968,5840
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,3,866.978101,630541824,3017677824,2387136000,168968,5840
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,4,866.091055,630541824,3017677824,2387136000,168968,5840
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,5,867.720286,630541824,3017677824,2387136000,168968,5840
FH-adapt,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,canonical,3,6,868.298492,630541824,3017677824,2387136000,168968,5840
