model,seed,t_mAP,t_mAP50,t_mAP25,overall_mAP,stage1_mAP,stage2_mAP,SpatialStageMean,paired_spatial_delta,checkpoint_sha256
frozen_concerto_reimplementation,45,0.29230308532714844,0.4707374572753906,0.6036183834075928,0.3762231171131134,0.425308495759964,0.4372425675392151,0.43127553164958954,0.0,85ed1aba60320cd19798536b71b91dbc156b7ea60f838832bc0bbbdba131546e
frozen_concerto_reimplementation,46,0.27339860796928406,0.44220438599586487,0.5772802829742432,0.3646540641784668,0.4164210259914398,0.4282348155975342,0.422327920794487,0.0,85ed1aba60320cd19798536b71b91dbc156b7ea60f838832bc0bbbdba131546e
frozen_concerto_reimplementation,47,0.2830008566379547,0.45313337445259094,0.5914425849914551,0.36850374937057495,0.41924235224723816,0.4263458251953125,0.42279408872127533,0.0,85ed1aba60320cd19798536b71b91dbc156b7ea60f838832bc0bbbdba131546e
strong_local_full_A1,45,0.29256412386894226,0.4866863489151001,0.5989910960197449,0.36926019191741943,0.4263949990272522,0.4278635084629059,0.42712925374507904,-0.004146277904510498,0bf2476a6fc53768f97aad7e14a4ac8779661f302725325993d5b37442a7864f
strong_local_full_A1,46,0.30483704805374146,0.4920535683631897,0.621323823928833,0.38340461254119873,0.44357025623321533,0.44186264276504517,0.44271644949913025,0.02038852870464325,0bf2476a6fc53768f97aad7e14a4ac8779661f302725325993d5b37442a7864f
strong_local_full_A1,47,0.29875269532203674,0.477510929107666,0.6010715365409851,0.3694656789302826,0.42872798442840576,0.45116668939590454,0.43994733691215515,0.017153248190879822,0bf2476a6fc53768f97aad7e14a4ac8779661f302725325993d5b37442a7864f
