model,seed_count,t_mAP_mean,t_mAP_std,t_mAP50_mean,t_mAP50_std,t_mAP25_mean,t_mAP25_std,overall_mAP_mean,overall_mAP_std,stage1_mAP_mean,stage1_mAP_std,stage2_mAP_mean,stage2_mAP_std,SpatialStageMean_mean,SpatialStageMean_std,paired_spatial_delta_mean
frozen_concerto_reimplementation,3,0.2829008499781291,0.00945263545486172,0.4553584059079488,0.014396079775189611,0.5907804171244303,0.01318153000688436,0.3697936435540517,0.005891401930320932,0.4203239579995473,0.004541385578672986,0.43060773611068726,0.005823041494670711,0.4254658470551173,0.005036730531746528,0.0
strong_local_full_A1,3,0.29871795574824017,0.006136535841983482,0.4854169487953186,0.007353952789293018,0.6071288188298544,0.012337166834838037,0.3740434944629669,0.008107617096537224,0.43289774656295776,0.009315983695606433,0.4402976135412852,0.011730155487138058,0.43659768005212146,0.008315967693465143,0.01113183299700419
