population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,T,policy,reducer,relative_t_mAP_retention,t2_t_mAP,t_mAP,reference_count,master_count
development_common_h5_canonical,W-BASE,e85c0e34ffdbb7361741d163c6d1962cbce88f954388cde0e533d1657e91af05,45,45,2,commit0,mean,1.0,0.007504655979573727,0.007504655979573727,8,47
development_common_h5_canonical,W-BASE,e85c0e34ffdbb7361741d163c6d1962cbce88f954388cde0e533d1657e91af05,45,45,3,commit0,mean,1.0105135688316162,0.007504655979573727,0.007583556696772575,8,47
development_common_h5_canonical,W-BASE,e85c0e34ffdbb7361741d163c6d1962cbce88f954388cde0e533d1657e91af05,45,45,4,commit0,mean,0.9679673638689595,0.007504655979573727,0.007264262065291405,8,47
development_common_h5_canonical,W-BASE,e85c0e34ffdbb7361741d163c6d1962cbce88f954388cde0e533d1657e91af05,45,45,5,commit0,mean,1.0433486310543862,0.007504655979573727,0.007829972542822361,8,47
development_common_h5_canonical,W-BASE,e85c0e34ffdbb7361741d163c6d1962cbce88f954388cde0e533d1657e91af05,45,45,2,lag1,latest,1.0,0.5323913097381592,0.5323913097381592,8,47
development_common_h5_canonical,W-BASE,e85c0e34ffdbb7361741d163c6d1962cbce88f954388cde0e533d1657e91af05,45,45,3,lag1,latest,0.7752037495560926,0.5323913097381592,0.4127117395401001,8,47
development_common_h5_canonical,W-BASE,e85c0e34ffdbb7361741d163c6d1962cbce88f954388cde0e533d1657e91af05,45,45,4,lag1,latest,0.6354821471994541,0.5323913097381592,0.338325172662735,8,47
development_common_h5_canonical,W-BASE,e85c0e34ffdbb7361741d163c6d1962cbce88f954388cde0e533d1657e91af05,45,45,5,lag1,latest,0.5593654151278251,0.5323913097381592,0.29780128598213196,8,47
development_common_h5_canonical,W-BASE,e85c0e34ffdbb7361741d163c6d1962cbce88f954388cde0e533d1657e91af05,45,45,2,lag1,max,1.0,0.5323913097381592,0.5323913097381592,8,47
development_common_h5_canonical,W-BASE,e85c0e34ffdbb7361741d163c6d1962cbce88f954388cde0e533d1657e91af05,45,45,3,lag1,max,0.7885111739261472,0.5323913097381592,0.41979649662971497,8,47
development_common_h5_canonical,W-BASE,e85c0e34ffdbb7361741d163c6d1962cbce88f954388cde0e533d1657e91af05,45,45,4,lag1,max,0.6496262221726629,0.5323913097381592,0.34585535526275635,8,47
development_common_h5_canonical,W-BASE,e85c0e34ffdbb7361741d163c6d1962cbce88f954388cde0e533d1657e91af05,45,45,5,lag1,max,0.5707681242949542,0.5323913097381592,0.3038719892501831,8,47
development_common_h5_canonical,W-BASE,e85c0e34ffdbb7361741d163c6d1962cbce88f954388cde0e533d1657e91af05,45,45,2,lag1,mean,1.0,0.5323913097381592,0.5323913097381592,8,47
development_common_h5_canonical,W-BASE,e85c0e34ffdbb7361741d163c6d1962cbce88f954388cde0e533d1657e91af05,45,45,3,lag1,mean,0.7845500984992909,0.5323913097381592,0.41768765449523926,8,47
development_common_h5_canonical,W-BASE,e85c0e34ffdbb7361741d163c6d1962cbce88f954388cde0e533d1657e91af05,45,45,4,lag1,mean,0.6497238482031661,0.5323913097381592,0.3459073305130005,8,47
development_common_h5_canonical,W-BASE,e85c0e34ffdbb7361741d163c6d1962cbce88f954388cde0e533d1657e91af05,45,45,5,lag1,mean,0.5824108121276608,0.5323913097381592,0.3100704550743103,8,47
