population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,visual_content_control,T,policy,reducer,relative_t_mAP_retention,t2_t_mAP,t_mAP,reference_count,master_count,order_count
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,2,commit0,mean,1.0,0.05567685514688492,0.05567685514688492,6,43,129
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,3,commit0,mean,0.4163616725196549,0.05567685514688492,0.02318170852959156,6,43,129
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,4,commit0,mean,0.17151518148233444,0.05567685514688492,0.009549425914883614,6,43,129
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,5,commit0,mean,0.08482230974085958,0.05567685514688492,0.004722639452666044,6,43,129
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,2,lag1,mean,1.0,0.20803871750831604,0.20803871750831604,6,43,129
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,3,lag1,mean,0.40982406866094007,0.20803871750831604,0.08525927364826202,6,43,129
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,4,lag1,mean,0.15760039472132922,0.20803871750831604,0.032786983996629715,6,43,129
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,45,45,native,5,lag1,mean,0.05933108422588764,0.20803871750831604,0.012343162670731544,6,43,129
