population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,visual_content_control,T,episode_count,identity_linker,policy,correct_recoveries,deployment_id_switches,fragmentation_count,fragmentation_opportunities,gap_opportunities,identity_transition_opportunities,merge_count,merge_opportunities,recovery_attempts,fragmentation_rate,gap_recovery_accuracy,gap_recovery_attempt_coverage,gap_recovery_recall,merge_rate,normalized_id_switch_rate,reference_count,master_count
development_common_h5_canonical,FH-CONT,8299d5ede23aaf0c1d238dc9365ac5626d27c4eecaf09ad806225d10424edba5,45,45,native,2,47,lag1-route-then-class-iou-v1,lag1,0,121,121,311,0,311,0,190,0,0.3890675241157556,N/A,N/A,N/A,0.0,0.3890675241157556,8,47
development_common_h5_canonical,FH-CONT,8299d5ede23aaf0c1d238dc9365ac5626d27c4eecaf09ad806225d10424edba5,45,45,native,3,47,lag1-route-then-class-iou-v1,lag1,0,244,239,646,11,626,0,407,7,0.369969040247678,0.0,0.6363636363636364,0.0,0.0,0.38977635782747605,8,47
development_common_h5_canonical,FH-CONT,8299d5ede23aaf0c1d238dc9365ac5626d27c4eecaf09ad806225d10424edba5,45,45,native,4,47,lag1-route-then-class-iou-v1,lag1,1,371,362,986,28,938,1,625,20,0.3671399594320487,0.05,0.7142857142857143,0.03571428571428571,0.0016,0.39552238805970147,8,47
development_common_h5_canonical,FH-CONT,8299d5ede23aaf0c1d238dc9365ac5626d27c4eecaf09ad806225d10424edba5,45,45,native,5,47,lag1-route-then-class-iou-v1,lag1,2,495,486,1330,45,1252,1,845,34,0.36541353383458647,0.058823529411764705,0.7555555555555555,0.044444444444444446,0.001183431952662722,0.3953674121405751,8,47
