variant,checkpoint_global_step,checkpoint_sha256,reducer,t_mAP_T2,t_mAP_T3,t_mAP_T4,t_mAP_T5,minimum_t_mAP,mean_t_mAP,selected_update
C1,0,30bd7c9defcfa6c7f5109c2478e897e69bf3481b23c34574c3af68fcf63af7b8,mean,0.4934760630130768,0.38139110803604126,0.3635488748550415,0.33748573064804077,0.33748573064804077,0.3939754441380501,False
C1,100,44afc0faa72d9e4215b8c27b1d6f0b15a94dd5e9d63da34add9a4868e7f6da0d,mean,0.5062917470932007,0.3966674208641052,0.3562644124031067,0.33055493235588074,0.33055493235588074,0.39744462817907333,True
C1,200,889a14367cb8f505276ea780debdeb1bef4c3c6a6ee70c95e775f2b13d1a5af1,mean,0.5064213275909424,0.3802976906299591,0.3472328782081604,0.3177340030670166,0.3177340030670166,0.3879214748740196,False
C1,300,99aa6da5d9750546c8dd73b079a0a43cc77b51fc642990a64d297e72644c5f98,mean,0.5051913261413574,0.3912321627140045,0.35614216327667236,0.3263079822063446,0.3263079822063446,0.3947184085845947,False
C1,400,b186bb45114fb2a2cbfdbb4cc05b7459a354738fdf2458506486b28f00a1f948,mean,0.5035742521286011,0.3848840892314911,0.35447990894317627,0.32479891180992126,0.32479891180992126,0.3919342905282974,False
