population_id,data_role,reference_count,logical_unit_count,method,config_id,source_commit,R1_SHA,head_SHA,producer_id,policy,mask_selector,score_mode,K,reference,master,order,T,t_mAP,t_mAP50,t_mAP25,t_REC,prefix_overall_mAP,raw_current_AP,published_current_AP,deployment_id_switches,identity_transition_opportunities,fragmentation_count,fragmentation_opportunities,merge_count,merge_opportunities,gap_opportunities,recovery_attempts,correct_recoveries,normalized_id_switch_rate,fragmentation_rate,merge_rate,wrong_reactivations,wrong_reactivation_rate,gap_recovery_accuracy,gap_recovery_recall,status,reason
development,PROTOCOL-B,1,15,A0-U-default,A0-U-tau-0.666666666667,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,280d8ebb-6cc6-2788-9153-98959a2da801,all,all,2,0.40429261326789856,0.6314080953598022,0.7159168720245361,0.5007708072662354,0.5540051460266113,,0.6338595747947693,71,133,71,133,3,65,0,0,0,0.5338345864661654,0.5338345864661654,0.046153846153846156,0,,,,MEASURED,
development,PROTOCOL-B,1,15,A0-U-default,A0-U-tau-0.666666666667,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,280d8ebb-6cc6-2788-9153-98959a2da801,all,all,3,0.3398585319519043,0.5699374079704285,0.6640610098838806,0.43725019693374634,0.4815887212753296,,0.6151344776153564,118,270,124,282,9,167,10,2,0,0.43703703703703706,0.4397163120567376,0.05389221556886228,2,1.0,0.0,0.0,MEASURED,
development,PROTOCOL-B,1,15,A0-U-default,A0-U-tau-0.666666666667,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,280d8ebb-6cc6-2788-9153-98959a2da801,all,all,4,0.2761398255825043,0.4509834051132202,0.571555495262146,0.35435184836387634,0.4215341806411743,,0.5821055173873901,173,396,174,436,16,278,65,29,15,0.43686868686868685,0.39908256880733944,0.05755395683453238,14,0.4827586206896552,0.5172413793103449,0.23076923076923078,MEASURED,
development,PROTOCOL-B,1,15,A0-U-default,A0-U-tau-0.666666666667,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,280d8ebb-6cc6-2788-9153-98959a2da801,all,all,5,0.231586292386055,0.404388964176178,0.5224620699882507,0.3223148286342621,0.38118815422058105,,0.49915245175361633,235,519,234,591,21,378,89,41,23,0.4527938342967245,0.39593908629441626,0.05555555555555555,18,0.43902439024390244,0.5609756097560976,0.25842696629213485,MEASURED,
development,PROTOCOL-B,1,15,A1-default,A1-theta-0.65,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,280d8ebb-6cc6-2788-9153-98959a2da801,all,all,2,0.40429261326789856,0.6314080953598022,0.7159168720245361,0.5007708072662354,0.5540051460266113,,0.6338595747947693,70,133,70,133,3,66,0,0,0,0.5263157894736842,0.5263157894736842,0.045454545454545456,0,,,,MEASURED,
development,PROTOCOL-B,1,15,A1-default,A1-theta-0.65,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,280d8ebb-6cc6-2788-9153-98959a2da801,all,all,3,0.3546191453933716,0.5890341997146606,0.6728308796882629,0.4369930028915405,0.4954254925251007,,0.6203774213790894,117,270,124,282,9,167,10,2,0,0.43333333333333335,0.4397163120567376,0.05389221556886228,2,1.0,0.0,0.0,MEASURED,
development,PROTOCOL-B,1,15,A1-default,A1-theta-0.65,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,280d8ebb-6cc6-2788-9153-98959a2da801,all,all,4,0.3046862781047821,0.487224817276001,0.6050572395324707,0.3712500333786011,0.44634661078453064,,0.5848987102508545,172,396,171,436,16,281,65,29,20,0.43434343434343436,0.3922018348623853,0.05693950177935943,9,0.3103448275862069,0.6896551724137931,0.3076923076923077,MEASURED,
development,PROTOCOL-B,1,15,A1-default,A1-theta-0.65,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,280d8ebb-6cc6-2788-9153-98959a2da801,all,all,5,0.27406707406044006,0.45733642578125,0.5829258561134338,0.34800928831100464,0.42367038130760193,,0.5005730390548706,239,519,242,591,20,369,89,41,27,0.4605009633911368,0.40947546531302875,0.05420054200542006,14,0.34146341463414637,0.6585365853658537,0.30337078651685395,MEASURED,
development,PROTOCOL-B,1,15,D0,D0,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,5630cfcf-12bf-2860-8784-83d28a611a83,all,all,2,0.299251914024353,0.3780520260334015,0.7268139719963074,0.4113960266113281,0.35728520154953003,,0.4347100853919983,54,90,54,90,0,36,0,0,0,0.6,0.6,0.0,0,,,,MEASURED,
development,PROTOCOL-B,1,15,D0,D0,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,5630cfcf-12bf-2860-8784-83d28a611a83,all,all,3,0.19761759042739868,0.28955984115600586,0.6739016175270081,0.3168724477291107,0.34305718541145325,,0.424489289522171,97,181,96,189,0,93,0,0,0,0.5359116022099447,0.5079365079365079,0.0,0,,,,MEASURED,
development,PROTOCOL-B,1,15,D0,D0,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,5630cfcf-12bf-2860-8784-83d28a611a83,all,all,4,0.1878473460674286,0.22210882604122162,0.6652414798736572,0.2518518567085266,0.35228589177131653,,0.34632429480552673,144,269,139,285,0,146,2,2,1,0.5353159851301115,0.48771929824561405,0.0,1,0.5,0.5,0.5,MEASURED,
development,PROTOCOL-B,1,15,D0,D0,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,5630cfcf-12bf-2860-8784-83d28a611a83,all,all,5,0.18437568843364716,0.22394853830337524,0.6508926153182983,0.21810698509216309,0.3665793538093567,,0.45957815647125244,191,352,188,392,0,204,9,9,2,0.5426136363636364,0.47959183673469385,0.0,7,0.7777777777777778,0.2222222222222222,0.2222222222222222,MEASURED,
development,PROTOCOL-B,1,15,A0-U-default,A0-U-tau-0.666666666667,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,5630cfcf-12bf-2860-8784-83d28a611a83,all,all,2,0.299251914024353,0.3780520260334015,0.7268139719963074,0.4113960266113281,0.35728520154953003,,0.4347100853919983,47,90,47,90,0,43,0,0,0,0.5222222222222223,0.5222222222222223,0.0,0,,,,MEASURED,
development,PROTOCOL-B,1,15,A0-U-default,A0-U-tau-0.666666666667,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,5630cfcf-12bf-2860-8784-83d28a611a83,all,all,3,0.21956177055835724,0.31506040692329407,0.6816747784614563,0.327160507440567,0.35351499915122986,,0.4257376492023468,96,181,94,189,0,95,0,0,0,0.5303867403314917,0.4973544973544973,0.0,0,,,,MEASURED,
development,PROTOCOL-B,1,15,A0-U-default,A0-U-tau-0.666666666667,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,5630cfcf-12bf-2860-8784-83d28a611a83,all,all,4,0.20779186487197876,0.24429389834403992,0.6627625823020935,0.26954731345176697,0.35684776306152344,,0.34856241941452026,143,269,136,285,0,149,2,2,1,0.5315985130111525,0.47719298245614034,0.0,1,0.5,0.5,0.5,MEASURED,
development,PROTOCOL-B,1,15,A0-U-default,A0-U-tau-0.666666666667,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,5630cfcf-12bf-2860-8784-83d28a611a83,all,all,5,0.1937464028596878,0.23313607275485992,0.6446447968482971,0.21440328657627106,0.3759644627571106,,0.47105035185813904,195,352,180,392,0,212,9,9,2,0.5539772727272727,0.45918367346938777,0.0,7,0.7777777777777778,0.2222222222222222,0.2222222222222222,MEASURED,
development,PROTOCOL-B,1,15,A1-default,A1-theta-0.65,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,5630cfcf-12bf-2860-8784-83d28a611a83,all,all,2,0.299251914024353,0.3780520260334015,0.7268139719963074,0.4113960266113281,0.35728520154953003,,0.4347100853919983,41,90,41,90,0,49,0,0,0,0.45555555555555555,0.45555555555555555,0.0,0,,,,MEASURED,
development,PROTOCOL-B,1,15,A1-default,A1-theta-0.65,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,5630cfcf-12bf-2860-8784-83d28a611a83,all,all,3,0.21544480323791504,0.30759045481681824,0.6781502366065979,0.3172839283943176,0.3500351011753082,,0.4280901253223419,91,181,81,189,0,108,0,0,0,0.5027624309392266,0.42857142857142855,0.0,0,,,,MEASURED,
development,PROTOCOL-B,1,15,A1-default,A1-theta-0.65,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,5630cfcf-12bf-2860-8784-83d28a611a83,all,all,4,0.19177573919296265,0.22760725021362305,0.6301159262657166,0.25884774327278137,0.3462856709957123,,0.34732991456985474,137,269,121,285,0,164,2,2,1,0.5092936802973977,0.4245614035087719,0.0,1,0.5,0.5,0.5,MEASURED,
development,PROTOCOL-B,1,15,A1-default,A1-theta-0.65,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,5630cfcf-12bf-2860-8784-83d28a611a83,all,all,5,0.18561096489429474,0.2259145826101303,0.5959501266479492,0.20864197611808777,0.34711048007011414,,0.45218154788017273,190,352,167,392,0,225,9,9,2,0.5397727272727273,0.4260204081632653,0.0,7,0.7777777777777778,0.2222222222222222,0.2222222222222222,MEASURED,
development,PROTOCOL-B,1,15,D0,D0,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,8eabc45f-5af7-2f32-8528-640861d2a135,all,all,2,0.37880611419677734,0.5659270882606506,0.7420138120651245,0.5337458848953247,0.4598749876022339,,0.4829034209251404,39,49,39,49,14,24,0,0,0,0.7959183673469388,0.7959183673469388,0.5833333333333334,0,,,,MEASURED,
development,PROTOCOL-B,1,15,D0,D0,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,8eabc45f-5af7-2f32-8528-640861d2a135,all,all,3,0.23509062826633453,0.36767080426216125,0.5675676465034485,0.4231646656990051,0.3827652037143707,,0.48748573660850525,65,91,82,127,23,68,34,28,13,0.7142857142857143,0.6456692913385826,0.3382352941176471,15,0.5357142857142857,0.4642857142857143,0.38235294117647056,MEASURED,
development,PROTOCOL-B,1,15,D0,D0,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,8eabc45f-5af7-2f32-8528-640861d2a135,all,all,4,0.09275796264410019,0.1887197494506836,0.35518887639045715,0.2973644435405731,0.22522523999214172,,0.46969446539878845,85,128,143,234,38,129,102,83,30,0.6640625,0.6111111111111112,0.29457364341085274,53,0.6385542168674698,0.3614457831325301,0.29411764705882354,MEASURED,
development,PROTOCOL-B,1,15,D0,D0,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,8eabc45f-5af7-2f32-8528-640861d2a135,all,all,5,0.06562809646129608,0.1452644318342209,0.30449724197387695,0.19470232725143433,0.19937007129192352,,0.4083152711391449,115,183,209,370,57,218,195,156,55,0.6284153005464481,0.5648648648648649,0.26146788990825687,101,0.6474358974358975,0.3525641025641026,0.28205128205128205,MEASURED,
development,PROTOCOL-B,1,15,A0-U-default,A0-U-tau-0.666666666667,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,8eabc45f-5af7-2f32-8528-640861d2a135,all,all,2,0.37880611419677734,0.5659270882606506,0.7420138120651245,0.5337458848953247,0.4598749876022339,,0.4829034209251404,38,49,38,49,10,21,0,0,0,0.7755102040816326,0.7755102040816326,0.47619047619047616,0,,,,MEASURED,
development,PROTOCOL-B,1,15,A0-U-default,A0-U-tau-0.666666666667,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,8eabc45f-5af7-2f32-8528-640861d2a135,all,all,3,0.21060234308242798,0.3335866332054138,0.5366672873497009,0.3843849003314972,0.3604362905025482,,0.49639907479286194,64,91,77,127,24,74,34,28,15,0.7032967032967034,0.6062992125984252,0.32432432432432434,13,0.4642857142857143,0.5357142857142857,0.4411764705882353,MEASURED,
development,PROTOCOL-B,1,15,A0-U-default,A0-U-tau-0.666666666667,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,8eabc45f-5af7-2f32-8528-640861d2a135,all,all,4,0.07697227597236633,0.16828195750713348,0.3379254639148712,0.23535336554050446,0.21777671575546265,,0.4531686007976532,83,128,143,234,51,142,102,83,26,0.6484375,0.6111111111111112,0.3591549295774648,57,0.6867469879518072,0.3132530120481928,0.2549019607843137,MEASURED,
development,PROTOCOL-B,1,15,A0-U-default,A0-U-tau-0.666666666667,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,8eabc45f-5af7-2f32-8528-640861d2a135,all,all,5,0.060371723026037216,0.13862799108028412,0.29045361280441284,0.158488467335701,0.20362268388271332,,0.4124661684036255,120,183,222,370,69,217,195,156,46,0.6557377049180327,0.6,0.31797235023041476,110,0.7051282051282052,0.2948717948717949,0.2358974358974359,MEASURED,
development,PROTOCOL-B,1,15,A1-default,A1-theta-0.65,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,8eabc45f-5af7-2f32-8528-640861d2a135,all,all,2,0.37880611419677734,0.5659270882606506,0.7420138120651245,0.5337458848953247,0.4598749876022339,,0.4829034209251404,37,49,37,49,11,23,0,0,0,0.7551020408163265,0.7551020408163265,0.4782608695652174,0,,,,MEASURED,
development,PROTOCOL-B,1,15,A1-default,A1-theta-0.65,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,8eabc45f-5af7-2f32-8528-640861d2a135,all,all,3,0.21599529683589935,0.33822599053382874,0.5391172766685486,0.3828718364238739,0.36256909370422363,,0.4962348937988281,63,91,77,127,25,75,34,28,15,0.6923076923076923,0.6062992125984252,0.3333333333333333,13,0.4642857142857143,0.5357142857142857,0.4411764705882353,MEASURED,
development,PROTOCOL-B,1,15,A1-default,A1-theta-0.65,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,8eabc45f-5af7-2f32-8528-640861d2a135,all,all,4,0.08866751939058304,0.17497745156288147,0.34473568201065063,0.25994330644607544,0.22207753360271454,,0.4545380175113678,82,128,144,234,51,141,102,83,26,0.640625,0.6153846153846154,0.3617021276595745,57,0.6867469879518072,0.3132530120481928,0.2549019607843137,MEASURED,
development,PROTOCOL-B,1,15,A1-default,A1-theta-0.65,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,8eabc45f-5af7-2f32-8528-640861d2a135,all,all,5,0.059345535933971405,0.12545530498027802,0.25662675499916077,0.15826968848705292,0.17348125576972961,,0.41174134612083435,126,183,228,370,68,210,195,156,48,0.6885245901639344,0.6162162162162163,0.3238095238095238,108,0.6923076923076923,0.3076923076923077,0.24615384615384617,MEASURED,
development,PROTOCOL-B,1,18,D0,D0,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,ddc73797-765b-241a-9e2c-097c5989baf6,all,all,2,0.1788819283246994,0.3479178249835968,0.42069846391677856,0.2971830666065216,0.2783607840538025,,0.3202303647994995,48,94,48,94,3,49,0,0,0,0.5106382978723404,0.5106382978723404,0.061224489795918366,0,,,,MEASURED,
development,PROTOCOL-B,1,18,D0,D0,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,ddc73797-765b-241a-9e2c-097c5989baf6,all,all,3,0.09932190924882889,0.2245047688484192,0.29904797673225403,0.1877249777317047,0.2264706790447235,,0.363594651222229,108,205,121,254,5,138,42,19,8,0.526829268292683,0.4763779527559055,0.036231884057971016,11,0.5789473684210527,0.42105263157894735,0.19047619047619047,MEASURED,
development,PROTOCOL-B,1,18,D0,D0,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,ddc73797-765b-241a-9e2c-097c5989baf6,all,all,4,0.07366421818733215,0.153885617852211,0.2449653446674347,0.12547367811203003,0.2470039576292038,,0.3889102339744568,181,358,203,453,9,259,89,37,16,0.505586592178771,0.4481236203090508,0.03474903474903475,21,0.5675675675675675,0.43243243243243246,0.1797752808988764,MEASURED,
development,PROTOCOL-B,1,18,D0,D0,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,ddc73797-765b-241a-9e2c-097c5989baf6,all,all,5,0.031398650258779526,0.07659414410591125,0.16142676770687103,0.07246133685112,0.21458636224269867,,0.34422457218170166,245,509,278,659,12,393,138,58,21,0.481335952848723,0.4218512898330804,0.030534351145038167,37,0.6379310344827587,0.3620689655172414,0.15217391304347827,MEASURED,
development,PROTOCOL-B,1,18,A0-U-default,A0-U-tau-0.666666666667,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,ddc73797-765b-241a-9e2c-097c5989baf6,all,all,2,0.1788819283246994,0.3479178249835968,0.42069846391677856,0.2971830666065216,0.2783607840538025,,0.3202303647994995,53,94,53,94,4,45,0,0,0,0.5638297872340425,0.5638297872340425,0.08888888888888889,0,,,,MEASURED,
development,PROTOCOL-B,1,18,A0-U-default,A0-U-tau-0.666666666667,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,ddc73797-765b-241a-9e2c-097c5989baf6,all,all,3,0.10416930168867111,0.23796319961547852,0.3084074556827545,0.18824951350688934,0.2414945811033249,,0.3745671212673187,112,205,132,254,6,128,42,19,8,0.5463414634146342,0.5196850393700787,0.046875,11,0.5789473684210527,0.42105263157894735,0.19047619047619047,MEASURED,
development,PROTOCOL-B,1,18,A0-U-default,A0-U-tau-0.666666666667,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,ddc73797-765b-241a-9e2c-097c5989baf6,all,all,4,0.07758460193872452,0.1516561657190323,0.227842777967453,0.12672686576843262,0.24499648809432983,,0.38717591762542725,199,358,224,453,10,239,89,37,17,0.5558659217877095,0.49448123620309054,0.04184100418410042,20,0.5405405405405406,0.4594594594594595,0.19101123595505617,MEASURED,
development,PROTOCOL-B,1,18,A0-U-default,A0-U-tau-0.666666666667,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,ddc73797-765b-241a-9e2c-097c5989baf6,all,all,5,0.03219200298190117,0.07269565016031265,0.14694547653198242,0.07073722779750824,0.2079588621854782,,0.34220683574676514,260,509,296,659,22,385,138,58,23,0.5108055009823183,0.44916540212443096,0.05714285714285714,35,0.603448275862069,0.39655172413793105,0.16666666666666666,MEASURED,
development,PROTOCOL-B,1,18,A1-default,A1-theta-0.65,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,ddc73797-765b-241a-9e2c-097c5989baf6,all,all,2,0.1788819283246994,0.3479178249835968,0.42069846391677856,0.2971830666065216,0.2783607840538025,,0.3202303647994995,54,94,54,94,4,44,0,0,0,0.574468085106383,0.574468085106383,0.09090909090909091,0,,,,MEASURED,
development,PROTOCOL-B,1,18,A1-default,A1-theta-0.65,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,ddc73797-765b-241a-9e2c-097c5989baf6,all,all,3,0.10385332256555557,0.23367926478385925,0.3033633828163147,0.1899213045835495,0.24024860560894012,,0.37415269017219543,106,205,126,254,6,134,42,19,8,0.5170731707317073,0.49606299212598426,0.04477611940298507,11,0.5789473684210527,0.42105263157894735,0.19047619047619047,MEASURED,
development,PROTOCOL-B,1,18,A1-default,A1-theta-0.65,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,ddc73797-765b-241a-9e2c-097c5989baf6,all,all,4,0.07344507426023483,0.14580833911895752,0.21889714896678925,0.1269904524087906,0.24233762919902802,,0.3850930631160736,184,358,213,453,11,251,89,37,17,0.5139664804469274,0.47019867549668876,0.043824701195219126,20,0.5405405405405406,0.4594594594594595,0.19101123595505617,MEASURED,
development,PROTOCOL-B,1,18,A1-default,A1-theta-0.65,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,mean,100,ddc73797-765b-241a-9e2c-097c5989baf6,all,all,5,0.02874680981040001,0.06713780760765076,0.13391254842281342,0.06795497983694077,0.1909244954586029,,0.33159318566322327,242,509,288,659,26,397,138,58,22,0.47544204322200395,0.4370257966616085,0.0654911838790932,36,0.6206896551724138,0.3793103448275862,0.15942028985507245,MEASURED,
development,PROTOCOL-B,6,129,frozen-final-candidate,D0,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,SYSTEM_SELECTED_SCORE,100,all,all,all,2,0.24922862648963928,0.42429015040397644,0.5770128965377808,0.41084298491477966,0.3293818533420563,0.3832939863204956,0.3832939863204956,326,637,326,637,25,336,0,0,0,0.5117739403453689,0.5117739403453689,0.0744047619047619,0,,,,MEASURED_FROZEN,selected before Protocol-B scoring
development,PROTOCOL-B,6,129,frozen-final-candidate,D0,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,SYSTEM_SELECTED_SCORE,100,all,all,all,3,0.15534649789333344,0.27921998500823975,0.44855594635009766,0.31026777625083923,0.27506813406944275,0.37418749928474426,0.37554723024368286,639,1283,697,1495,48,846,272,130,61,0.49805144193296963,0.4662207357859532,0.05673758865248227,69,0.5307692307692308,0.46923076923076923,0.22426470588235295,MEASURED_FROZEN,selected before Protocol-B scoring
development,PROTOCOL-B,6,129,frozen-final-candidate,D0,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,SYSTEM_SELECTED_SCORE,100,all,all,all,4,0.09011446684598923,0.15753018856048584,0.31024423241615295,0.2242196649312973,0.2176332324743271,0.3669537901878357,0.36649346351623535,955,1961,1085,2484,84,1483,696,354,163,0.48699643039265683,0.4367954911433172,0.056641942009440324,191,0.53954802259887,0.4604519774011299,0.23419540229885058,MEASURED_FROZEN,selected before Protocol-B scoring
development,PROTOCOL-B,6,129,frozen-final-candidate,D0,96edca52d9d1cab7781bfa2a273baf9fe52b6a7d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,,R1-B4-policy,lag1,M-new,SYSTEM_SELECTED_SCORE,100,all,all,all,5,0.06433148682117462,0.11730562895536423,0.2590074837207794,0.1715535670518875,0.19659288227558136,0.36905595660209656,0.356425404548645,1262,2663,1473,3520,114,2161,1093,568,249,0.47390161472024034,0.4184659090909091,0.052753354928273946,319,0.5616197183098591,0.43838028169014087,0.22781335773101555,MEASURED_FROZEN,selected before Protocol-B scoring
