method,seed,population,reference_scene_id,master_sequence_id,sequence_id,order_id,horizon,scan_id_1,scan_id_2,t_mAP,t_mAP50,t_mAP25,t_REC,t_REC50,t_REC25,local_current_AP,local_current_AP50,local_current_AP25,local_current_REC
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,scene0079_00-scene0079_09,canonical,2,scene0079_00,scene0079_09,0.43557098507881165,0.7048611044883728,0.78125,0.3650793731212616,0.4553571343421936,0.5267857313156128,0.8087963461875916,0.949999988079071,0.949999988079071,0.8842592239379883
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02,scene0079_01-scene0079_06,canonical,2,scene0079_01,scene0079_06,0.5979166626930237,0.75,0.8072916865348816,0.23148147761821747,0.277777761220932,0.5277777314186096,0.7259259819984436,0.8666666150093079,0.9333333969116211,0.3777777850627899
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08,canonical,2,scene0079_02,scene0079_08,0.2972883880138397,0.3988095223903656,0.4389881193637848,0.1339506208896637,0.18888887763023376,0.25555557012557983,0.6216931343078613,0.8333333730697632,0.9523810148239136,0.39120370149612427
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07,canonical,2,scene0079_03,scene0079_07,0.5001044273376465,0.5714285969734192,0.8002976179122925,0.28240740299224854,0.3958333134651184,0.7083333134651184,0.7911816239356995,0.9587301015853882,1.0,0.8388888835906982
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03,canonical,2,scene0079_04,scene0079_03,0.403668075799942,0.5949074029922485,0.7615740895271301,0.4791666567325592,0.59375,0.65625,0.4684927761554718,0.6597222685813904,0.7957621216773987,0.5416666865348816
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04,canonical,2,scene0079_05,scene0079_04,0.2652006149291992,0.41180557012557983,0.5965278148651123,0.28125,0.3923611044883728,0.4965277910232544,0.5648148059844971,0.6611111164093018,0.9333333969116211,0.6666666865348816
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11,canonical,2,scene0079_06,scene0079_11,0.1709490716457367,0.4234375059604645,0.5942708253860474,0.09576719254255295,0.19999998807907104,0.2809523940086365,0.21119791269302368,0.4442708492279053,0.7192708253860474,0.13121692836284637
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01,canonical,2,scene0079_07,scene0079_01,0.7037767767906189,0.738078773021698,0.7635326385498047,0.2808642089366913,0.3888889253139496,0.5555555820465088,0.6379259824752808,0.7566666603088379,0.8714445233345032,0.414814829826355
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00,canonical,2,scene0079_08,scene0079_00,0.409970223903656,0.59375,0.7697916626930237,0.1642512083053589,0.25,0.5208333134651184,0.4359953701496124,0.6407986283302307,0.8149305582046509,0.3526569902896881
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05,canonical,2,scene0079_09,scene0079_05,0.38165509700775146,0.5368489623069763,0.5592013597488403,0.40509259700775146,0.5555555820465088,0.6180555820465088,0.5635195970535278,0.7214347720146179,0.7446180582046509,0.5509259104728699
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02,canonical,2,scene0079_10,scene0079_02,0.47376546263694763,0.5158730149269104,0.545634925365448,0.4405864477157593,0.4722222089767456,0.4722222089767456,0.6228509545326233,0.7070578336715698,0.7888321876525879,0.5671296119689941
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10,canonical,2,scene0079_11,scene0079_10,0.1422288417816162,0.3539930582046509,0.535243034362793,0.16119928658008575,0.33492064476013184,0.3444444239139557,0.6782407164573669,0.7916666269302368,0.8999999761581421,0.5277777910232544
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02,canonical,2,scene0119_00,scene0119_02,0.35189318656921387,0.5368303656578064,0.5846874713897705,0.47592592239379883,0.5854166746139526,0.6291666626930237,0.6948046088218689,1.0,1.0,0.701388955116272
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,scene0119_01-scene0119_04,canonical,2,scene0119_01,scene0119_04,0.3396991193294525,0.5208333134651184,0.6796875,0.5347883701324463,0.7380952835083008,0.8928571343421936,0.45539024472236633,0.6943451762199402,0.863095223903656,0.6144180297851562
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00,scene0119_02-scene0119_03,canonical,2,scene0119_02,scene0119_03,0.5023148059844971,0.7916666865348816,1.0,0.5486111044883728,0.84375,1.0,0.5617284178733826,0.7916666865348816,1.0,0.6979166269302368
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_03-scene0119_01-scene0119_04-scene0119_00-scene0119_02,scene0119_03-scene0119_01,canonical,2,scene0119_03,scene0119_01,0.4706481695175171,0.9591667056083679,0.9591667056083679,0.4958333373069763,0.9750000238418579,0.9750000238418579,0.7975822687149048,1.0,1.0,0.8865740895271301
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_04-scene0119_00-scene0119_02-scene0119_03-scene0119_01,scene0119_04-scene0119_00,canonical,2,scene0119_04,scene0119_00,0.25891202688217163,0.4270833134651184,0.612708330154419,0.2099536955356598,0.4104166626930237,0.8187500238418579,0.45017358660697937,0.703125,0.7572916746139526,0.6752315163612366
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,scene0219_00-scene0219_03,canonical,2,scene0219_00,scene0219_03,0.4691357910633087,0.5555555820465088,0.8333333134651184,0.420634925365448,0.5357142686843872,0.8928571343421936,0.5617284178733826,0.8611111044883728,0.9444444179534912,0.523809552192688
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_01-scene0219_04-scene0219_00-scene0219_03-scene0219_02,scene0219_01-scene0219_04,canonical,2,scene0219_01,scene0219_04,0.13786008954048157,0.18518517911434174,0.5185185074806213,0.2638888955116272,0.2916666865348816,0.625,0.47016459703445435,0.6574074029922485,0.8518518209457397,0.5185185670852661
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_02-scene0219_01-scene0219_04-scene0219_00-scene0219_03,scene0219_02-scene0219_01,canonical,2,scene0219_02,scene0219_01,0.190972238779068,0.3854166865348816,0.8020833730697632,0.16203702986240387,0.2916666567325592,0.75,0.32152777910232544,0.625,0.875,0.31481480598449707
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_03-scene0219_02-scene0219_01-scene0219_04-scene0219_00,scene0219_03-scene0219_02,canonical,2,scene0219_03,scene0219_02,0.3580246865749359,0.4444444477558136,0.8888888955116272,0.2013888955116272,0.25,0.9375,0.3888888955116272,0.5,0.875,0.2222222238779068
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_04-scene0219_00-scene0219_03-scene0219_02-scene0219_01,scene0219_04-scene0219_00,canonical,2,scene0219_04,scene0219_00,0.1358024626970291,0.2222222238779068,0.4444444477558136,0.10185185074806213,0.1666666716337204,0.4166666865348816,0.45370370149612427,0.6944444179534912,0.8055555820465088,0.48148149251937866
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,scene0309_00-scene0309_02,canonical,2,scene0309_00,scene0309_02,0.20973911881446838,0.3828602731227875,0.5809524059295654,0.5103009343147278,0.6322916746139526,0.6760416626930237,0.6286227107048035,0.8389484286308289,1.0,0.7979423999786377
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_01-scene0309_04-scene0309_03-scene0309_00-scene0309_02,scene0309_01-scene0309_04,canonical,2,scene0309_01,scene0309_04,0.35235118865966797,0.47062498331069946,0.612500011920929,0.5475308299064636,0.605555534362793,0.7166666984558105,0.49537038803100586,0.6471354365348816,0.9427083730697632,0.6975309252738953
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_02-scene0309_01-scene0309_04-scene0309_03-scene0309_00,scene0309_02-scene0309_01,canonical,2,scene0309_02,scene0309_01,0.3641098439693451,0.5535263419151306,0.6892907023429871,0.579012393951416,0.7333333492279053,0.8666667342185974,0.3650132417678833,0.5247023701667786,0.6152777671813965,0.31481480598449707
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,scene0309_03-scene0309_00,canonical,2,scene0309_03,scene0309_00,0.418606698513031,0.579365074634552,0.8183673620223999,0.6703703999519348,0.8222222328186035,0.9377777576446533,0.5426072478294373,0.6833333373069763,0.919302761554718,0.7792592644691467
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,scene0309_04-scene0309_03,canonical,2,scene0309_04,scene0309_03,0.4268132448196411,0.5069444179534912,0.6716269850730896,0.6080246567726135,0.6944444179534912,0.855555534362793,0.4444444477558136,0.75,0.75,0.4166666865348816
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,scene0449_00-scene0449_04,canonical,2,scene0449_00,scene0449_04,0.5120370388031006,0.6270833611488342,0.7042262554168701,0.6783950328826904,0.7814815044403076,0.8407407402992249,0.592322587966919,0.7979167103767395,0.8814584016799927,0.7648148536682129
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_01-scene0449_02-scene0449_00-scene0449_04-scene0449_05,scene0449_01-scene0449_02,canonical,2,scene0449_01,scene0449_02,0.13437682390213013,0.1930803656578064,0.20447668433189392,0.346707820892334,0.44675925374031067,0.4861111342906952,0.37242063879966736,0.745039701461792,0.8958333730697632,0.5303497910499573
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_02-scene0449_00-scene0449_04-scene0449_05-scene0449_03,scene0449_02-scene0449_00,canonical,2,scene0449_02,scene0449_00,0.25160494446754456,0.5186110734939575,0.5492361187934875,0.39629629254341125,0.7888889312744141,0.8055555820465088,0.4469444453716278,0.722083330154419,0.7925000190734863,0.6718518137931824
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_03-scene0449_01-scene0449_02-scene0449_00-scene0449_04,scene0449_03-scene0449_01,canonical,2,scene0449_03,scene0449_01,0.055216602981090546,0.06897321343421936,0.1825396865606308,0.14814814925193787,0.1944444626569748,0.5277777314186096,0.046296294778585434,0.0833333283662796,0.30198413133621216,0.18518519401550293
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_04-scene0449_05-scene0449_03-scene0449_01-scene0449_02,scene0449_04-scene0449_05,canonical,2,scene0449_04,scene0449_05,0.22610309720039368,0.4793750047683716,0.6568750143051147,0.2326388955116272,0.5104166865348816,0.78125,0.3113384544849396,0.5911458730697632,0.7708333730697632,0.4404321014881134
ReScene4D-C-local-reimplementation,45,bridge43_canonical_t2,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_05-scene0449_03-scene0449_01-scene0449_02-scene0449_00,scene0449_05-scene0449_03,canonical,2,scene0449_05,scene0449_03,0.23044365644454956,0.4119965434074402,0.6021972894668579,0.3126543462276459,0.519444465637207,0.5583333373069763,0.4405864477157593,0.6111111044883728,0.8333333134651184,0.4197530746459961
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,scene0069_00-scene0069_02,canonical,2,scene0069_00,scene0069_02,0.4345678985118866,0.6222221851348877,0.6361110806465149,0.6882715821266174,0.8055555820465088,0.8333333134651184,0.7171958088874817,0.8214285969734192,0.8214285969734192,0.8310185074806213
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_01-scene0069_06-scene0069_09-scene0069_05-scene0069_08,scene0069_01-scene0069_06,canonical,2,scene0069_01,scene0069_06,0.6273148059844971,0.84375,0.84375,0.8055555820465088,0.949999988079071,0.949999988079071,0.8780864477157593,1.0,1.0,0.9259259700775146
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_02-scene0069_04-scene0069_03-scene0069_01-scene0069_06,scene0069_02-scene0069_04,canonical,2,scene0069_02,scene0069_04,0.428960919380188,0.6111111044883728,0.7222222089767456,0.4981481730937958,0.75,0.8166666626930237,0.5215535163879395,0.6944444179534912,0.8055555820465088,0.6574074625968933
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_03-scene0069_01-scene0069_06-scene0069_09-scene0069_05,scene0069_03-scene0069_01,canonical,2,scene0069_03,scene0069_01,0.4839506149291992,0.5111110806465149,0.5666666626930237,0.6333333849906921,0.7222222685813904,0.7555555701255798,0.7311508059501648,0.8214285969734192,1.0,0.8500000238418579
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,scene0069_04-scene0069_03,canonical,2,scene0069_04,scene0069_03,0.32273662090301514,0.49074071645736694,0.5,0.4861111044883728,0.75,0.75,0.5493826866149902,0.694444477558136,0.694444477558136,0.8240740299224854
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,scene0069_05-scene0069_08,canonical,2,scene0069_05,scene0069_08,0.3298611044883728,0.34375,0.34375,0.5069444179534912,0.5208333730697632,0.5208333730697632,0.460317462682724,0.4642857015132904,0.4642857015132904,0.7361111044883728
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_06-scene0069_09-scene0069_05-scene0069_08-scene0069_07,scene0069_06-scene0069_09,canonical,2,scene0069_06,scene0069_09,0.3888888955116272,0.4375,0.4375,0.49074071645736694,0.5833333730697632,0.5833333730697632,0.5952380895614624,0.6428571343421936,0.75,0.800000011920929
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,scene0069_07-scene0069_00,canonical,2,scene0069_07,scene0069_00,0.47376543283462524,0.7222222089767456,0.7222222089767456,0.6481481790542603,0.8333333134651184,0.8333333134651184,0.6203703880310059,0.9166666865348816,0.9166666865348816,0.8624338507652283
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,scene0069_08-scene0069_07,canonical,2,scene0069_08,scene0069_07,0.3373015820980072,0.4285714328289032,0.4285714328289032,0.472222238779068,0.5833333134651184,0.5833333134651184,0.6851851940155029,0.8500000238418579,0.8500000238418579,0.7592592239379883
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,scene0069_09-scene0069_05,canonical,2,scene0069_09,scene0069_05,0.24485595524311066,0.29629626870155334,0.29629626870155334,0.40740740299224854,0.5666666626930237,0.5666666626930237,0.5740740299224854,0.6458333134651184,0.75,0.7129629850387573
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,scene0079_00-scene0079_09,canonical,2,scene0079_00,scene0079_09,0.3815586566925049,0.5798611044883728,0.78125,0.3511904776096344,0.4196428656578064,0.5267857313156128,0.7504630088806152,0.9354166984558105,0.9354166984558105,0.8657407760620117
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_01-scene0079_06-scene0079_11-scene0079_10-scene0079_02,scene0079_01-scene0079_06,canonical,2,scene0079_01,scene0079_06,0.6070101857185364,0.7517361044883728,0.8213624358177185,0.25617286562919617,0.3611110746860504,0.5555555820465088,0.7259259819984436,0.8666666150093079,0.9333333969116211,0.3777777850627899
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_02-scene0079_08-scene0079_00-scene0079_09-scene0079_05,scene0079_02-scene0079_08,canonical,2,scene0079_02,scene0079_08,0.2863036096096039,0.40476194024086,0.4601190388202667,0.17037037014961243,0.21111111342906952,0.42222222685813904,0.5059051513671875,0.6904762387275696,0.7896825075149536,0.18518517911434174
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_03-scene0079_07-scene0079_01-scene0079_06-scene0079_11,scene0079_03-scene0079_07,canonical,2,scene0079_03,scene0079_07,0.5644024014472961,0.7166666388511658,0.7166666388511658,0.3680555522441864,0.5,0.5,0.825645387172699,1.0,1.0,0.8500000238418579
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_04-scene0079_03-scene0079_07-scene0079_01-scene0079_06,scene0079_04-scene0079_03,canonical,2,scene0079_04,scene0079_03,0.33796295523643494,0.3958333432674408,0.4069004952907562,0.4305555820465088,0.5,0.75,0.33796295523643494,0.3958333432674408,0.6364169716835022,0.4305555820465088
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_05-scene0079_04-scene0079_03-scene0079_07-scene0079_01,scene0079_05-scene0079_04,canonical,2,scene0079_05,scene0079_04,0.2928240895271301,0.4305555522441864,0.5642361044883728,0.2843364179134369,0.3715277910232544,0.4340277910232544,0.6083333492279053,0.7166666984558105,0.8666666746139526,0.7222222089767456
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_06-scene0079_11-scene0079_10-scene0079_02-scene0079_08,scene0079_06-scene0079_11,canonical,2,scene0079_06,scene0079_11,0.09033564478158951,0.261284738779068,0.3732143044471741,0.10634920746088028,0.22380952537059784,0.22380952537059784,0.15709324181079865,0.4859375059604645,0.5953124761581421,0.1497354358434677
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_07-scene0079_01-scene0079_06-scene0079_11-scene0079_10,scene0079_07-scene0079_01,canonical,2,scene0079_07,scene0079_01,0.6585648059844971,0.6666666865348816,0.6701388359069824,0.24691356718540192,0.25,0.3333333432674408,0.5003703832626343,0.5044444799423218,0.7020000219345093,0.472222238779068
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_08-scene0079_00-scene0079_09-scene0079_05-scene0079_04,scene0079_08-scene0079_00,canonical,2,scene0079_08,scene0079_00,0.29516300559043884,0.5,0.625,0.1458333283662796,0.21875,0.2291666716337204,0.4385678172111511,0.6579861044883728,0.7829861044883728,0.21064813435077667
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_09-scene0079_05-scene0079_04-scene0079_03-scene0079_07,scene0079_09-scene0079_05,canonical,2,scene0079_09,scene0079_05,0.35487398505210876,0.5381944179534912,0.6979166865348816,0.39043211936950684,0.4861111044883728,0.6875,0.5112975835800171,0.6944444179534912,0.8541666269302368,0.5362654328346252
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_10-scene0079_02-scene0079_08-scene0079_00-scene0079_09,scene0079_10-scene0079_02,canonical,2,scene0079_10,scene0079_02,0.44330209493637085,0.47781386971473694,0.5170918703079224,0.4066358208656311,0.4305555820465088,0.5138888955116272,0.47946131229400635,0.5599206686019897,0.6607142686843872,0.5092592239379883
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,scene0079_11-scene0079_10,canonical,2,scene0079_11,scene0079_10,0.21037809550762177,0.5284721851348877,0.5829861164093018,0.1735449582338333,0.33492064476013184,0.4277777671813965,0.5925925374031067,0.762499988079071,0.8500000238418579,0.4691358506679535
ReScene4D-C-local-reimplementation,46,bridge43_canonical_t2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,scene0119_00-scene0119_02,canonical,2,scene0119_00,scene0119_02,0.35178571939468384,0.5020833015441895,0.637291669845581,0.4708994925022125,0.561904788017273,0.6476190090179443,0.6900720000267029,1.0,1.0,0.6736111640930176
