population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,T,policy,reducer,relative_t_mAP_retention,t2_t_mAP,t_mAP,reference_count,master_count
development_common_h5_canonical,Q-TALA,3ac698368835d50c34be35f33a516592b8ce3f6511e20d649dee8ea1644c2b40,45,45,2,commit0,mean,1.0,0.5200894474983215,0.5200894474983215,8,47
development_common_h5_canonical,Q-TALA,3ac698368835d50c34be35f33a516592b8ce3f6511e20d649dee8ea1644c2b40,45,45,3,commit0,mean,0.8524278354869257,0.5200894474983215,0.4433387219905853,8,47
development_common_h5_canonical,Q-TALA,3ac698368835d50c34be35f33a516592b8ce3f6511e20d649dee8ea1644c2b40,45,45,4,commit0,mean,0.7452042271220274,0.5200894474983215,0.38757285475730896,8,47
development_common_h5_canonical,Q-TALA,3ac698368835d50c34be35f33a516592b8ce3f6511e20d649dee8ea1644c2b40,45,45,5,commit0,mean,0.667706073115674,0.5200894474983215,0.34726688265800476,8,47
development_common_h5_canonical,Q-TALA,3ac698368835d50c34be35f33a516592b8ce3f6511e20d649dee8ea1644c2b40,45,45,2,lag1,latest,1.0,0.5405763387680054,0.5405763387680054,8,47
development_common_h5_canonical,Q-TALA,3ac698368835d50c34be35f33a516592b8ce3f6511e20d649dee8ea1644c2b40,45,45,3,lag1,latest,0.8052940525280378,0.5405763387680054,0.43532291054725647,8,47
development_common_h5_canonical,Q-TALA,3ac698368835d50c34be35f33a516592b8ce3f6511e20d649dee8ea1644c2b40,45,45,4,lag1,latest,0.6938532969118238,0.5405763387680054,0.3750806748867035,8,47
development_common_h5_canonical,Q-TALA,3ac698368835d50c34be35f33a516592b8ce3f6511e20d649dee8ea1644c2b40,45,45,5,lag1,latest,0.6133899547112776,0.5405763387680054,0.331584095954895,8,47
development_common_h5_canonical,Q-TALA,3ac698368835d50c34be35f33a516592b8ce3f6511e20d649dee8ea1644c2b40,45,45,2,lag1,max,1.0,0.5405763387680054,0.5405763387680054,8,47
development_common_h5_canonical,Q-TALA,3ac698368835d50c34be35f33a516592b8ce3f6511e20d649dee8ea1644c2b40,45,45,3,lag1,max,0.7996830759724549,0.5405763387680054,0.4322897493839264,8,47
development_common_h5_canonical,Q-TALA,3ac698368835d50c34be35f33a516592b8ce3f6511e20d649dee8ea1644c2b40,45,45,4,lag1,max,0.6869015430626573,0.5405763387680054,0.37132272124290466,8,47
development_common_h5_canonical,Q-TALA,3ac698368835d50c34be35f33a516592b8ce3f6511e20d649dee8ea1644c2b40,45,45,5,lag1,max,0.6100422565370061,0.5405763387680054,0.329774409532547,8,47
development_common_h5_canonical,Q-TALA,3ac698368835d50c34be35f33a516592b8ce3f6511e20d649dee8ea1644c2b40,45,45,2,lag1,mean,1.0,0.5405763387680054,0.5405763387680054,8,47
development_common_h5_canonical,Q-TALA,3ac698368835d50c34be35f33a516592b8ce3f6511e20d649dee8ea1644c2b40,45,45,3,lag1,mean,0.8277393370165015,0.5405763387680054,0.4474563002586365,8,47
development_common_h5_canonical,Q-TALA,3ac698368835d50c34be35f33a516592b8ce3f6511e20d649dee8ea1644c2b40,45,45,4,lag1,mean,0.7281127479032161,0.5405763387680054,0.3936005234718323,8,47
development_common_h5_canonical,Q-TALA,3ac698368835d50c34be35f33a516592b8ce3f6511e20d649dee8ea1644c2b40,45,45,5,lag1,mean,0.6834080794622248,0.5405763387680054,0.3694342374801636,8,47
