population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,T,policy,reducer,relative_t_mAP_retention,t2_t_mAP,t_mAP,reference_count,master_count
development_common_h5_canonical,FH-MATCH,18cacf30403d0013a5a35d00c96ec485dcf92c114db2592fff17808b0f147d07,45,45,2,commit0,mean,1.0,0.009506341069936752,0.009506341069936752,8,47
development_common_h5_canonical,FH-MATCH,18cacf30403d0013a5a35d00c96ec485dcf92c114db2592fff17808b0f147d07,45,45,3,commit0,mean,1.7607384321659791,0.009506341069936752,0.016738180071115494,8,47
development_common_h5_canonical,FH-MATCH,18cacf30403d0013a5a35d00c96ec485dcf92c114db2592fff17808b0f147d07,45,45,4,commit0,mean,1.5115286465956512,0.009506341069936752,0.014369106851518154,8,47
development_common_h5_canonical,FH-MATCH,18cacf30403d0013a5a35d00c96ec485dcf92c114db2592fff17808b0f147d07,45,45,5,commit0,mean,2.076348272755452,0.009506341069936752,0.01973847486078739,8,47
development_common_h5_canonical,FH-MATCH,18cacf30403d0013a5a35d00c96ec485dcf92c114db2592fff17808b0f147d07,45,45,2,lag1,latest,1.0,0.5350268483161926,0.5350268483161926,8,47
development_common_h5_canonical,FH-MATCH,18cacf30403d0013a5a35d00c96ec485dcf92c114db2592fff17808b0f147d07,45,45,3,lag1,latest,0.7937835697959318,0.5350268483161926,0.42469552159309387,8,47
development_common_h5_canonical,FH-MATCH,18cacf30403d0013a5a35d00c96ec485dcf92c114db2592fff17808b0f147d07,45,45,4,lag1,latest,0.655072418237393,0.5350268483161926,0.3504813313484192,8,47
development_common_h5_canonical,FH-MATCH,18cacf30403d0013a5a35d00c96ec485dcf92c114db2592fff17808b0f147d07,45,45,5,lag1,latest,0.49786748625067834,0.5350268483161926,0.2663724720478058,8,47
development_common_h5_canonical,FH-MATCH,18cacf30403d0013a5a35d00c96ec485dcf92c114db2592fff17808b0f147d07,45,45,2,lag1,max,1.0,0.5350268483161926,0.5350268483161926,8,47
development_common_h5_canonical,FH-MATCH,18cacf30403d0013a5a35d00c96ec485dcf92c114db2592fff17808b0f147d07,45,45,3,lag1,max,0.8127190708915438,0.5350268483161926,0.434826523065567,8,47
development_common_h5_canonical,FH-MATCH,18cacf30403d0013a5a35d00c96ec485dcf92c114db2592fff17808b0f147d07,45,45,4,lag1,max,0.6829247723523191,0.5350268483161926,0.3653830885887146,8,47
development_common_h5_canonical,FH-MATCH,18cacf30403d0013a5a35d00c96ec485dcf92c114db2592fff17808b0f147d07,45,45,5,lag1,max,0.5357201623259396,0.5350268483161926,0.2866246700286865,8,47
development_common_h5_canonical,FH-MATCH,18cacf30403d0013a5a35d00c96ec485dcf92c114db2592fff17808b0f147d07,45,45,2,lag1,mean,1.0,0.5350268483161926,0.5350268483161926,8,47
development_common_h5_canonical,FH-MATCH,18cacf30403d0013a5a35d00c96ec485dcf92c114db2592fff17808b0f147d07,45,45,3,lag1,mean,0.8042579198621786,0.5350268483161926,0.4302995800971985,8,47
development_common_h5_canonical,FH-MATCH,18cacf30403d0013a5a35d00c96ec485dcf92c114db2592fff17808b0f147d07,45,45,4,lag1,mean,0.6433687701371429,0.5350268483161926,0.3442195653915405,8,47
development_common_h5_canonical,FH-MATCH,18cacf30403d0013a5a35d00c96ec485dcf92c114db2592fff17808b0f147d07,45,45,5,lag1,mean,0.5097831936927859,0.5350268483161926,0.2727476954460144,8,47
