metric,horizon,dropped_reference_scene_id,remaining_cluster_count,difference
causal_prefix_t_mAP,5,8eabc45f-5af7-2f32-8528-640861d2a135,5,0.02098248342362543
causal_prefix_t_mAP,5,ddc73797-765b-241a-9e2c-097c5989baf6,5,0.014789721703984671
causal_prefix_t_REC,2,10b17940-3938-2467-8a7a-958300ba83d3,5,-0.03344123221933843
causal_prefix_t_REC,2,137a8158-1db5-2cc0-8003-31c12610471e,5,-0.011261087937487497
causal_prefix_t_REC,2,280d8ebb-6cc6-2788-9153-98959a2da801,5,-0.022829270735383028
causal_prefix_t_REC,2,5630cfcf-12bf-2860-8784-83d28a611a83,5,-0.03914076817532381
causal_prefix_t_REC,2,8eabc45f-5af7-2f32-8528-640861d2a135,5,0.0008141442388296116
causal_prefix_t_REC,2,ddc73797-765b-241a-9e2c-097c5989baf6,5,-0.012038449189729173
causal_prefix_t_REC,3,10b17940-3938-2467-8a7a-958300ba83d3,5,-0.029850242618057455
causal_prefix_t_REC,3,137a8158-1db5-2cc0-8003-31c12610471e,5,-0.010274351135724103
causal_prefix_t_REC,3,280d8ebb-6cc6-2788-9153-98959a2da801,5,-0.01756445490651659
causal_prefix_t_REC,3,5630cfcf-12bf-2860-8784-83d28a611a83,5,-0.03396105898751152
causal_prefix_t_REC,3,8eabc45f-5af7-2f32-8528-640861d2a135,5,0.0035362467335330215
causal_prefix_t_REC,3,ddc73797-765b-241a-9e2c-097c5989baf6,5,-0.00885193103303511
causal_prefix_t_REC,4,10b17940-3938-2467-8a7a-958300ba83d3,5,-0.03668591860060891
causal_prefix_t_REC,4,137a8158-1db5-2cc0-8003-31c12610471e,5,-0.009277500545399059
causal_prefix_t_REC,4,280d8ebb-6cc6-2788-9153-98959a2da801,5,-0.006461786112437651
causal_prefix_t_REC,4,5630cfcf-12bf-2860-8784-83d28a611a83,5,-0.03654849984372656
causal_prefix_t_REC,4,8eabc45f-5af7-2f32-8528-640861d2a135,5,0.009477728984008232
causal_prefix_t_REC,4,ddc73797-765b-241a-9e2c-097c5989baf6,5,-0.007773267883393503
causal_prefix_t_REC,5,10b17940-3938-2467-8a7a-958300ba83d3,5,-0.01601692636600799
causal_prefix_t_REC,5,137a8158-1db5-2cc0-8003-31c12610471e,5,0.007414878693719706
causal_prefix_t_REC,5,280d8ebb-6cc6-2788-9153-98959a2da801,5,0.017134382751666833
causal_prefix_t_REC,5,5630cfcf-12bf-2860-8784-83d28a611a83,5,-0.01634908435038394
causal_prefix_t_REC,5,8eabc45f-5af7-2f32-8528-640861d2a135,5,0.01727025862990154
causal_prefix_t_REC,5,ddc73797-765b-241a-9e2c-097c5989baf6,5,0.009829879827383491
normalized_id_switch_rate,2,10b17940-3938-2467-8a7a-958300ba83d3,5,-0.7243600288600289
normalized_id_switch_rate,2,137a8158-1db5-2cc0-8003-31c12610471e,5,-0.7566457431457432
normalized_id_switch_rate,2,280d8ebb-6cc6-2788-9153-98959a2da801,5,-0.7400266955266955
normalized_id_switch_rate,2,5630cfcf-12bf-2860-8784-83d28a611a83,5,-0.7199155844155845
normalized_id_switch_rate,2,8eabc45f-5af7-2f32-8528-640861d2a135,5,-0.8385266955266955
normalized_id_switch_rate,2,ddc73797-765b-241a-9e2c-097c5989baf6,5,-0.8089920634920634
normalized_id_switch_rate,3,10b17940-3938-2467-8a7a-958300ba83d3,5,-0.7717982503307179
normalized_id_switch_rate,3,137a8158-1db5-2cc0-8003-31c12610471e,5,-0.8009388336531194
normalized_id_switch_rate,3,280d8ebb-6cc6-2788-9153-98959a2da801,5,-0.7855223040547716
normalized_id_switch_rate,3,5630cfcf-12bf-2860-8784-83d28a611a83,5,-0.7734124879449555
normalized_id_switch_rate,3,8eabc45f-5af7-2f32-8528-640861d2a135,5,-0.8269660507842328
normalized_id_switch_rate,3,ddc73797-765b-241a-9e2c-097c5989baf6,5,-0.8505120550445227
normalized_id_switch_rate,4,10b17940-3938-2467-8a7a-958300ba83d3,5,-0.8277893912869476
normalized_id_switch_rate,4,137a8158-1db5-2cc0-8003-31c12610471e,5,-0.8551240421636152
normalized_id_switch_rate,4,280d8ebb-6cc6-2788-9153-98959a2da801,5,-0.8398379944787735
normalized_id_switch_rate,4,5630cfcf-12bf-2860-8784-83d28a611a83,5,-0.8318223583199146
normalized_id_switch_rate,4,8eabc45f-5af7-2f32-8528-640861d2a135,5,-0.8767360002335565
normalized_id_switch_rate,4,ddc73797-765b-241a-9e2c-097c5989baf6,5,-0.8543543416691023
normalized_id_switch_rate,5,10b17940-3938-2467-8a7a-958300ba83d3,5,-0.8330892415260225
normalized_id_switch_rate,5,137a8158-1db5-2cc0-8003-31c12610471e,5,-0.8563381407176461
normalized_id_switch_rate,5,280d8ebb-6cc6-2788-9153-98959a2da801,5,-0.8491987949771801
normalized_id_switch_rate,5,5630cfcf-12bf-2860-8784-83d28a611a83,5,-0.8390592135045084
normalized_id_switch_rate,5,8eabc45f-5af7-2f32-8528-640861d2a135,5,-0.8786276198144009
normalized_id_switch_rate,5,ddc73797-765b-241a-9e2c-097c5989baf6,5,-0.8546822313893887
gap_recovery_recall,2,10b17940-3938-2467-8a7a-958300ba83d3,0,
gap_recovery_recall,2,137a8158-1db5-2cc0-8003-31c12610471e,0,
gap_recovery_recall,2,280d8ebb-6cc6-2788-9153-98959a2da801,0,
gap_recovery_recall,2,5630cfcf-12bf-2860-8784-83d28a611a83,0,
gap_recovery_recall,2,8eabc45f-5af7-2f32-8528-640861d2a135,0,
gap_recovery_recall,2,ddc73797-765b-241a-9e2c-097c5989baf6,0,
gap_recovery_recall,3,10b17940-3938-2467-8a7a-958300ba83d3,4,0.25852311939268463
gap_recovery_recall,3,137a8158-1db5-2cc0-8003-31c12610471e,4,0.28032407407407406
gap_recovery_recall,3,280d8ebb-6cc6-2788-9153-98959a2da801,4,0.3048194156889809
gap_recovery_recall,3,5630cfcf-12bf-2860-8784-83d28a611a83,5,0.277188865884518
gap_recovery_recall,3,8eabc45f-5af7-2f32-8528-640861d2a135,4,0.2145416379112031
gap_recovery_recall,3,ddc73797-765b-241a-9e2c-097c5989baf6,4,0.32773608235564755
gap_recovery_recall,4,10b17940-3938-2467-8a7a-958300ba83d3,5,0.39853622303622305
gap_recovery_recall,4,137a8158-1db5-2cc0-8003-31c12610471e,5,0.42397325425896853
gap_recovery_recall,4,280d8ebb-6cc6-2788-9153-98959a2da801,5,0.4431430606430606
gap_recovery_recall,4,5630cfcf-12bf-2860-8784-83d28a611a83,5,0.2722028897028897
gap_recovery_recall,4,8eabc45f-5af7-2f32-8528-640861d2a135,5,0.36747746697746697
gap_recovery_recall,4,ddc73797-765b-241a-9e2c-097c5989baf6,5,0.45568155389583964
gap_recovery_recall,5,10b17940-3938-2467-8a7a-958300ba83d3,5,0.4144478030726589
gap_recovery_recall,5,137a8158-1db5-2cc0-8003-31c12610471e,5,0.4446515776931002
gap_recovery_recall,5,280d8ebb-6cc6-2788-9153-98959a2da801,5,0.4546673797922356
gap_recovery_recall,5,5630cfcf-12bf-2860-8784-83d28a611a83,5,0.2909636760885319
gap_recovery_recall,5,8eabc45f-5af7-2f32-8528-640861d2a135,5,0.38367657430143015
gap_recovery_recall,5,ddc73797-765b-241a-9e2c-097c5989baf6,5,0.46641136949470285
median_latency_ms,2,10b17940-3938-2467-8a7a-958300ba83d3,5,14.269303400000002
median_latency_ms,2,137a8158-1db5-2cc0-8003-31c12610471e,5,13.667455800000004
median_latency_ms,2,280d8ebb-6cc6-2788-9153-98959a2da801,5,12.951849299999992
median_latency_ms,2,5630cfcf-12bf-2860-8784-83d28a611a83,5,13.471581600000013
median_latency_ms,2,8eabc45f-5af7-2f32-8528-640861d2a135,5,12.74779460000001
median_latency_ms,2,ddc73797-765b-241a-9e2c-097c5989baf6,5,12.720733300000017
median_latency_ms,3,10b17940-3938-2467-8a7a-958300ba83d3,5,-246.66424159999997
median_latency_ms,3,137a8158-1db5-2cc0-8003-31c12610471e,5,-226.52067069999998
median_latency_ms,3,280d8ebb-6cc6-2788-9153-98959a2da801,5,-219.76033579999998
median_latency_ms,3,5630cfcf-12bf-2860-8784-83d28a611a83,5,-246.5043025
median_latency_ms,3,8eabc45f-5af7-2f32-8528-640861d2a135,5,-214.87989719999996
median_latency_ms,3,ddc73797-765b-241a-9e2c-097c5989baf6,5,-221.7085627
median_latency_ms,4,10b17940-3938-2467-8a7a-958300ba83d3,5,-453.0169963
median_latency_ms,4,137a8158-1db5-2cc0-8003-31c12610471e,5,-437.6470533
median_latency_ms,4,280d8ebb-6cc6-2788-9153-98959a2da801,5,-397.3994435999999
median_latency_ms,4,5630cfcf-12bf-2860-8784-83d28a611a83,5,-440.4538506999999
median_latency_ms,4,8eabc45f-5af7-2f32-8528-640861d2a135,5,-387.17378829999996
median_latency_ms,4,ddc73797-765b-241a-9e2c-097c5989baf6,5,-390.8008782999999
median_latency_ms,5,10b17940-3938-2467-8a7a-958300ba83d3,5,-657.676142
median_latency_ms,5,137a8158-1db5-2cc0-8003-31c12610471e,5,-629.8114753
median_latency_ms,5,280d8ebb-6cc6-2788-9153-98959a2da801,5,-575.3459908000001
median_latency_ms,5,5630cfcf-12bf-2860-8784-83d28a611a83,5,-634.6555046
median_latency_ms,5,8eabc45f-5af7-2f32-8528-640861d2a135,5,-586.7911535000001
median_latency_ms,5,ddc73797-765b-241a-9e2c-097c5989baf6,5,-563.5253448
