metric,horizon,dropped_reference_scene_id,remaining_cluster_count,difference
causal_prefix_t_mAP,2,10b17940-3938-2467-8a7a-958300ba83d3,5,-0.03570654892673094
causal_prefix_t_mAP,2,137a8158-1db5-2cc0-8003-31c12610471e,5,-0.023863129206001754
causal_prefix_t_mAP,2,280d8ebb-6cc6-2788-9153-98959a2da801,5,-0.03302164955685536
causal_prefix_t_mAP,2,5630cfcf-12bf-2860-8784-83d28a611a83,5,-0.048589858661095296
causal_prefix_t_mAP,2,8eabc45f-5af7-2f32-8528-640861d2a135,5,-0.017067456282675263
causal_prefix_t_mAP,2,ddc73797-765b-241a-9e2c-097c5989baf6,5,-0.025261351106067496
causal_prefix_t_mAP,3,10b17940-3938-2467-8a7a-958300ba83d3,5,-0.012673152219504116
causal_prefix_t_mAP,3,137a8158-1db5-2cc0-8003-31c12610471e,5,-0.0005903335515823587
causal_prefix_t_mAP,3,280d8ebb-6cc6-2788-9153-98959a2da801,5,-0.0018325758787492903
causal_prefix_t_mAP,3,5630cfcf-12bf-2860-8784-83d28a611a83,5,-0.017413086574524637
causal_prefix_t_mAP,3,8eabc45f-5af7-2f32-8528-640861d2a135,5,0.011396407255282001
causal_prefix_t_mAP,3,ddc73797-765b-241a-9e2c-097c5989baf6,5,0.0027990276904569732
causal_prefix_t_mAP,4,10b17940-3938-2467-8a7a-958300ba83d3,5,-0.017716257009241308
causal_prefix_t_mAP,4,137a8158-1db5-2cc0-8003-31c12610471e,5,-0.0008217619566453782
causal_prefix_t_mAP,4,280d8ebb-6cc6-2788-9153-98959a2da801,5,0.012129728388455182
causal_prefix_t_mAP,4,5630cfcf-12bf-2860-8784-83d28a611a83,5,-0.01983682532691293
causal_prefix_t_mAP,4,8eabc45f-5af7-2f32-8528-640861d2a135,5,0.009456010384278169
causal_prefix_t_mAP,4,ddc73797-765b-241a-9e2c-097c5989baf6,5,0.001657589220752323
causal_prefix_t_mAP,5,10b17940-3938-2467-8a7a-958300ba83d3,5,-0.0026496943552047026
causal_prefix_t_mAP,5,137a8158-1db5-2cc0-8003-31c12610471e,5,0.011788843601114223
causal_prefix_t_mAP,5,280d8ebb-6cc6-2788-9153-98959a2da801,5,0.02668549189654489
causal_prefix_t_mAP,5,5630cfcf-12bf-2860-8784-83d28a611a83,5,-0.006037687066321569
