population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,T,policy,reducer,relative_t_mAP_retention,t2_t_mAP,t_mAP,reference_count,master_count
development_common_h5_canonical,Q-INDEP,5a4599afc7a8fb41f1b6558d7e5a33edafb181d2524bf8123c99720efb52c5c1,45,45,2,commit0,mean,1.0,0.4890783131122589,0.4890783131122589,8,47
development_common_h5_canonical,Q-INDEP,5a4599afc7a8fb41f1b6558d7e5a33edafb181d2524bf8123c99720efb52c5c1,45,45,3,commit0,mean,0.8385386525718364,0.4890783131122589,0.41011106967926025,8,47
development_common_h5_canonical,Q-INDEP,5a4599afc7a8fb41f1b6558d7e5a33edafb181d2524bf8123c99720efb52c5c1,45,45,4,commit0,mean,0.7216040466170183,0.4890783131122589,0.35292088985443115,8,47
development_common_h5_canonical,Q-INDEP,5a4599afc7a8fb41f1b6558d7e5a33edafb181d2524bf8123c99720efb52c5c1,45,45,5,commit0,mean,0.6653452966333948,0.4890783131122589,0.32540595531463623,8,47
development_common_h5_canonical,Q-INDEP,5a4599afc7a8fb41f1b6558d7e5a33edafb181d2524bf8123c99720efb52c5c1,45,45,2,lag1,latest,1.0,0.5276443958282471,0.5276443958282471,8,47
development_common_h5_canonical,Q-INDEP,5a4599afc7a8fb41f1b6558d7e5a33edafb181d2524bf8123c99720efb52c5c1,45,45,3,lag1,latest,0.8131125172326071,0.5276443958282471,0.4290342628955841,8,47
development_common_h5_canonical,Q-INDEP,5a4599afc7a8fb41f1b6558d7e5a33edafb181d2524bf8123c99720efb52c5c1,45,45,4,lag1,latest,0.7168992739147467,0.5276443958282471,0.37826788425445557,8,47
development_common_h5_canonical,Q-INDEP,5a4599afc7a8fb41f1b6558d7e5a33edafb181d2524bf8123c99720efb52c5c1,45,45,5,lag1,latest,0.6355672425253073,0.5276443958282471,0.3353534936904907,8,47
development_common_h5_canonical,Q-INDEP,5a4599afc7a8fb41f1b6558d7e5a33edafb181d2524bf8123c99720efb52c5c1,45,45,2,lag1,max,1.0,0.5276443958282471,0.5276443958282471,8,47
development_common_h5_canonical,Q-INDEP,5a4599afc7a8fb41f1b6558d7e5a33edafb181d2524bf8123c99720efb52c5c1,45,45,3,lag1,max,0.829288236280224,0.5276443958282471,0.4375692903995514,8,47
development_common_h5_canonical,Q-INDEP,5a4599afc7a8fb41f1b6558d7e5a33edafb181d2524bf8123c99720efb52c5c1,45,45,4,lag1,max,0.7249554471305196,0.5276443958282471,0.3825186789035797,8,47
development_common_h5_canonical,Q-INDEP,5a4599afc7a8fb41f1b6558d7e5a33edafb181d2524bf8123c99720efb52c5c1,45,45,5,lag1,max,0.6658197027609676,0.5276443958282471,0.35131603479385376,8,47
development_common_h5_canonical,Q-INDEP,5a4599afc7a8fb41f1b6558d7e5a33edafb181d2524bf8123c99720efb52c5c1,45,45,2,lag1,mean,1.0,0.5276443958282471,0.5276443958282471,8,47
development_common_h5_canonical,Q-INDEP,5a4599afc7a8fb41f1b6558d7e5a33edafb181d2524bf8123c99720efb52c5c1,45,45,3,lag1,mean,0.8295766889988302,0.5276443958282471,0.43772149085998535,8,47
development_common_h5_canonical,Q-INDEP,5a4599afc7a8fb41f1b6558d7e5a33edafb181d2524bf8123c99720efb52c5c1,45,45,4,lag1,mean,0.7184195954003003,0.5276443958282471,0.37907007336616516,8,47
development_common_h5_canonical,Q-INDEP,5a4599afc7a8fb41f1b6558d7e5a33edafb181d2524bf8123c99720efb52c5c1,45,45,5,lag1,mean,0.6552239933920775,0.5276443958282471,0.34572526812553406,8,47
