tracker,score_reducer,reference_scene_id,order_id,horizon,sequence_count,causal_prefix_t_mAP,causal_prefix_t_mAP50,causal_prefix_t_mAP25,causal_prefix_t_REC,causal_prefix_t_REC50,causal_prefix_t_REC25,trajectory_current_slice_AP,trajectory_current_slice_AP50,trajectory_current_slice_AP25,trajectory_current_slice_REC,local_current_AP,local_current_AP50,local_current_AP25,local_current_REC,inference_unit
B2,latest,10b17940-3938-2467-8a7a-958300ba83d3,reverse,4,10,0.10929783433675766,0.13737531006336212,0.14834752678871155,0.2128647416830063,0.2712121605873108,0.3150738477706909,0.5471948981285095,0.6763690710067749,0.7442126274108887,0.7370067834854126,0.5698769092559814,0.7052192091941833,0.7748087644577026,0.7370067834854126,reference_scene_id
B2,latest,137a8158-1db5-2cc0-8003-31c12610471e,reverse,4,12,0.04364687204360962,0.10832463204860687,0.15963272750377655,0.14869378507137299,0.28276291489601135,0.31624504923820496,0.44865015149116516,0.6767132878303528,0.765070378780365,0.5412804484367371,0.44865015149116516,0.6767132878303528,0.765070378780365,0.5412804484367371,reference_scene_id
B2,latest,280d8ebb-6cc6-2788-9153-98959a2da801,reverse,4,5,0.2477535456418991,0.3957333266735077,0.4222536087036133,0.36625003814697266,0.5785714387893677,0.618571400642395,0.46210023760795593,0.702285647392273,0.7861071825027466,0.6348447203636169,0.46210023760795593,0.702285647392273,0.7861071825027466,0.6348447203636169,reference_scene_id
B2,latest,5630cfcf-12bf-2860-8784-83d28a611a83,reverse,4,5,0.09440329670906067,0.20037037134170532,0.5223809480667114,0.1308642029762268,0.2666666805744171,0.5555555820465088,0.43646499514579773,0.5996549129486084,0.8403284549713135,0.5209876298904419,0.43646499514579773,0.5996549129486084,0.8403284549713135,0.5209876298904419,reference_scene_id
B2,latest,8eabc45f-5af7-2f32-8528-640861d2a135,reverse,4,5,0.027568312361836433,0.0396098829805851,0.1728583425283432,0.15680891275405884,0.20833970606327057,0.34271472692489624,0.4963708519935608,0.715186357498169,0.9086170792579651,0.5738426446914673,0.48918405175209045,0.7060542702674866,0.8988305926322937,0.5651194453239441,reference_scene_id
B2,latest,ddc73797-765b-241a-9e2c-097c5989baf6,reverse,4,6,0.03119085170328617,0.07726889103651047,0.11125767230987549,0.09696169197559357,0.20797258615493774,0.3107864260673523,0.3428148031234741,0.5776262879371643,0.7006441354751587,0.4830830991268158,0.3428148031234741,0.5776262879371643,0.7006441354751587,0.4830830991268158,reference_scene_id
B2,latest,10b17940-3938-2467-8a7a-958300ba83d3,reverse,5,10,0.0832897499203682,0.10132995247840881,0.10708392411470413,0.16625075042247772,0.20421868562698364,0.23120278120040894,0.5545385479927063,0.6868122816085815,0.7529590129852295,0.7408280372619629,0.5698769092559814,0.7052192091941833,0.7748087644577026,0.7370067834854126,reference_scene_id
B2,latest,137a8158-1db5-2cc0-8003-31c12610471e,reverse,5,12,0.01986384391784668,0.05480078607797623,0.09523281455039978,0.09712201356887817,0.19964149594306946,0.22245894372463226,0.44865015149116516,0.6767132878303528,0.765070378780365,0.5412804484367371,0.44865015149116516,0.6767132878303528,0.765070378780365,0.5412804484367371,reference_scene_id
B2,latest,280d8ebb-6cc6-2788-9153-98959a2da801,reverse,5,5,0.15161941945552826,0.2634337544441223,0.27310919761657715,0.2904687523841858,0.48571428656578064,0.5057142972946167,0.46210023760795593,0.702285647392273,0.7861071825027466,0.6348447203636169,0.46210023760795593,0.702285647392273,0.7861071825027466,0.6348447203636169,reference_scene_id
B2,latest,5630cfcf-12bf-2860-8784-83d28a611a83,reverse,5,5,0.07553498446941376,0.21314814686775208,0.47775131464004517,0.08641975373029709,0.24444444477558136,0.5111110806465149,0.43646499514579773,0.5996549129486084,0.8403284549713135,0.5209876298904419,0.43646499514579773,0.5996549129486084,0.8403284549713135,0.5209876298904419,reference_scene_id
