tracker,score_reducer,order_id,horizon,sequence_count,causal_prefix_t_mAP,causal_prefix_t_mAP50,causal_prefix_t_mAP25,causal_prefix_t_REC,causal_prefix_t_REC50,causal_prefix_t_REC25,trajectory_current_slice_AP,trajectory_current_slice_AP50,trajectory_current_slice_AP25,trajectory_current_slice_REC,local_current_AP,local_current_AP50,local_current_AP25,local_current_REC
B3,max,sha256_seed45,4,43,0.06294039636850357,0.10214697569608688,0.23477321863174438,0.15205983817577362,0.27599456906318665,0.37400272488594055,0.35889220237731934,0.6168116927146912,0.8120512366294861,0.5044739246368408,0.3610721528530121,0.5973870158195496,0.8014020323753357,0.5044739246368408
B3,max,sha256_seed45,5,43,0.02103360928595066,0.048178818076848984,0.17207886278629303,0.10025879740715027,0.21218328177928925,0.30198919773101807,0.41406068205833435,0.649107038974762,0.7869781851768494,0.5617372989654541,0.44437670707702637,0.6596354246139526,0.806799590587616,0.5617372989654541
B3,mean,all,2,129,0.20727401971817017,0.3229290246963501,0.5232670307159424,0.34743866324424744,0.5327015519142151,0.6786665320396423,0.3608236312866211,0.5400422811508179,0.7602560520172119,0.4963539242744446,0.371692419052124,0.5463876724243164,0.7624458074569702,0.4963539242744446
B3,mean,all,3,129,0.10295224189758301,0.17412371933460236,0.3371334373950958,0.2484811693429947,0.39522600173950195,0.5290064215660095,0.37095698714256287,0.5693843960762024,0.7783626914024353,0.5231457352638245,0.38442501425743103,0.5673840641975403,0.775846540927887,0.523158609867096
B3,mean,all,4,129,0.0446668341755867,0.08013249933719635,0.2181350588798523,0.1610460728406906,0.2666647434234619,0.39779359102249146,0.3622702658176422,0.5833405256271362,0.7883004546165466,0.5050413608551025,0.36625537276268005,0.5726837515830994,0.7827478051185608,0.5050792694091797
B3,mean,all,5,129,0.018966300413012505,0.038603559136390686,0.1654891073703766,0.11110973358154297,0.1951153725385666,0.3231087327003479,0.37264832854270935,0.5704154968261719,0.7904245257377625,0.5076167583465576,0.3829203248023987,0.5740538239479065,0.790086030960083,0.5078316926956177
B3,mean,canonical,2,43,0.21863020956516266,0.3552480936050415,0.5654047131538391,0.35706475377082825,0.5309151411056519,0.7031175494194031,0.3606078028678894,0.554534375667572,0.7815447449684143,0.5034977197647095,0.3725120425224304,0.5643463730812073,0.7785858511924744,0.5034977197647095
B3,mean,canonical,3,43,0.10673493891954422,0.17906871438026428,0.3521313965320587,0.25403520464897156,0.3793956935405731,0.5408778786659241,0.3644096255302429,0.5623125433921814,0.7863959670066833,0.5032063126564026,0.3725120425224304,0.5643463730812073,0.7785858511924744,0.5034977197647095
B3,mean,canonical,4,43,0.04568332061171532,0.08171111345291138,0.2271026223897934,0.17392027378082275,0.26641321182250977,0.4169541597366333,0.3645435571670532,0.5598252415657043,0.7854873538017273,0.5028339624404907,0.3725120425224304,0.5643463730812073,0.7785858511924744,0.5034977197647095
B3,mean,canonical,5,43,0.021435320377349854,0.04015567898750305,0.17665758728981018,0.12317737191915512,0.19316883385181427,0.34522730112075806,0.36102214455604553,0.5563682317733765,0.7805385589599609,0.5031508207321167,0.3725120425224304,0.5643463730812073,0.7785858511924744,0.5034977197647095
B3,mean,reverse,2,43,0.21513134241104126,0.34128567576408386,0.5400940775871277,0.3534207344055176,0.5317513346672058,0.6981421709060669,0.374973863363266,0.5623064637184143,0.7689441442489624,0.5104965567588806,0.3810356557369232,0.5610835552215576,0.7687671184539795,0.5104965567588806
