population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,T,policy,reducer,relative_t_mAP_retention,t2_t_mAP,t_mAP,reference_count,master_count
development_common_h5_canonical,W-BASE,1297840a4fa109cd06ce0396966e53f9c221c73f974912d1e91a66264e19c7ee,45,45,2,commit0,mean,1.0,0.015263027511537075,0.015263027511537075,8,47
development_common_h5_canonical,W-BASE,1297840a4fa109cd06ce0396966e53f9c221c73f974912d1e91a66264e19c7ee,45,45,3,commit0,mean,0.9870059897302697,0.015263027511537075,0.015064699575304985,8,47
development_common_h5_canonical,W-BASE,1297840a4fa109cd06ce0396966e53f9c221c73f974912d1e91a66264e19c7ee,45,45,4,commit0,mean,0.8902524695441348,0.015263027511537075,0.013587947934865952,8,47
development_common_h5_canonical,W-BASE,1297840a4fa109cd06ce0396966e53f9c221c73f974912d1e91a66264e19c7ee,45,45,5,commit0,mean,0.9210803322392566,0.015263027511537075,0.014058474451303482,8,47
development_common_h5_canonical,W-BASE,1297840a4fa109cd06ce0396966e53f9c221c73f974912d1e91a66264e19c7ee,45,45,2,lag1,latest,1.0,0.534764289855957,0.534764289855957,8,47
development_common_h5_canonical,W-BASE,1297840a4fa109cd06ce0396966e53f9c221c73f974912d1e91a66264e19c7ee,45,45,3,lag1,latest,0.7558274452911415,0.534764289855957,0.4041895270347595,8,47
development_common_h5_canonical,W-BASE,1297840a4fa109cd06ce0396966e53f9c221c73f974912d1e91a66264e19c7ee,45,45,4,lag1,latest,0.6089192693239838,0.534764289855957,0.32562828063964844,8,47
development_common_h5_canonical,W-BASE,1297840a4fa109cd06ce0396966e53f9c221c73f974912d1e91a66264e19c7ee,45,45,5,lag1,latest,0.5116610765932935,0.534764289855957,0.27361807227134705,8,47
development_common_h5_canonical,W-BASE,1297840a4fa109cd06ce0396966e53f9c221c73f974912d1e91a66264e19c7ee,45,45,2,lag1,max,1.0,0.534764289855957,0.534764289855957,8,47
development_common_h5_canonical,W-BASE,1297840a4fa109cd06ce0396966e53f9c221c73f974912d1e91a66264e19c7ee,45,45,3,lag1,max,0.7869610256785218,0.534764289855957,0.4208386540412903,8,47
development_common_h5_canonical,W-BASE,1297840a4fa109cd06ce0396966e53f9c221c73f974912d1e91a66264e19c7ee,45,45,4,lag1,max,0.6353242294570934,0.534764289855957,0.33974871039390564,8,47
development_common_h5_canonical,W-BASE,1297840a4fa109cd06ce0396966e53f9c221c73f974912d1e91a66264e19c7ee,45,45,5,lag1,max,0.5379675621186966,0.534764289855957,0.2876858413219452,8,47
development_common_h5_canonical,W-BASE,1297840a4fa109cd06ce0396966e53f9c221c73f974912d1e91a66264e19c7ee,45,45,2,lag1,mean,1.0,0.534764289855957,0.534764289855957,8,47
development_common_h5_canonical,W-BASE,1297840a4fa109cd06ce0396966e53f9c221c73f974912d1e91a66264e19c7ee,45,45,3,lag1,mean,0.76736151360432,0.534764289855957,0.4103575348854065,8,47
development_common_h5_canonical,W-BASE,1297840a4fa109cd06ce0396966e53f9c221c73f974912d1e91a66264e19c7ee,45,45,4,lag1,mean,0.640485313183805,0.534764289855957,0.3425086736679077,8,47
development_common_h5_canonical,W-BASE,1297840a4fa109cd06ce0396966e53f9c221c73f974912d1e91a66264e19c7ee,45,45,5,lag1,mean,0.5524554785542701,0.534764289855957,0.2954334616661072,8,47
