population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,visual_content_control,T,episode_count,identity_linker,policy,correct_recoveries,deployment_id_switches,fragmentation_count,fragmentation_opportunities,gap_opportunities,identity_transition_opportunities,merge_count,merge_opportunities,recovery_attempts,fragmentation_rate,gap_recovery_accuracy,gap_recovery_attempt_coverage,gap_recovery_recall,merge_rate,normalized_id_switch_rate,reference_count,master_count
development_common_h5_canonical,FH-CONT,877fbc4920eca67796a1a941aee291dfdc475be24818d603b530c8230d207724,45,45,native,2,47,lag1-route-then-class-iou-v1,lag1,0,136,136,317,0,317,1,182,0,0.42902208201892744,N/A,N/A,N/A,0.005494505494505495,0.42902208201892744,8,47
development_common_h5_canonical,FH-CONT,877fbc4920eca67796a1a941aee291dfdc475be24818d603b530c8230d207724,45,45,native,3,47,lag1-route-then-class-iou-v1,lag1,1,258,255,652,11,633,1,398,7,0.3911042944785276,0.14285714285714285,0.6363636363636364,0.09090909090909091,0.002512562814070352,0.4075829383886256,8,47
development_common_h5_canonical,FH-CONT,877fbc4920eca67796a1a941aee291dfdc475be24818d603b530c8230d207724,45,45,native,4,47,lag1-route-then-class-iou-v1,lag1,1,368,358,993,28,948,4,639,21,0.3605236656596173,0.047619047619047616,0.75,0.03571428571428571,0.006259780907668232,0.3881856540084388,8,47
development_common_h5_canonical,FH-CONT,877fbc4920eca67796a1a941aee291dfdc475be24818d603b530c8230d207724,45,45,native,5,47,lag1-route-then-class-iou-v1,lag1,1,498,487,1341,45,1267,6,860,35,0.36316181953765847,0.02857142857142857,0.7777777777777778,0.022222222222222223,0.0069767441860465115,0.3930544593528019,8,47
