population_id,variant,checkpoint_sha256,reference_id,T,t_mAP,t_mAP50,t_mAP25,t_REC,prefix_overall_mAP,direct_current_AP,master_count,order_count
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,10b17940-3938-2467-8a7a-958300ba83d3,2,0.30925002694129944,0.39597877860069275,0.4489597678184509,0.49503180384635925,0.391099214553833,0.49827396869659424,10,30
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,10b17940-3938-2467-8a7a-958300ba83d3,3,0.16285686194896698,0.22833411395549774,0.2856099307537079,0.35533085465431213,0.30154210329055786,0.4946821331977844,10,30
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,10b17940-3938-2467-8a7a-958300ba83d3,4,0.10802601277828217,0.15669609606266022,0.20632104575634003,0.23781901597976685,0.2766686975955963,0.5033532381057739,10,30
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,10b17940-3938-2467-8a7a-958300ba83d3,5,0.07024573534727097,0.10569580644369125,0.1516125649213791,0.1684800535440445,0.24802224338054657,0.5697664618492126,10,30
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,137a8158-1db5-2cc0-8003-31c12610471e,2,0.26884594559669495,0.41713377833366394,0.6093602180480957,0.3809589147567749,0.3483470380306244,0.40284934639930725,12,36
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,137a8158-1db5-2cc0-8003-31c12610471e,3,0.1643608659505844,0.29610300064086914,0.4585874378681183,0.290913462638855,0.2771965563297272,0.3936701714992523,12,36
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,137a8158-1db5-2cc0-8003-31c12610471e,4,0.108216792345047,0.1957346349954605,0.3494255542755127,0.19429346919059753,0.23282983899116516,0.36313849687576294,12,36
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,137a8158-1db5-2cc0-8003-31c12610471e,5,0.06750360131263733,0.13832128047943115,0.24320071935653687,0.14108441770076752,0.1976451575756073,0.3409442603588104,12,36
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,280d8ebb-6cc6-2788-9153-98959a2da801,2,0.39064744114875793,0.6132506728172302,0.729880690574646,0.4816927909851074,0.5302954316139221,0.5916821360588074,5,15
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,280d8ebb-6cc6-2788-9153-98959a2da801,3,0.31372085213661194,0.5500009059906006,0.6015730500221252,0.40737608075141907,0.45102226734161377,0.5905771851539612,5,15
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,280d8ebb-6cc6-2788-9153-98959a2da801,4,0.21264222264289856,0.390238493680954,0.46048927307128906,0.31962963938713074,0.3422050476074219,0.57526695728302,5,15
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,280d8ebb-6cc6-2788-9153-98959a2da801,5,0.15860985219478607,0.28521546721458435,0.3629988729953766,0.2367592602968216,0.30673250555992126,0.5532870292663574,5,15
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,5630cfcf-12bf-2860-8784-83d28a611a83,2,0.3295556902885437,0.4665369987487793,0.8161839842796326,0.4109211564064026,0.39996522665023804,0.3963227868080139,5,15
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,5630cfcf-12bf-2860-8784-83d28a611a83,3,0.23908545076847076,0.34982049465179443,0.7153158783912659,0.31975308060646057,0.353745698928833,0.42480260133743286,5,15
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,5630cfcf-12bf-2860-8784-83d28a611a83,4,0.170738086104393,0.2213234305381775,0.6358388662338257,0.24855966866016388,0.3271922171115875,0.34570541977882385,5,15
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,5630cfcf-12bf-2860-8784-83d28a611a83,5,0.1606486290693283,0.2240411937236786,0.5893486142158508,0.2028806507587433,0.3190370202064514,0.3780938684940338,5,15
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,8eabc45f-5af7-2f32-8528-640861d2a135,2,0.2940412759780884,0.5187190175056458,0.6903168559074402,0.4728582799434662,0.38241612911224365,0.4195307493209839,5,15
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,8eabc45f-5af7-2f32-8528-640861d2a135,3,0.1893187314271927,0.309398353099823,0.536805272102356,0.39158034324645996,0.32863083481788635,0.4868830442428589,5,15
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,8eabc45f-5af7-2f32-8528-640861d2a135,4,0.03993533179163933,0.07976064085960388,0.27854007482528687,0.2520550489425659,0.15976575016975403,0.3759802579879761,5,15
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,8eabc45f-5af7-2f32-8528-640861d2a135,5,0.011174337938427925,0.028748029842972755,0.21782277524471283,0.10980817675590515,0.13394948840141296,0.44342780113220215,5,15
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,ddc73797-765b-241a-9e2c-097c5989baf6,2,0.18655072152614594,0.33073681592941284,0.433247447013855,0.3070395886898041,0.2802509069442749,0.3280338644981384,6,18
