population_id,variant,checkpoint_sha256,reference_id,T,t_mAP,t_mAP50,t_mAP25,t_REC,prefix_overall_mAP,direct_current_AP,master_count,order_count
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,ddc73797-765b-241a-9e2c-097c5989baf6,3,0.08742867410182953,0.18403902649879456,0.2864362895488739,0.1846507042646408,0.21030424535274506,0.36108967661857605,6,18
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,ddc73797-765b-241a-9e2c-097c5989baf6,4,0.04581708461046219,0.09756925702095032,0.16762474179267883,0.12226692587137222,0.18730737268924713,0.3462533950805664,6,18
protocol_b_43_masters_3_orders,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,ddc73797-765b-241a-9e2c-097c5989baf6,5,0.01487391721457243,0.039019033312797546,0.08686061203479767,0.05828340724110603,0.15335309505462646,0.30402687191963196,6,18
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,10b17940-3938-2467-8a7a-958300ba83d3,2,0.30784478783607483,0.3945139944553375,0.4706820845603943,0.4838651418685913,0.40304121375083923,0.49091818928718567,10,30
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,10b17940-3938-2467-8a7a-958300ba83d3,3,0.12717647850513458,0.188120037317276,0.23237091302871704,0.29492777585983276,0.24160438776016235,0.4764992594718933,10,30
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,10b17940-3938-2467-8a7a-958300ba83d3,4,0.06633218377828598,0.09907220304012299,0.13186216354370117,0.16337370872497559,0.1583828330039978,0.5161384344100952,10,30
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,10b17940-3938-2467-8a7a-958300ba83d3,5,0.040022220462560654,0.05687505006790161,0.07617445290088654,0.11172998696565628,0.11589862406253815,0.5818046927452087,10,30
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,137a8158-1db5-2cc0-8003-31c12610471e,2,0.26727616786956787,0.4119803309440613,0.6073065996170044,0.37405917048454285,0.3411456346511841,0.4088021516799927,12,36
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,137a8158-1db5-2cc0-8003-31c12610471e,3,0.09025612473487854,0.16899774968624115,0.2629736661911011,0.2236672043800354,0.17882120609283447,0.4024805724620819,12,36
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,137a8158-1db5-2cc0-8003-31c12610471e,4,0.01779315620660782,0.03392450138926506,0.09183035045862198,0.09870360046625137,0.08189160376787186,0.3546675443649292,12,36
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,137a8158-1db5-2cc0-8003-31c12610471e,5,0.006460894830524921,0.018965860828757286,0.045689962804317474,0.049267154186964035,0.04594236984848976,0.32247358560562134,12,36
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,280d8ebb-6cc6-2788-9153-98959a2da801,2,0.3932216763496399,0.6529557704925537,0.7284912467002869,0.4929054081439972,0.5390943288803101,0.5968438386917114,5,15
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,280d8ebb-6cc6-2788-9153-98959a2da801,3,0.3133901059627533,0.558432936668396,0.6105626821517944,0.4246779978275299,0.423931360244751,0.5119001269340515,5,15
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,280d8ebb-6cc6-2788-9153-98959a2da801,4,0.15209698677062988,0.2863239645957947,0.3272448778152466,0.3131944537162781,0.2574104070663452,0.48972150683403015,5,15
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,280d8ebb-6cc6-2788-9153-98959a2da801,5,0.10108388215303421,0.1898999810218811,0.23512260615825653,0.22458335757255554,0.18785083293914795,0.49611154198646545,5,15
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,5630cfcf-12bf-2860-8784-83d28a611a83,2,0.3183897137641907,0.41735371947288513,0.7379128932952881,0.36970558762550354,0.38018083572387695,0.42284533381462097,5,15
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,5630cfcf-12bf-2860-8784-83d28a611a83,3,0.17397423088550568,0.21568255126476288,0.49874284863471985,0.2534979581832886,0.23671722412109375,0.4166662096977234,5,15
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,5630cfcf-12bf-2860-8784-83d28a611a83,4,0.0982595682144165,0.11574193090200424,0.3362821340560913,0.18888887763023376,0.16144970059394836,0.3686573803424835,5,15
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,5630cfcf-12bf-2860-8784-83d28a611a83,5,0.0557476282119751,0.06163293868303299,0.21548068523406982,0.1209876537322998,0.1020389050245285,0.39333978295326233,5,15
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,8eabc45f-5af7-2f32-8528-640861d2a135,2,0.2857402563095093,0.43420132994651794,0.7260804176330566,0.4860113561153412,0.3806918263435364,0.41003286838531494,5,15
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,8eabc45f-5af7-2f32-8528-640861d2a135,3,0.15322303771972656,0.23335596919059753,0.472514271736145,0.3511931598186493,0.24224257469177246,0.4280944764614105,5,15
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,8eabc45f-5af7-2f32-8528-640861d2a135,4,0.07131942361593246,0.1312476396560669,0.28138214349746704,0.22376807034015656,0.12805765867233276,0.41641125082969666,5,15
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,8eabc45f-5af7-2f32-8528-640861d2a135,5,0.01286579854786396,0.05715619772672653,0.17765899002552032,0.07018452137708664,0.04336074739694595,0.4342387616634369,5,15
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,ddc73797-765b-241a-9e2c-097c5989baf6,2,0.176283061504364,0.34837523102760315,0.4437906742095947,0.289754182100296,0.27745282649993896,0.3081434369087219,6,18
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,ddc73797-765b-241a-9e2c-097c5989baf6,3,0.04318314418196678,0.10796868056058884,0.18055357038974762,0.15837101638317108,0.1312236189842224,0.34243738651275635,6,18
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,ddc73797-765b-241a-9e2c-097c5989baf6,4,0.015674829483032227,0.03392238914966583,0.07738252729177475,0.09280262142419815,0.10171137005090714,0.33810871839523315,6,18
protocol_b_43_masters_3_orders,FH-CONT,6672569c9524d38a0f932c9d8351d6606b9b26a574236a59d4799f225178d4f5,ddc73797-765b-241a-9e2c-097c5989baf6,5,0.0038678450509905815,0.008333984762430191,0.02620033733546734,0.052764713764190674,0.055268578231334686,0.27359557151794434,6,18
