method,reference_scene_id,master_sequence_id,order_id,horizon,causal_prefix_t_mAP,causal_prefix_t_mAP50,causal_prefix_t_mAP25,causal_prefix_t_REC,causal_prefix_t_REC50,causal_prefix_t_REC25,current_stage_AP,current_stage_AP50,current_stage_AP25,current_stage_REC,deployment_id_switches,identity_transition_opportunities,fragmentation_count,fragmentation_opportunities,merge_count,merge_opportunities,gap_opportunities,recovery_attempts,correct_recoveries,normalized_id_switch_rate,fragmentation_rate,merge_rate,gap_recovery_accuracy,gap_recovery_recall,update_scan_count,update_point_count,cumulative_scan_count
FullHistory,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,reverse,2,0.380748450756073,0.71875,0.788876473903656,0.3888888955116272,0.71875,0.8125,0.6320609450340271,0.8441042900085449,0.9071428179740906,0.6719576716423035,6,6,6,6,0,0,0,0,0,1.0,1.0,,,,2,126687,2
Persist4D-V2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,reverse,2,0.3957146406173706,0.71875,0.7552083730697632,0.4097222089767456,0.71875,0.7708333730697632,0.6322751641273499,0.8333333730697632,0.8908730149269104,0.6613757014274597,0,6,0,6,0,6,0,0,0,0.0,0.0,0.0,,,2,36435,2
FullHistory,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,reverse,3,0.12067902088165283,0.2593750059604645,0.2628472149372101,0.17083331942558289,0.3062500059604645,0.3270833492279053,0.5577600598335266,0.6448412537574768,0.7023810148239136,0.6640211939811707,11,11,14,14,0,0,10,2,0,1.0,1.0,,0.0,0.0,3,191203,5
Persist4D-V2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,reverse,3,0.2465277761220932,0.5625,0.5687500238418579,0.2465277761220932,0.5625,0.5874999761581421,0.6162036657333374,0.7341269850730896,0.7817460298538208,0.7010582089424133,3,11,3,14,1,12,10,2,2,0.2727272727272727,0.21428571428571427,0.08333333333333333,1.0,0.2,2,64516,4
FullHistory,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,reverse,4,0.16458334028720856,0.2750000059604645,0.41718751192092896,0.16458334028720856,0.2750000059604645,0.4312500059604645,0.596058189868927,0.7833333015441895,0.8854166865348816,0.6500000357627869,16,16,19,19,0,0,10,2,0,1.0,1.0,,0.0,0.0,4,230724,9
Persist4D-V2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,reverse,4,0.15625,0.4375,0.4437499940395355,0.15625,0.4375,0.4625000059604645,0.5879629254341125,0.7916666269302368,0.8999999761581421,0.7333333492279053,4,15,4,19,3,18,10,2,2,0.26666666666666666,0.21052631578947367,0.16666666666666666,1.0,0.2,2,39521,6
FullHistory,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,reverse,5,0.0393105186522007,0.0881696417927742,0.2678571343421936,0.0471230186522007,0.1116071417927742,0.2678571343421936,0.25202545523643494,0.4470486044883728,0.6494791507720947,0.32275134325027466,19,19,27,27,3,3,21,6,0,1.0,1.0,1.0,0.0,0.0,5,315590,14
Persist4D-V2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,reverse,5,0.0486111119389534,0.3125,0.3125,0.0486111119389534,0.3125,0.3125,0.17430554330348969,0.4798611104488373,0.6439236402511597,0.20787037909030914,5,17,4,26,3,25,21,7,5,0.29411764705882354,0.15384615384615385,0.12,0.7142857142857143,0.23809523809523808,2,84866,8
FullHistory,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,sha256_seed45,2,0.45568788051605225,0.4742063581943512,0.5436508059501648,0.4920634925365448,0.5238094925880432,0.5833333730697632,0.5171957612037659,0.555555522441864,0.64384925365448,0.579365074634552,3,3,3,3,0,0,0,0,0,1.0,1.0,,,,2,104037,2
Persist4D-V2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,sha256_seed45,2,0.415019690990448,0.4445611834526062,0.52182537317276,0.5052910447120667,0.5476190447807312,0.6071428656578064,0.5403439402580261,0.5853174924850464,0.6846655607223511,0.6759259104728699,0,3,0,3,1,4,0,0,0,0.0,0.0,0.25,,,2,64516,2
FullHistory,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,sha256_seed45,3,0.1725732535123825,0.3142857253551483,0.36815476417541504,0.17936506867408752,0.3142857253551483,0.37857145071029663,0.5899471044540405,0.8333333730697632,0.9523810148239136,0.5899471044540405,7,7,7,7,1,1,0,0,0,1.0,1.0,1.0,,,3,140472,5
Persist4D-V2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,sha256_seed45,3,0.1587301641702652,0.2857142984867096,0.3211309611797333,0.1587301641702652,0.2857142984867096,0.3738095462322235,0.5681217312812805,0.8333333730697632,0.8809524178504944,0.6534391641616821,0,7,1,8,2,9,0,0,0,0.0,0.125,0.2222222222222222,,,2,36435,4
FullHistory,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,sha256_seed45,4,0.20972222089767456,0.3531250059604645,0.40026041865348816,0.29305556416511536,0.4000000059604645,0.45625001192092896,0.42168208956718445,0.7829861044883728,0.8142361044883728,0.48148149251937866,13,13,17,17,2,2,10,2,0,1.0,1.0,1.0,0.0,0.0,4,230724,9
Persist4D-V2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,sha256_seed45,4,0.1944444328546524,0.375,0.375,0.2638888955116272,0.375,0.375,0.4773244261741638,0.7480158805847168,0.7894965410232544,0.5960648059844971,1,14,2,18,2,18,10,1,1,0.07142857142857142,0.1111111111111111,0.1111111111111111,1.0,0.1,2,90252,6
FullHistory,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,sha256_seed45,5,0.0514632947742939,0.1662946492433548,0.2209821343421936,0.0749007910490036,0.2366071343421936,0.2678571343421936,0.23528163135051727,0.4626736044883728,0.6267361044883728,0.34391534328460693,20,20,25,25,4,4,10,2,0,1.0,1.0,1.0,0.0,0.0,5,315590,14
Persist4D-V2,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_11-scene0079_10-scene0079_02-scene0079_08-scene0079_00,sha256_seed45,5,0.0416666679084301,0.125,0.125,0.0416666679084301,0.125,0.125,0.2253086268901825,0.4548611044883728,0.5104166865348816,0.2847222089767456,1,22,2,26,2,26,10,1,1,0.045454545454545456,0.07692307692307693,0.07692307692307693,1.0,0.1,2,84866,8
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,2,0.35384833812713623,0.5354166626930237,0.6195833683013916,0.3930555582046509,0.5562499761581421,0.668749988079071,0.5563271641731262,0.7939814925193787,0.9606481194496155,0.6100629568099976,5,5,5,5,2,2,0,0,0,1.0,1.0,1.0,,,2,184174,2
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,2,0.3571469783782959,0.5171874761581421,0.5378645658493042,0.4097222089767456,0.59375,0.668749988079071,0.5668724179267883,0.8171296119689941,0.9837962985038757,0.6037735939025879,1,5,1,5,0,4,0,0,0,0.2,0.2,0.0,,,2,85374,2
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,3,0.306741863489151,0.4752604365348816,0.55859375,0.408730149269104,0.6071428656578064,0.735714316368103,0.5609568357467651,0.9583333134651184,1.0,0.6342592835426331,13,13,13,13,3,3,2,0,0,1.0,1.0,1.0,,0.0,3,265887,5
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,3,0.3534432649612427,0.5208333134651184,0.5661458373069763,0.3854166567325592,0.5625,0.612500011920929,0.5324074029922485,0.8333333134651184,1.0,0.6435185074806213,2,13,2,13,1,12,2,0,0,0.15384615384615385,0.15384615384615385,0.08333333333333333,,0.0,2,81713,4
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,4,0.3160879611968994,0.4463541507720947,0.565625011920929,0.41190478205680847,0.5999999642372131,0.699999988079071,0.6491768956184387,1.0,1.0,0.7037037014961243,21,21,21,21,6,6,2,0,0,1.0,1.0,1.0,,0.0,4,326452,9
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,4,0.33645832538604736,0.5179687738418579,0.5609375238418579,0.3645833432674408,0.5625,0.612500011920929,0.707561731338501,0.9189814925193787,0.9837962985038757,0.7839505672454834,2,18,2,19,2,19,2,0,0,0.1111111111111111,0.10526315789473684,0.10526315789473684,,0.0,2,60565,6
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,5,0.297247052192688,0.4936755895614624,0.5885416269302368,0.3650793731212616,0.6071428656578064,0.7785714268684387,0.500647246837616,0.7898809313774109,0.8648809790611267,0.5515872836112976,27,27,33,34,10,11,12,7,0,1.0,0.9705882352941176,0.9090909090909091,0.0,0.0,5,454986,14
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,canonical,5,0.21238425374031067,0.3958333134651184,0.4364583492279053,0.25,0.46875,0.518750011920929,0.42970696091651917,0.7142857313156128,0.8571428656578064,0.4682539701461792,2,23,2,30,2,30,12,5,5,0.08695652173913043,0.06666666666666667,0.06666666666666667,1.0,0.4166666666666667,2,128534,8
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,reverse,2,0.4115174114704132,0.605654776096344,0.6934523582458496,0.4642857015132904,0.6785714030265808,0.7857142686843872,0.6697531342506409,0.7824074625968933,0.9518518447875977,0.7160494327545166,4,4,4,4,0,0,0,0,0,1.0,1.0,,,,2,189099,2
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,reverse,2,0.38657405972480774,0.5553570985794067,0.6416667103767395,0.4444444477558136,0.6428571343421936,0.75,0.6635802984237671,0.7731481194496155,0.9425926208496094,0.7160494327545166,1,4,1,4,1,4,0,0,0,0.25,0.25,0.25,,,2,60565,2
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,reverse,3,0.3531745970249176,0.6428571343421936,0.7178571820259094,0.3650793731212616,0.6428571343421936,0.7428570985794067,0.48441359400749207,0.8256945013999939,0.9906249642372131,0.6527777910232544,10,10,12,12,2,2,3,1,0,1.0,1.0,1.0,0.0,0.0,3,270812,5
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,reverse,3,0.32556214928627014,0.5252975821495056,0.5999999642372131,0.3730159103870392,0.5999999642372131,0.6714285612106323,0.6060957312583923,1.0,1.0,0.6620370149612427,2,10,1,12,3,14,3,1,1,0.2,0.08333333333333333,0.21428571428571427,1.0,0.3333333333333333,2,81713,4
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,reverse,4,0.3149305582046509,0.5708333253860474,0.6382812261581421,0.40317463874816895,0.7071428298950195,0.7785714268684387,0.5985082983970642,1.0,1.0,0.6635802984237671,20,20,22,22,4,4,3,1,0,1.0,1.0,1.0,0.0,0.0,4,356186,9
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,reverse,4,0.23625580966472626,0.3971354067325592,0.4911458492279053,0.3125,0.5285714268684387,0.5999999642372131,0.5969650149345398,0.875,0.875,0.6820988059043884,2,18,1,20,3,22,3,1,1,0.1111111111111111,0.05,0.13636363636363635,1.0,0.3333333333333333,2,85374,6
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,reverse,5,0.31460192799568176,0.5390625,0.7158854007720947,0.3812500238418579,0.6187499761581421,0.7437499761581421,0.4605034589767456,0.7083333134651184,0.8177083730697632,0.5493056178092957,27,27,35,36,9,10,12,8,1,1.0,0.9722222222222222,0.9,0.125,0.08333333333333333,5,454986,14
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,reverse,5,0.2109375,0.3203125,0.3401041626930237,0.24609375,0.3928571343421936,0.4928571581840515,0.38668981194496155,0.5588541626930237,0.7052083015441895,0.5555556416511536,3,22,2,29,3,30,12,6,6,0.13636363636363635,0.06896551724137931,0.1,1.0,0.5,2,98800,8
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,sha256_seed45,2,0.31979167461395264,0.4281249940395355,0.5364583134651184,0.4142857491970062,0.5642856955528259,0.699999988079071,0.5266203880310059,0.8333333134651184,1.0,0.5462962985038757,5,5,5,5,0,0,0,0,0,1.0,1.0,,,,2,180513,2
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,sha256_seed45,2,0.32392942905426025,0.4479166567325592,0.5229166746139526,0.4404761791229248,0.6428571343421936,0.7285714149475098,0.5034722685813904,0.8333333134651184,1.0,0.5648148059844971,1,5,1,5,1,5,0,0,0,0.2,0.2,0.2,,,2,81713,2
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,sha256_seed45,3,0.303935170173645,0.4635416567325592,0.6177083253860474,0.4015873074531555,0.6714285612106323,0.7714285850524902,0.5686728358268738,0.7939814925193787,0.9606481194496155,0.6572327017784119,12,13,12,13,2,3,0,0,0,0.9230769230769231,0.9230769230769231,0.6666666666666666,,,3,265887,5
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,sha256_seed45,3,0.3376157581806183,0.4919270873069763,0.598437488079071,0.4404761791229248,0.6428571343421936,0.7285714149475098,0.6177983283996582,1.0,1.0,0.6820988059043884,1,13,1,13,1,13,0,0,0,0.07692307692307693,0.07692307692307693,0.07692307692307693,,,2,85374,4
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,sha256_seed45,4,0.29737600684165955,0.5350520610809326,0.6302083134651184,0.3326388895511627,0.581250011920929,0.706250011920929,0.49054229259490967,0.7705357670783997,0.8764881491661072,0.567460298538208,19,20,22,26,5,9,9,6,1,0.95,0.8461538461538461,0.5555555555555556,0.16666666666666666,0.1111111111111111,4,394421,9
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,sha256_seed45,4,0.203125,0.390625,0.3968749940395355,0.25,0.4375,0.5285714268684387,0.3229166567325592,0.5922619104385376,0.8824405074119568,0.4404761791229248,2,20,2,23,3,24,9,3,2,0.1,0.08695652173913043,0.125,0.6666666666666666,0.2222222222222222,2,128534,6
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,sha256_seed45,5,0.24189813435077667,0.4166666865348816,0.6332160234451294,0.3284722566604614,0.5562499761581421,0.8785714507102966,0.635596752166748,0.875,0.875,0.790123462677002,24,26,29,34,5,10,9,6,1,0.9230769230769231,0.8529411764705882,0.5,0.16666666666666666,0.1111111111111111,5,454986,14
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,sha256_seed45,5,0.21875,0.390625,0.390625,0.25,0.4375,0.5,0.6625514030456543,0.7962962985038757,0.9518518447875977,0.7160494327545166,3,25,2,29,4,31,9,3,2,0.12,0.06896551724137931,0.12903225806451613,0.6666666666666666,0.2222222222222222,2,60565,8
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,canonical,2,0.3626157343387604,0.5666666626930237,0.6330729126930237,0.3958333432674408,0.59375,0.6875,0.45899468660354614,0.7395833730697632,0.874404788017273,0.5158730149269104,4,4,4,4,1,1,0,0,0,1.0,1.0,1.0,,,2,189099,2
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,canonical,2,0.3553240895271301,0.5833333134651184,0.6822916269302368,0.4285714328289032,0.7142857313156128,0.8214285969734192,0.44161173701286316,0.7142857313156128,0.8571428656578064,0.4682539701461792,0,4,0,4,1,5,0,0,0,0.0,0.0,0.2,,,2,128534,2
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,canonical,3,0.3125000298023224,0.4856770932674408,0.5377604365348816,0.380952388048172,0.6071428656578064,0.75,0.40424516797065735,0.6458333134651184,0.7094345092773438,0.5357142686843872,12,13,14,15,2,3,0,0,0,0.9230769230769231,0.9333333333333333,0.6666666666666666,,,3,287899,5
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,canonical,3,0.2142360955476761,0.3453125059604645,0.44843751192092896,0.21944443881511688,0.3687500059604645,0.518750011920929,0.4886574149131775,0.7479166388511658,0.8354166150093079,0.5291666388511658,0,13,1,15,1,15,0,0,0,0.0,0.06666666666666667,0.06666666666666667,,,2,98800,4
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,canonical,4,0.2775752544403076,0.48385417461395264,0.6219270825386047,0.35555556416511536,0.6357142329216003,0.8071428537368774,0.5334362387657166,0.8587962985038757,0.8587962985038757,0.6080246567726135,19,20,23,24,5,6,0,0,0,0.95,0.9583333333333334,0.8333333333333334,,,4,373273,9
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,canonical,4,0.2142360955476761,0.3453125059604645,0.44843751192092896,0.21944443881511688,0.3687500059604645,0.518750011920929,0.5668724775314331,0.8333333134651184,1.0,0.6037735939025879,1,20,2,23,2,23,0,0,0,0.05,0.08695652173913043,0.08695652173913043,,,2,85374,6
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,canonical,5,0.28680554032325745,0.5171874761581421,0.6736979484558105,0.3611111044883728,0.6071428656578064,0.8499999642372131,0.46733900904655457,0.9776785969734192,0.9776785969734192,0.6712962985038757,28,29,32,33,9,10,2,0,0,0.9655172413793104,0.9696969696969697,0.9,,0.0,5,454986,14
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,canonical,5,0.203125,0.3203125,0.4281249940395355,0.2083333283662796,0.34375,0.4937500059604645,0.528742253780365,0.8333333134651184,1.0,0.6435185074806213,2,28,2,31,3,32,2,0,0,0.07142857142857142,0.06451612903225806,0.09375,,0.0,2,81713,8
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,reverse,2,0.49150529503822327,0.6804924011230469,1.0,0.5879629850387573,0.8333333134651184,1.0,0.5980077385902405,1.0,1.0,0.6697531342506409,8,8,8,8,0,0,0,0,0,1.0,1.0,,,,2,167087,2
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,reverse,2,0.4783172607421875,0.7532971501350403,0.9209027290344238,0.49537035822868347,0.7916666865348816,0.9583333134651184,0.6177983283996582,1.0,1.0,0.6820988059043884,0,8,0,8,0,8,0,0,0,0.0,0.0,0.0,,,2,85374,2
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,reverse,3,0.3178635537624359,0.5295218229293823,0.596875011920929,0.4484127163887024,0.735714316368103,0.735714316368103,0.37600088119506836,0.6122222542762756,0.6718750596046448,0.5603175163269043,12,13,11,13,1,3,2,0,0,0.9230769230769231,0.8461538461538461,0.3333333333333333,,0.0,3,265887,5
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,reverse,3,0.31116896867752075,0.4046874940395355,0.534375011920929,0.4214285910129547,0.5642856955528259,0.6642857193946838,0.3620370328426361,0.5151041746139526,0.6406250596046448,0.5555556416511536,1,12,1,12,1,12,2,0,0,0.08333333333333333,0.08333333333333333,0.08333333333333333,,0.0,2,98800,4
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,reverse,4,0.3043650686740875,0.5210193395614624,0.6302083134651184,0.3513888716697693,0.581250011920929,0.706250011920929,0.5037792921066284,0.7797619104385376,0.8764881491661072,0.579365074634552,21,22,22,24,3,5,2,0,0,0.9545454545454546,0.9166666666666666,0.6,,0.0,4,394421,9
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,reverse,4,0.20156250894069672,0.2953124940395355,0.36250001192092896,0.3023809492588043,0.4928571581840515,0.5214285850524902,0.47850531339645386,0.8214285969734192,0.9446429014205933,0.579365074634552,2,21,3,24,1,22,2,0,0,0.09523809523809523,0.125,0.045454545454545456,,0.0,2,128534,6
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,reverse,5,0.25578704476356506,0.4153645932674408,0.612500011920929,0.3611111044883728,0.53125,0.7785714268684387,0.567078173160553,0.8175926208496094,0.8356481194496155,0.7283950448036194,27,28,29,31,5,7,2,0,0,0.9642857142857143,0.9354838709677419,0.7142857142857143,,0.0,5,454986,14
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,reverse,5,0.22239583730697632,0.3421874940395355,0.3421874940395355,0.3023809492588043,0.4928571581840515,0.4928571581840515,0.6291152238845825,0.7453703880310059,0.9009259343147278,0.7160494327545166,3,26,3,30,2,29,2,0,0,0.11538461538461539,0.1,0.06896551724137931,,0.0,2,60565,8
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,sha256_seed45,2,0.31979167461395264,0.4281249940395355,0.5364583134651184,0.4142857491970062,0.5642856955528259,0.699999988079071,0.5266203880310059,0.8333333134651184,1.0,0.5462962985038757,5,5,5,5,0,0,0,0,0,1.0,1.0,,,,2,180513,2
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,sha256_seed45,2,0.32392942905426025,0.4479166567325592,0.5229166746139526,0.4404761791229248,0.6428571343421936,0.7285714149475098,0.5034722685813904,0.8333333134651184,1.0,0.5648148059844971,1,5,1,5,1,5,0,0,0,0.2,0.2,0.2,,,2,81713,2
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,sha256_seed45,3,0.303935170173645,0.4635416567325592,0.6177083253860474,0.4015873074531555,0.6714285612106323,0.7714285850524902,0.5686728358268738,0.7939814925193787,0.9606481194496155,0.6572327017784119,12,13,12,13,2,3,0,0,0,0.9230769230769231,0.9230769230769231,0.6666666666666666,,,3,265887,5
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,sha256_seed45,3,0.3376157581806183,0.4919270873069763,0.598437488079071,0.4404761791229248,0.6428571343421936,0.7285714149475098,0.6177983283996582,1.0,1.0,0.6820988059043884,1,13,1,13,1,13,0,0,0,0.07692307692307693,0.07692307692307693,0.07692307692307693,,,2,85374,4
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,sha256_seed45,4,0.29737600684165955,0.5350520610809326,0.6302083134651184,0.3326388895511627,0.581250011920929,0.706250011920929,0.49054229259490967,0.7705357670783997,0.8764881491661072,0.567460298538208,19,20,22,26,5,9,9,6,1,0.95,0.8461538461538461,0.5555555555555556,0.16666666666666666,0.1111111111111111,4,394421,9
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,sha256_seed45,4,0.203125,0.390625,0.3968749940395355,0.25,0.4375,0.5285714268684387,0.3229166567325592,0.5922619104385376,0.8824405074119568,0.4404761791229248,2,20,2,23,3,24,9,3,2,0.1,0.08695652173913043,0.125,0.6666666666666666,0.2222222222222222,2,128534,6
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,sha256_seed45,5,0.24189813435077667,0.4166666865348816,0.6332160234451294,0.3284722566604614,0.5562499761581421,0.8785714507102966,0.635596752166748,0.875,0.875,0.790123462677002,24,26,29,34,5,10,9,6,1,0.9230769230769231,0.8529411764705882,0.5,0.16666666666666666,0.1111111111111111,5,454986,14
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_01-scene0119_04-scene0119_00-scene0119_02-scene0119_03,sha256_seed45,5,0.21875,0.390625,0.390625,0.25,0.4375,0.5,0.6625514030456543,0.7962962985038757,0.9518518447875977,0.7160494327545166,3,25,2,29,4,31,9,3,2,0.12,0.06896551724137931,0.12903225806451613,0.6666666666666666,0.2222222222222222,2,60565,8
FullHistory,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00,canonical,2,0.5262345671653748,0.7083333134651184,1.0,0.6111111044883728,0.8333333134651184,1.0,0.5632715821266174,0.8333333134651184,1.0,0.6342592835426331,7,7,7,7,0,0,0,0,0,1.0,1.0,,,,2,167087,2
Persist4D-V2,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_02-scene0119_03-scene0119_01-scene0119_04-scene0119_00,canonical,2,0.4544753432273865,0.5954861044883728,0.928819477558136,0.46296295523643494,0.625,0.9583333134651184,0.5738810896873474,0.8333333134651184,1.0,0.6435185074806213,0,7,0,7,0,7,0,0,0,0.0,0.0,0.0,,,2,81713,2
