method,reference_scene_id,master_sequence_id,order_id,horizon,causal_prefix_t_mAP,causal_prefix_t_mAP50,causal_prefix_t_mAP25,causal_prefix_t_REC,causal_prefix_t_REC50,causal_prefix_t_REC25,current_stage_AP,current_stage_AP50,current_stage_AP25,current_stage_REC,deployment_id_switches,identity_transition_opportunities,fragmentation_count,fragmentation_opportunities,merge_count,merge_opportunities,gap_opportunities,recovery_attempts,correct_recoveries,normalized_id_switch_rate,fragmentation_rate,merge_rate,gap_recovery_accuracy,gap_recovery_recall,update_scan_count,update_point_count,cumulative_scan_count
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,canonical,4,0.28703704476356506,0.5138888955116272,0.5138888955116272,0.3395061790943146,0.5555555820465088,0.5555555820465088,0.5320020914077759,0.7222222089767456,0.9166666865348816,0.6172839403152466,0,10,0,12,0,12,2,2,2,0.0,0.0,0.0,1.0,1.0,2,38980,6
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,canonical,5,0.1111111119389534,0.1805555522441864,0.18611110746860504,0.14814814925193787,0.2222222238779068,0.3333333432674408,0.5540123581886292,0.694444477558136,1.0,0.7222222089767456,13,13,16,16,1,1,2,2,0,1.0,1.0,1.0,0.0,0.0,5,174917,14
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,canonical,5,0.21279148757457733,0.4027777910232544,0.4027777910232544,0.26543208956718445,0.4444444477558136,0.4444444477558136,0.5509259104728699,0.7083333134651184,0.75,0.7037037014961243,0,13,0,15,0,15,2,2,2,0.0,0.0,0.0,1.0,1.0,2,27755,8
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,reverse,2,0.31003084778785706,0.4722222089767456,0.5833333134651184,0.3580246865749359,0.5555555820465088,0.6666666865348816,0.5585905313491821,0.7777777910232544,0.8888888955116272,0.5679012537002563,2,3,2,3,0,1,0,0,0,0.6666666666666666,0.6666666666666666,0.0,,,2,66735,2
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,reverse,2,0.2822016477584839,0.4314814805984497,0.4314814805984497,0.35185185074806213,0.5555555820465088,0.5555555820465088,0.4836493134498596,0.6388888955116272,0.7222222089767456,0.7222222089767456,0,3,0,3,0,3,0,0,0,0.0,0.0,0.0,,,2,38980,2
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,reverse,3,0.30274972319602966,0.3888888955116272,0.5277777910232544,0.3086419701576233,0.3888888955116272,0.6111111044883728,0.7023809552192688,0.8214285969734192,0.8214285969734192,0.7857142686843872,6,7,6,7,1,2,0,0,0,0.8571428571428571,0.8571428571428571,0.5,,,3,99180,5
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,reverse,3,0.269345223903656,0.3998015820980072,0.3998015820980072,0.31481480598449707,0.4444444477558136,0.4444444477558136,0.783730149269104,0.9285714030265808,1.0,0.8333333134651184,0,8,0,8,0,8,0,0,0,0.0,0.0,0.0,,,2,32445,4
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,reverse,4,0.19868826866149902,0.3402777910232544,0.4791666567325592,0.2530864179134369,0.3888888955116272,0.6111111044883728,0.5745885372161865,0.7916666865348816,0.9166666865348816,0.7345678806304932,11,12,13,14,3,4,2,2,0,0.9166666666666666,0.9285714285714286,0.75,0.0,0.0,4,154346,9
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,reverse,4,0.1975308656692505,0.3888888955116272,0.3888888955116272,0.1975308656692505,0.3888888955116272,0.3888888955116272,0.5600822567939758,0.8518518209457397,0.9074073433876038,0.654321014881134,0,13,0,15,0,15,2,2,2,0.0,0.0,0.0,1.0,1.0,2,55166,6
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,reverse,5,0.20910494029521942,0.4027777910232544,0.5138888955116272,0.2469135820865631,0.4444444477558136,0.5555555820465088,0.5777778029441833,0.800000011920929,1.0,0.5777778029441833,15,16,17,18,3,4,2,2,0,0.9375,0.9444444444444444,0.75,0.0,0.0,5,174917,14
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,reverse,5,0.14814814925193787,0.2777777910232544,0.2777777910232544,0.14814814925193787,0.2777777910232544,0.2777777910232544,0.7185185551643372,0.8199999928474426,0.8500000238418579,0.800000011920929,0,16,0,18,0,18,2,2,2,0.0,0.0,0.0,1.0,1.0,2,20571,8
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,sha256_seed45,2,0.21172839403152466,0.2638888955116272,0.49074071645736694,0.2777777910232544,0.4444444477558136,0.6666666865348816,0.5601851940155029,0.75,0.75,0.7407407164573669,3,3,3,3,1,1,0,0,0,1.0,1.0,1.0,,,2,66735,2
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,sha256_seed45,2,0.3173133134841919,0.46296295523643494,0.4722222089767456,0.3641975224018097,0.5555555820465088,0.5555555820465088,0.5509259104728699,0.7083333134651184,0.75,0.7037037014961243,0,3,0,3,0,3,0,0,0,0.0,0.0,0.0,,,2,27755,2
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,sha256_seed45,3,0.2888374626636505,0.5138888955116272,0.5277777910232544,0.327160507440567,0.6111111044883728,0.6111111044883728,0.5974398851394653,0.7870370745658875,0.9027777910232544,0.8333333134651184,6,6,9,9,3,3,4,3,0,1.0,1.0,1.0,0.0,0.0,3,121901,5
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,sha256_seed45,3,0.31481480598449707,0.5,0.5046296119689941,0.31481480598449707,0.5,0.5555555820465088,0.5746992826461792,0.7611110806465149,0.9000000357627869,0.7654321193695068,0,6,1,9,0,8,4,3,2,0.0,0.1111111111111111,0.0,0.6666666666666666,0.5,2,55166,4
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,sha256_seed45,4,0.15432098507881165,0.2361111044883728,0.3472222089767456,0.1913580298423767,0.2777777910232544,0.3888888955116272,0.7583333253860474,1.0,1.0,0.7777777910232544,10,10,13,13,3,3,4,3,0,1.0,1.0,1.0,0.0,0.0,4,142472,9
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,sha256_seed45,4,0.24074074625968933,0.3888888955116272,0.3928571343421936,0.24074074625968933,0.3888888955116272,0.4444444477558136,0.7185185551643372,0.8199999928474426,0.8500000238418579,0.800000011920929,0,9,1,12,0,11,4,3,2,0.0,0.08333333333333333,0.0,0.6666666666666666,0.5,2,20571,6
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,sha256_seed45,5,0.14853395521640778,0.2795138955116272,0.4027777910232544,0.16049382090568542,0.3333333432674408,0.4444444477558136,0.72817462682724,0.8214285969734192,0.8214285969734192,0.817460298538208,13,13,18,19,6,7,8,5,0,1.0,0.9473684210526315,0.8571428571428571,0.0,0.0,5,174917,14
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_07-scene0069_00-scene0069_02-scene0069_04-scene0069_03,sha256_seed45,5,0.24074074625968933,0.3888888955116272,0.3916666805744171,0.24074074625968933,0.3888888955116272,0.4444444477558136,0.7857142686843872,0.9285714030265808,0.9285714030265808,0.7857142686843872,0,11,1,17,0,16,8,4,3,0.0,0.058823529411764705,0.0,0.75,0.375,2,32445,8
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,canonical,2,0.4285714328289032,0.5714285969734192,0.5714285969734192,0.4285714328289032,0.5714285969734192,0.5714285969734192,0.6000000238418579,0.800000011920929,0.800000011920929,0.6000000238418579,4,4,4,4,0,0,0,0,0,1.0,1.0,,,,2,53730,2
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,canonical,2,0.4285714328289032,0.5714285969734192,0.5714285969734192,0.4285714328289032,0.5714285969734192,0.5714285969734192,0.6000000238418579,0.800000011920929,0.824999988079071,0.6000000238418579,0,4,0,4,0,4,0,0,0,0.0,0.0,0.0,,,2,20571,2
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,canonical,3,0.29681071639060974,0.37962961196899414,0.43518516421318054,0.40123456716537476,0.5555555820465088,0.6111111044883728,0.5833333134651184,0.8611111044883728,0.9166666865348816,0.6666666865348816,7,7,7,7,0,0,2,0,0,1.0,1.0,,,0.0,3,108896,5
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,canonical,3,0.41378599405288696,0.5601851940155029,0.5601851940155029,0.5370370149612427,0.6666666865348816,0.6666666865348816,0.5943415760993958,0.8935185670852661,0.8935185670852661,0.7716049551963806,0,7,0,7,0,7,2,0,0,0.0,0.0,0.0,,0.0,2,55166,4
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,canonical,4,0.21720679104328156,0.2951388955116272,0.3055555522441864,0.3333333432674408,0.4444444477558136,0.4444444477558136,0.7182539701461792,0.8214285969734192,0.8214285969734192,0.8015872836112976,10,10,11,11,1,1,2,0,0,1.0,1.0,1.0,,0.0,4,141341,9
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,canonical,4,0.2997388541698456,0.4583333432674408,0.4722222089767456,0.35185185074806213,0.5,0.5555555820465088,0.7873015403747559,0.9285714030265808,1.0,0.8015872836112976,0,10,0,11,0,11,2,0,0,0.0,0.0,0.0,,0.0,2,32445,6
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,canonical,5,0.07407407462596893,0.1111111119389534,0.125,0.07407407462596893,0.1111111119389534,0.1666666716337204,0.6234567761421204,0.8888888955116272,1.0,0.6234567761421204,13,14,17,18,3,4,4,2,0,0.9285714285714286,0.9444444444444444,0.75,0.0,0.0,5,180321,14
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,canonical,5,0.28703704476356506,0.4583333432674408,0.4583333432674408,0.3395061790943146,0.5,0.5,0.5320020914077759,0.7222222089767456,0.9166666865348816,0.6172839403152466,0,15,0,18,0,18,4,2,2,0.0,0.0,0.0,1.0,0.5,2,38980,8
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,reverse,2,0.41378599405288696,0.6111111044883728,0.7546296119689941,0.4197530746459961,0.6111111044883728,0.7777777910232544,0.6970899701118469,0.8214285969734192,0.8928571343421936,0.817460298538208,5,5,5,5,0,0,0,0,0,1.0,1.0,,,,2,71425,2
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,reverse,2,0.5004408955574036,0.7222222089767456,0.7222222089767456,0.5061728358268738,0.7222222089767456,0.7222222089767456,0.783730149269104,0.9285714030265808,1.0,0.8333333134651184,0,5,0,5,0,5,0,0,0,0.0,0.0,0.0,,,2,32445,2
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,reverse,3,0.14699074625968933,0.2916666567325592,0.3194444477558136,0.18518517911434174,0.3333333432674408,0.4444444477558136,0.5411522388458252,0.7777777910232544,0.9166666865348816,0.654321014881134,10,10,12,12,1,1,2,2,0,1.0,1.0,1.0,0.0,0.0,3,126591,5
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,reverse,3,0.35185185074806213,0.6111111044883728,0.6111111044883728,0.35185185074806213,0.6111111044883728,0.6111111044883728,0.5600822567939758,0.8518518209457397,0.9074073433876038,0.654321014881134,0,10,0,12,0,12,2,2,2,0.0,0.0,0.0,1.0,1.0,2,55166,4
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,reverse,4,0.14814814925193787,0.2916666567325592,0.3240740895271301,0.18518517911434174,0.3333333432674408,0.5,0.6694444417953491,0.824999988079071,0.8333333134651184,0.800000011920929,14,14,16,16,1,1,2,2,0,1.0,1.0,1.0,0.0,0.0,4,147162,9
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,reverse,4,0.3024691343307495,0.5,0.5,0.3024691343307495,0.5,0.5,0.7185185551643372,0.8199999928474426,0.8500000238418579,0.800000011920929,0,13,0,15,0,15,2,2,2,0.0,0.0,0.0,1.0,1.0,2,20571,6
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,reverse,5,0.07407407462596893,0.1111111119389534,0.125,0.07407407462596893,0.1111111119389534,0.1666666716337204,0.5714285969734192,0.5714285969734192,0.5714285969734192,0.6666666865348816,18,18,20,20,1,1,4,2,0,1.0,1.0,1.0,0.0,0.0,5,180321,14
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,reverse,5,0.2469135820865631,0.3333333432674408,0.3333333432674408,0.2469135820865631,0.3333333432674408,0.3333333432674408,0.5714285969734192,0.5714285969734192,0.5714285969734192,0.6666666865348816,0,16,0,19,0,19,4,2,2,0.0,0.0,0.0,1.0,0.5,2,33159,8
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,sha256_seed45,2,0.48816874623298645,0.6203703284263611,0.6203703284263611,0.5617284178733826,0.6666666865348816,0.6666666865348816,0.4642857015132904,0.4642857015132904,0.4642857015132904,0.6666666865348816,3,3,3,3,0,0,0,0,0,1.0,1.0,,,,2,72139,2
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,sha256_seed45,2,0.3948045074939728,0.5069444179534912,0.5069444179534912,0.48148149251937866,0.5555555820465088,0.5555555820465088,0.4642857015132904,0.4642857015132904,0.4642857015132904,0.6666666865348816,1,3,1,3,1,3,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,2,33159,2
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,sha256_seed45,3,0.1388888955116272,0.1805555522441864,0.2361111044883728,0.14814814925193787,0.2222222238779068,0.2777777910232544,0.4991769790649414,0.6722221970558167,0.8240740299224854,0.6975308656692505,6,6,8,8,2,2,3,1,0,1.0,1.0,1.0,0.0,0.0,3,127305,5
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,sha256_seed45,3,0.144753098487854,0.2361111044883728,0.2361111044883728,0.1913580298423767,0.2777777910232544,0.2777777910232544,0.5816872119903564,0.8518518209457397,0.9074073433876038,0.7407407164573669,2,7,1,9,1,9,3,1,1,0.2857142857142857,0.1111111111111111,0.1111111111111111,1.0,0.3333333333333333,2,55166,4
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,sha256_seed45,4,0.07407407462596893,0.1111111119389534,0.18981480598449707,0.07407407462596893,0.1111111119389534,0.2222222238779068,0.43611112236976624,0.625,1.0,0.5333333611488342,8,8,11,11,2,2,3,1,0,1.0,1.0,1.0,0.0,0.0,4,147876,9
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,sha256_seed45,4,0.09537036716938019,0.125,0.125,0.1419753134250641,0.1666666716337204,0.1666666716337204,0.7185185551643372,0.8199999928474426,0.8500000238418579,0.800000011920929,2,10,1,12,1,12,3,1,1,0.2,0.08333333333333333,0.08333333333333333,1.0,0.3333333333333333,2,20571,6
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,sha256_seed45,5,0.07777776569128036,0.11666665971279144,0.1180555522441864,0.12962962687015533,0.1666666716337204,0.1666666716337204,0.7123016119003296,0.8214285969734192,0.8214285969734192,0.8015872836112976,11,11,15,15,3,3,7,2,0,1.0,1.0,1.0,0.0,0.0,5,180321,14
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_08-scene0069_07-scene0069_00-scene0069_02-scene0069_04,sha256_seed45,5,0.08641975373029709,0.1111111119389534,0.1111111119389534,0.08641975373029709,0.1111111119389534,0.1111111119389534,0.7857142686843872,0.9285714030265808,0.9285714030265808,0.7857142686843872,2,12,1,17,1,17,7,2,2,0.16666666666666666,0.058823529411764705,0.058823529411764705,1.0,0.2857142857142857,2,32445,8
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,canonical,2,0.2561728358268738,0.3611111044883728,0.3611111044883728,0.3611111044883728,0.5,0.5,0.6111111044883728,0.75,0.75,0.6984127163887024,2,2,2,2,0,0,0,0,0,1.0,1.0,,,,2,51057,2
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,canonical,2,0.43209877610206604,0.5740740895271301,0.5740740895271301,0.5061728358268738,0.6666666865348816,0.75,0.6111111044883728,0.75,0.75,0.6984127163887024,0,2,0,2,0,2,0,0,0,0.0,0.0,0.0,,,2,28485,2
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,canonical,3,0.08641975373029709,0.1111111119389534,0.1111111119389534,0.08749999850988388,0.125,0.125,0.5714285969734192,0.5714285969734192,0.5714285969734192,0.6666666865348816,5,5,5,5,0,0,1,0,0,1.0,1.0,,,0.0,3,84216,5
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,canonical,3,0.1975308656692505,0.24074074625968933,0.24074074625968933,0.2716049253940582,0.3333333432674408,0.375,0.5714285969734192,0.5714285969734192,0.5714285969734192,0.6666666865348816,1,5,1,5,0,4,1,0,0,0.2,0.2,0.0,,0.0,2,33159,4
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,canonical,4,0.08641975373029709,0.1111111119389534,0.1111111119389534,0.08641975373029709,0.1111111119389534,0.1111111119389534,0.614814817905426,0.8500000238418579,0.8500000238418579,0.6666666865348816,9,9,9,9,0,0,1,0,0,1.0,1.0,,,0.0,4,104787,9
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,canonical,4,0.12345679104328156,0.24074074625968933,0.24074074625968933,0.1975308656692505,0.3333333432674408,0.3333333432674408,0.6000000238418579,0.800000011920929,0.824999988079071,0.6000000238418579,2,8,1,8,0,7,1,0,0,0.25,0.125,0.0,,0.0,2,20571,6
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,canonical,5,0.0555555559694767,0.0555555559694767,0.0694444477558136,0.0555555559694767,0.0555555559694767,0.1111111119389534,0.5694444179534912,0.7546296715736389,0.8935185670852661,0.7407407164573669,12,12,13,13,2,2,5,0,0,1.0,1.0,1.0,,0.0,5,159953,14
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,canonical,5,0.1341296285390854,0.2986111044883728,0.2986111044883728,0.3086419701576233,0.4444444477558136,0.4444444477558136,0.555246889591217,0.9074073433876038,0.9074073433876038,0.7716049551963806,2,11,1,12,1,12,5,0,0,0.18181818181818182,0.08333333333333333,0.08333333333333333,,0.0,2,55166,8
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,reverse,2,0.3495884835720062,0.5296295881271362,0.5574073791503906,0.5061728358268738,0.7777777910232544,0.8888888955116272,0.7186026573181152,0.824999988079071,0.8500000238418579,0.800000011920929,3,3,3,3,0,0,0,0,0,1.0,1.0,,,,2,75737,2
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,reverse,2,0.4274691343307495,0.5787036418914795,0.6759259700775146,0.5617284178733826,0.7222222089767456,0.7777777910232544,0.7185185551643372,0.8199999928474426,0.8500000238418579,0.800000011920929,0,3,0,3,0,3,0,0,0,0.0,0.0,0.0,,,2,20571,2
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,reverse,3,0.2518518567085266,0.4138888716697693,0.5111110806465149,0.3888888955116272,0.5555555820465088,0.6111111044883728,0.5714285969734192,0.5714285969734192,0.5714285969734192,0.6666666865348816,6,6,6,6,0,0,2,0,0,1.0,1.0,,,0.0,3,108896,5
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,reverse,3,0.3132716119289398,0.3533950746059418,0.450617253780365,0.4506172835826874,0.5,0.5555555820465088,0.5714285969734192,0.5714285969734192,0.5714285969734192,0.6666666865348816,0,6,0,6,0,6,2,0,0,0.0,0.0,0.0,,0.0,2,33159,4
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,reverse,4,0.07561728358268738,0.125,0.25,0.11728394776582718,0.1666666716337204,0.3333333432674408,0.5381944179534912,0.65625,0.65625,0.7460317611694336,9,9,10,10,1,1,4,1,0,1.0,1.0,1.0,0.0,0.0,4,137381,9
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,reverse,4,0.2777777910232544,0.3333333432674408,0.3888888955116272,0.2777777910232544,0.3333333432674408,0.3888888955116272,0.6041666865348816,0.75,0.75,0.7142857313156128,0,9,0,9,0,9,4,0,0,0.0,0.0,0.0,,0.0,2,28485,6
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,reverse,5,0.013888888992369175,0.013888888992369175,0.1388888955116272,0.0555555559694767,0.0555555559694767,0.2222222238779068,0.738095223903656,0.8571428656578064,0.8571428656578064,0.761904776096344,11,11,14,14,1,1,5,1,0,1.0,1.0,1.0,0.0,0.0,5,159953,14
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,reverse,5,0.1913580298423767,0.2222222238779068,0.2777777910232544,0.1913580298423767,0.2222222238779068,0.2777777910232544,0.7023809552192688,0.7857142686843872,0.7857142686843872,0.9047619104385376,0,11,1,13,1,13,5,0,0,0.0,0.07692307692307693,0.07692307692307693,,0.0,2,22572,8
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,sha256_seed45,2,0.40740740299224854,0.5,0.5555555820465088,0.40740740299224854,0.5,0.5555555820465088,0.5802469253540039,0.8518518209457397,0.9074073433876038,0.7407407164573669,4,4,4,4,1,1,0,0,0,1.0,1.0,1.0,,,2,88325,2
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,sha256_seed45,2,0.42592594027519226,0.5185185074806213,0.5740740299224854,0.5185185074806213,0.6111111044883728,0.6666666865348816,0.5816872119903564,0.8518518209457397,0.9074073433876038,0.7407407164573669,0,4,0,4,0,4,0,0,0,0.0,0.0,0.0,,,2,55166,2
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,sha256_seed45,3,0.20216049253940582,0.2638888955116272,0.375,0.327160507440567,0.3888888955116272,0.5,0.47788357734680176,0.6333333253860474,0.8500000238418579,0.5555555820465088,7,7,7,7,1,1,0,0,0,1.0,1.0,1.0,,,3,108896,5
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,sha256_seed45,3,0.3580246865749359,0.40740740299224854,0.46296295523643494,0.4506172835826874,0.5,0.5555555820465088,0.7185185551643372,0.8199999928474426,0.8500000238418579,0.800000011920929,0,7,0,7,0,7,0,0,0,0.0,0.0,0.0,,,2,20571,4
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,sha256_seed45,4,0.16296295821666718,0.17777778208255768,0.2888888716697693,0.24074074625968933,0.2777777910232544,0.3888888955116272,0.7460317611694336,0.8809523582458496,0.8809523582458496,0.8888888955116272,9,9,11,11,2,2,2,1,0,1.0,1.0,1.0,0.0,0.0,4,131468,9
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,sha256_seed45,4,0.29012346267700195,0.3333333432674408,0.3472222089767456,0.29012346267700195,0.3333333432674408,0.3888888955116272,0.7976190447807312,0.8928571343421936,0.8928571343421936,0.9047619104385376,0,9,0,11,0,11,2,1,1,0.0,0.0,0.0,1.0,0.5,2,22572,6
FullHistory,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,sha256_seed45,5,0.0555555559694767,0.0555555559694767,0.1666666716337204,0.0555555559694767,0.0555555559694767,0.1666666716337204,0.5520833134651184,0.65625,0.65625,0.761904776096344,11,11,14,14,4,4,3,1,0,1.0,1.0,1.0,0.0,0.0,5,159953,14
Persist4D-V2,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_09-scene0069_05-scene0069_08-scene0069_07-scene0069_00,sha256_seed45,5,0.20679011940956116,0.25,0.2638888955116272,0.2716049253940582,0.3333333432674408,0.3888888955116272,0.6111111044883728,0.75,0.75,0.6984127163887024,0,12,0,14,0,14,3,1,1,0.0,0.0,0.0,1.0,0.3333333333333333,2,28485,8
