scene_id,level,metric,higher_is_better,comparator,comparator_value,method,method_value,effect,absolute_effect,relative_effect
scene_a,level_a,online_t_mAP,True,B2,0.0,B4,0.0,0.0,0.0,
scene_a,level_a,online_t_REC,True,B2,0.0,B4,0.0,0.0,0.0,
scene_a,level_b,observation_coverage,True,B2,0.03669724770642202,B4,0.03669724770642202,0.0,0.0,0.0
scene_a,level_b,gap_recovery_accuracy,True,B2,0.0,B4,0.0,0.0,0.0,
scene_a,level_b,gap_recovery_recall,True,B2,0.0,B4,0.0,0.0,0.0,
scene_a,level_b,normalized_id_switch_rate,False,B2,1.0,B4,1.0,0.0,0.0,0.0
scene_a,level_b,fragmentation_count,False,B2,1.0,B4,1.0,0.0,0.0,0.0
scene_a,level_b,merge_count,False,B2,1.0,B4,1.0,0.0,0.0,0.0
scene_b,level_a,online_t_mAP,True,B2,0.0,B4,0.0,0.0,0.0,
scene_b,level_a,online_t_REC,True,B2,0.0,B4,0.0,0.0,0.0,
scene_b,level_b,observation_coverage,True,B2,0.017241379310344827,B4,0.017241379310344827,0.0,0.0,0.0
scene_b,level_b,gap_recovery_accuracy,True,B2,0.0,B4,0.0,0.0,0.0,
scene_b,level_b,gap_recovery_recall,True,B2,0.0,B4,0.0,0.0,0.0,
scene_b,level_b,normalized_id_switch_rate,False,B2,0.0,B4,0.0,0.0,0.0,
scene_b,level_b,fragmentation_count,False,B2,0.0,B4,0.0,0.0,0.0,
scene_b,level_b,merge_count,False,B2,0.0,B4,0.0,0.0,0.0,
scene_c,level_a,online_t_mAP,True,B2,0.0,B4,0.0,0.0,0.0,
scene_c,level_a,online_t_REC,True,B2,0.0,B4,0.0,0.0,0.0,
scene_c,level_b,observation_coverage,True,B2,0.11267605633802817,B4,0.11267605633802817,0.0,0.0,0.0
scene_c,level_b,gap_recovery_accuracy,True,B2,0.0,B4,0.0,0.0,0.0,
scene_c,level_b,gap_recovery_recall,True,B2,0.0,B4,0.0,0.0,0.0,
scene_c,level_b,normalized_id_switch_rate,False,B2,0.0,B4,0.0,0.0,0.0,
scene_c,level_b,fragmentation_count,False,B2,0.0,B4,0.0,0.0,0.0,
scene_c,level_b,merge_count,False,B2,0.0,B4,0.0,0.0,0.0,
scene_d,level_a,online_t_mAP,True,B2,0.0,B4,0.0,0.0,0.0,
scene_d,level_a,online_t_REC,True,B2,0.0,B4,0.0,0.0,0.0,
scene_d,level_b,observation_coverage,True,B2,0.03125,B4,0.03125,0.0,0.0,0.0
scene_d,level_b,gap_recovery_accuracy,True,B2,0.0,B4,0.0,0.0,0.0,
scene_d,level_b,gap_recovery_recall,True,B2,0.0,B4,0.0,0.0,0.0,
scene_d,level_b,normalized_id_switch_rate,False,B2,0.0,B4,0.0,0.0,0.0,
scene_d,level_b,fragmentation_count,False,B2,0.0,B4,0.0,0.0,0.0,
scene_d,level_b,merge_count,False,B2,0.0,B4,0.0,0.0,0.0,
scene_e,level_a,online_t_mAP,True,B2,0.012345679012345678,B4,0.012345679012345678,0.0,0.0,0.0
scene_e,level_a,online_t_REC,True,B2,0.037037037037037035,B4,0.037037037037037035,0.0,0.0,0.0
scene_e,level_b,observation_coverage,True,B2,0.15384615384615385,B4,0.15384615384615385,0.0,0.0,0.0
scene_e,level_b,gap_recovery_accuracy,True,B2,0.0,B4,0.0,0.0,0.0,
scene_e,level_b,gap_recovery_recall,True,B2,0.0,B4,0.0,0.0,0.0,
scene_e,level_b,normalized_id_switch_rate,False,B2,0.0,B4,0.0,0.0,0.0,
scene_e,level_b,fragmentation_count,False,B2,0.0,B4,0.0,0.0,0.0,
scene_e,level_b,merge_count,False,B2,1.0,B4,1.0,0.0,0.0,0.0
scene_f,level_a,online_t_mAP,True,B2,0.0,B4,0.0,0.0,0.0,
scene_f,level_a,online_t_REC,True,B2,0.0,B4,0.0,0.0,0.0,
scene_f,level_b,observation_coverage,True,B2,0.03389830508474576,B4,0.03389830508474576,0.0,0.0,0.0
scene_f,level_b,gap_recovery_accuracy,True,B2,0.0,B4,0.0,0.0,0.0,
scene_f,level_b,gap_recovery_recall,True,B2,0.0,B4,0.0,0.0,0.0,
scene_f,level_b,normalized_id_switch_rate,False,B2,0.0,B4,0.0,0.0,0.0,
scene_f,level_b,fragmentation_count,False,B2,0.0,B4,0.0,0.0,0.0,
scene_f,level_b,merge_count,False,B2,0.0,B4,0.0,0.0,0.0,
scene_g,level_a,online_t_mAP,True,B2,0.0,B4,0.0,0.0,0.0,
scene_g,level_a,online_t_REC,True,B2,0.0,B4,0.0,0.0,0.0,
scene_g,level_b,observation_coverage,True,B2,0.0,B4,0.0,0.0,0.0,
scene_g,level_b,gap_recovery_accuracy,True,B2,0.0,B4,0.0,0.0,0.0,
scene_g,level_b,gap_recovery_recall,True,B2,0.0,B4,0.0,0.0,0.0,
scene_g,level_b,normalized_id_switch_rate,False,B2,0.0,B4,0.0,0.0,0.0,
scene_g,level_b,fragmentation_count,False,B2,0.0,B4,0.0,0.0,0.0,
scene_g,level_b,merge_count,False,B2,0.0,B4,0.0,0.0,0.0,
scene_h,level_a,online_t_mAP,True,B2,0.0,B4,0.0,0.0,0.0,
scene_h,level_a,online_t_REC,True,B2,0.0,B4,0.0,0.0,0.0,
scene_h,level_b,observation_coverage,True,B2,0.10416666666666667,B4,0.10416666666666667,0.0,0.0,0.0
scene_h,level_b,gap_recovery_accuracy,True,B2,0.0,B4,0.0,0.0,0.0,
scene_h,level_b,gap_recovery_recall,True,B2,0.0,B4,0.0,0.0,0.0,
scene_h,level_b,normalized_id_switch_rate,False,B2,0.0,B4,0.0,0.0,0.0,
scene_h,level_b,fragmentation_count,False,B2,0.0,B4,0.0,0.0,0.0,
scene_h,level_b,merge_count,False,B2,0.0,B4,0.0,0.0,0.0,
scene_i,level_a,online_t_mAP,True,B2,0.0,B4,0.0,0.0,0.0,
