level_a_AP,level_a_AP25,level_a_AP50,level_a_REC,level_a_REC25,level_a_REC50,level_a_identity_correct_recoveries,level_a_identity_eligible_identity_count,level_a_identity_eligible_observation_count,level_a_identity_fragmentation_count,level_a_identity_gap_opportunities,level_a_identity_gap_recovery_accuracy,level_a_identity_gap_recovery_recall,level_a_identity_identity_switches,level_a_identity_matched_identity_transitions,level_a_identity_matched_observation_count,level_a_identity_merge_count,level_a_identity_normalized_id_switch_rate,level_a_identity_observation_coverage,level_a_identity_recovery_attempts,level_a_offline_reconstructed_t-REC,level_a_offline_reconstructed_t-REC25,level_a_offline_reconstructed_t-REC50,level_a_offline_reconstructed_t-mAP,level_a_offline_reconstructed_t-mAP25,level_a_offline_reconstructed_t-mAP50,level_a_offline_reconstructed_t_REC,level_a_offline_reconstructed_t_REC25,level_a_offline_reconstructed_t_REC50,level_a_offline_reconstructed_t_mAP,level_a_offline_reconstructed_t_mAP25,level_a_offline_reconstructed_t_mAP50,level_a_online_t-REC,level_a_online_t-REC25,level_a_online_t-REC50,level_a_online_t-mAP,level_a_online_t-mAP25,level_a_online_t-mAP50,level_a_online_t_REC,level_a_online_t_REC25,level_a_online_t_REC50,level_a_online_t_mAP,level_a_online_t_mAP25,level_a_online_t_mAP50,level_a_raw_local_AP,level_a_raw_local_AP25,level_a_raw_local_AP50,level_a_raw_local_REC,level_a_raw_local_REC25,level_a_raw_local_REC50,level_b_correct_recoveries,level_b_eligible_identity_count,level_b_eligible_observation_count,level_b_fragmentation_count,level_b_gap_opportunities,level_b_gap_recovery_accuracy,level_b_gap_recovery_recall,level_b_identity_switches,level_b_matched_identity_transitions,level_b_matched_observation_count,level_b_merge_count,level_b_normalized_id_switch_rate,level_b_observation_coverage,level_b_recovery_attempts,method,method_code,scene_id
0.011190932311621967,0.01588441890166028,0.013106641123882504,0.02344546381243629,0.03669724770642202,0.027522935779816515,0,33,109,1,2,0.0,0.0,1,1,3,1,1.0,0.027522935779816515,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011190932311621967,0.01588441890166028,0.013106641123882504,0.02344546381243629,0.03669724770642202,0.027522935779816515,0,33,109,1,2,0.0,0.0,1,1,4,1,1.0,0.03669724770642202,0,Pairwise Feature Association,B1,scene_a
0.011190932311621967,0.01588441890166028,0.013106641123882504,0.02344546381243629,0.03669724770642202,0.027522935779816515,0,33,109,1,2,0.0,0.0,1,1,3,1,1.0,0.027522935779816515,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011190932311621967,0.01588441890166028,0.013106641123882504,0.02344546381243629,0.03669724770642202,0.027522935779816515,0,33,109,1,2,0.0,0.0,1,1,4,1,1.0,0.03669724770642202,0,Pairwise Feature-Class Association,B2,scene_a
0.011190932311621967,0.01588441890166028,0.013106641123882504,0.02344546381243629,0.03669724770642202,0.027522935779816515,0,33,109,1,2,0.0,0.0,1,1,3,1,1.0,0.027522935779816515,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011190932311621967,0.01588441890166028,0.013106641123882504,0.02344546381243629,0.03669724770642202,0.027522935779816515,0,33,109,1,2,0.0,0.0,1,1,4,1,1.0,0.03669724770642202,0,EMA Temporal Association,B3,scene_a
0.011190932311621967,0.01588441890166028,0.013106641123882504,0.02344546381243629,0.03669724770642202,0.027522935779816515,0,33,109,1,2,0.0,0.0,1,1,3,1,1.0,0.027522935779816515,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011190932311621967,0.01588441890166028,0.013106641123882504,0.02344546381243629,0.03669724770642202,0.027522935779816515,0,33,109,1,2,0.0,0.0,1,1,4,1,1.0,0.03669724770642202,0,Persist4D,B4,scene_a
0.0014367816091954023,0.013925729442970823,0.004310344827586207,0.002976190476190476,0.017857142857142856,0.008928571428571428,0,31,112,0,5,0.0,0.0,0,0,1,0,0.0,0.008928571428571428,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014367816091954023,0.013925729442970823,0.004310344827586207,0.002976190476190476,0.017857142857142856,0.008928571428571428,0,33,116,0,6,0.0,0.0,0,0,2,0,0.0,0.017241379310344827,0,Pairwise Feature Association,B1,scene_b
0.0014367816091954023,0.013925729442970823,0.004310344827586207,0.002976190476190476,0.017857142857142856,0.008928571428571428,0,31,112,0,5,0.0,0.0,0,0,1,0,0.0,0.008928571428571428,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014367816091954023,0.013925729442970823,0.004310344827586207,0.002976190476190476,0.017857142857142856,0.008928571428571428,0,33,116,0,6,0.0,0.0,0,0,2,0,0.0,0.017241379310344827,0,Pairwise Feature-Class Association,B2,scene_b
0.0014367816091954023,0.013925729442970823,0.004310344827586207,0.002976190476190476,0.017857142857142856,0.008928571428571428,0,31,112,0,5,0.0,0.0,0,0,1,0,0.0,0.008928571428571428,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014367816091954023,0.013925729442970823,0.004310344827586207,0.002976190476190476,0.017857142857142856,0.008928571428571428,0,33,116,0,6,0.0,0.0,0,0,2,0,0.0,0.017241379310344827,0,EMA Temporal Association,B3,scene_b
0.0014367816091954023,0.013925729442970823,0.004310344827586207,0.002976190476190476,0.017857142857142856,0.008928571428571428,0,31,112,0,5,0.0,0.0,0,0,1,0,0.0,0.008928571428571428,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014367816091954023,0.013925729442970823,0.004310344827586207,0.002976190476190476,0.017857142857142856,0.008928571428571428,0,33,116,0,6,0.0,0.0,0,0,2,0,0.0,0.017241379310344827,0,Persist4D,B4,scene_b
0.012962962962962963,0.095,0.048809523809523817,0.02190923317683881,0.1267605633802817,0.07042253521126761,0,15,71,0,0,0.0,0.0,0,2,5,0,0.0,0.07042253521126761,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012962962962962963,0.095,0.048809523809523817,0.02190923317683881,0.1267605633802817,0.07042253521126761,0,15,71,0,0,0.0,0.0,0,4,8,0,0.0,0.11267605633802817,0,Pairwise Feature Association,B1,scene_c
0.012962962962962963,0.095,0.048809523809523817,0.02190923317683881,0.1267605633802817,0.07042253521126761,0,15,71,0,0,0.0,0.0,0,2,5,0,0.0,0.07042253521126761,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012962962962962963,0.095,0.048809523809523817,0.02190923317683881,0.1267605633802817,0.07042253521126761,0,15,71,0,0,0.0,0.0,0,4,8,0,0.0,0.11267605633802817,0,Pairwise Feature-Class Association,B2,scene_c
0.012962962962962963,0.095,0.048809523809523817,0.02190923317683881,0.1267605633802817,0.07042253521126761,0,15,71,0,0,0.0,0.0,0,2,5,0,0.0,0.07042253521126761,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012962962962962963,0.095,0.048809523809523817,0.02190923317683881,0.1267605633802817,0.07042253521126761,0,15,71,0,0,0.0,0.0,0,4,8,0,0.0,0.11267605633802817,0,EMA Temporal Association,B3,scene_c
0.012962962962962963,0.095,0.048809523809523817,0.02190923317683881,0.1267605633802817,0.07042253521126761,0,15,71,0,0,0.0,0.0,0,2,5,0,0.0,0.07042253521126761,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012962962962962963,0.095,0.048809523809523817,0.02190923317683881,0.1267605633802817,0.07042253521126761,0,15,71,0,0,0.0,0.0,0,4,8,0,0.0,0.11267605633802817,0,Persist4D,B4,scene_c
0.0,0.0,0.0,0.0,0.0,0.0,0,24,96,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,96,0,0,0.0,0.0,0,2,3,0,0.0,0.03125,0,Pairwise Feature Association,B1,scene_d
0.0,0.0,0.0,0.0,0.0,0.0,0,24,96,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,96,0,0,0.0,0.0,0,2,3,0,0.0,0.03125,0,Pairwise Feature-Class Association,B2,scene_d
0.0,0.0,0.0,0.0,0.0,0.0,0,24,96,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,96,0,0,0.0,0.0,0,2,3,0,0.0,0.03125,0,EMA Temporal Association,B3,scene_d
0.0,0.0,0.0,0.0,0.0,0.0,0,24,96,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,96,0,0,0.0,0.0,0,2,3,0,0.0,0.03125,0,Persist4D,B4,scene_d
