scene_id,level,metric,higher_is_better,comparator,comparator_value,method,method_value,effect,absolute_effect,relative_effect
scene_i,level_a,online_t_REC,True,B2,0.0,B4,0.0,0.0,0.0,
scene_i,level_b,observation_coverage,True,B2,0.05128205128205128,B4,0.05128205128205128,0.0,0.0,0.0
scene_i,level_b,gap_recovery_accuracy,True,B2,0.0,B4,0.0,0.0,0.0,
scene_i,level_b,gap_recovery_recall,True,B2,0.0,B4,0.0,0.0,0.0,
scene_i,level_b,normalized_id_switch_rate,False,B2,0.0,B4,0.0,0.0,0.0,
scene_i,level_b,fragmentation_count,False,B2,0.0,B4,0.0,0.0,0.0,
scene_i,level_b,merge_count,False,B2,0.0,B4,0.0,0.0,0.0,
scene_j,level_a,online_t_mAP,True,B2,0.0026455026455026454,B4,0.0026455026455026454,0.0,0.0,0.0
scene_j,level_a,online_t_REC,True,B2,0.0026455026455026454,B4,0.0026455026455026454,0.0,0.0,0.0
scene_j,level_b,observation_coverage,True,B2,0.03389830508474576,B4,0.03389830508474576,0.0,0.0,0.0
scene_j,level_b,gap_recovery_accuracy,True,B2,0.0,B4,0.0,0.0,0.0,
scene_j,level_b,gap_recovery_recall,True,B2,0.0,B4,0.0,0.0,0.0,
scene_j,level_b,normalized_id_switch_rate,False,B2,0.0,B4,0.0,0.0,0.0,
scene_j,level_b,fragmentation_count,False,B2,0.0,B4,0.0,0.0,0.0,
scene_j,level_b,merge_count,False,B2,0.0,B4,0.0,0.0,0.0,
scene_k,level_a,online_t_mAP,True,B2,0.0,B4,0.0,0.0,0.0,
scene_k,level_a,online_t_REC,True,B2,0.0,B4,0.0,0.0,0.0,
scene_k,level_b,observation_coverage,True,B2,0.009900990099009901,B4,0.009900990099009901,0.0,0.0,0.0
scene_k,level_b,gap_recovery_accuracy,True,B2,0.0,B4,0.0,0.0,0.0,
scene_k,level_b,gap_recovery_recall,True,B2,0.0,B4,0.0,0.0,0.0,
scene_k,level_b,normalized_id_switch_rate,False,B2,0.0,B4,0.0,0.0,0.0,
scene_k,level_b,fragmentation_count,False,B2,0.0,B4,0.0,0.0,0.0,
scene_k,level_b,merge_count,False,B2,0.0,B4,0.0,0.0,0.0,
scene_l,level_a,online_t_mAP,True,B2,0.0,B4,0.0,0.0,0.0,
scene_l,level_a,online_t_REC,True,B2,0.0,B4,0.0,0.0,0.0,
scene_l,level_b,observation_coverage,True,B2,0.20833333333333334,B4,0.20833333333333334,0.0,0.0,0.0
scene_l,level_b,gap_recovery_accuracy,True,B2,0.0,B4,0.0,0.0,0.0,
scene_l,level_b,gap_recovery_recall,True,B2,0.0,B4,0.0,0.0,0.0,
scene_l,level_b,normalized_id_switch_rate,False,B2,0.3333333333333333,B4,0.0,-0.3333333333333333,0.3333333333333333,-1.0
scene_l,level_b,fragmentation_count,False,B2,1.0,B4,0.0,-1.0,1.0,-1.0
scene_l,level_b,merge_count,False,B2,0.0,B4,0.0,0.0,0.0,
scene_m,level_a,online_t_mAP,True,B2,0.0,B4,0.0,0.0,0.0,
scene_m,level_a,online_t_REC,True,B2,0.0,B4,0.0,0.0,0.0,
scene_m,level_b,observation_coverage,True,B2,0.022388059701492536,B4,0.022388059701492536,0.0,0.0,0.0
scene_m,level_b,gap_recovery_accuracy,True,B2,0.0,B4,0.0,0.0,0.0,
scene_m,level_b,gap_recovery_recall,True,B2,0.0,B4,0.0,0.0,0.0,
scene_m,level_b,normalized_id_switch_rate,False,B2,0.0,B4,0.0,0.0,0.0,
scene_m,level_b,fragmentation_count,False,B2,0.0,B4,0.0,0.0,0.0,
scene_m,level_b,merge_count,False,B2,0.0,B4,0.0,0.0,0.0,
