variant,checkpoint_global_step,checkpoint_sha256,reducer,t_mAP_T2,t_mAP_T3,t_mAP_T4,t_mAP_T5,minimum_t_mAP,mean_t_mAP,selected_update
C2,0,6ba05955dfa4ba793c981d089ec795e6de0131688e2e9b9f4fdd8e504fdcf4d1,mean,0.4934760630130768,0.38139110803604126,0.3635488748550415,0.33748573064804077,0.33748573064804077,0.3939754441380501,False
C2,100,d94ff38bfbfa8bd0bef04ba45d7b66b6804b6f98ce4c26d0c991ccb5d5a19742,mean,0.5166842937469482,0.3917606472969055,0.3638562858104706,0.33304235339164734,0.33304235339164734,0.4013358950614929,False
C2,200,a4adb8ae1bc25830934a97926b7910d5f7ecde3b010cf877475cec82bff30724,mean,0.5127690434455872,0.3959709405899048,0.3761521875858307,0.34815260767936707,0.34815260767936707,0.4082611948251724,True
C2,300,144551fe0c6d94712bb068d4eea90714bd60f227e53a86f9c158f1474d664000,mean,0.5139439105987549,0.3940407931804657,0.36460116505622864,0.339670866727829,0.339670866727829,0.40306418389081955,False
C2,400,81a2dd2fabd3893a6849ced62bb52677a252c30260421ecb1271cb47c3b03730,mean,0.5120556354522705,0.3882176876068115,0.362881064414978,0.332720011472702,0.332720011472702,0.3989685997366905,False
