population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,visual_content_control,T,episode_count,identity_linker,policy,correct_recoveries,deployment_id_switches,fragmentation_count,fragmentation_opportunities,gap_opportunities,identity_transition_opportunities,merge_count,merge_opportunities,recovery_attempts,fragmentation_rate,gap_recovery_accuracy,gap_recovery_attempt_coverage,gap_recovery_recall,merge_rate,normalized_id_switch_rate,reference_count,master_count
development_common_h5_canonical,FH-CONT,7789e735a4c3bb5751e478a3e77fa0b6427664d2f01265f8d7310a9eff1b8578,45,45,native,2,47,lag1-route-then-class-iou-v1,lag1,0,129,129,313,0,313,0,184,0,0.41214057507987223,N/A,N/A,N/A,0.0,0.41214057507987223,8,47
development_common_h5_canonical,FH-CONT,7789e735a4c3bb5751e478a3e77fa0b6427664d2f01265f8d7310a9eff1b8578,45,45,native,3,47,lag1-route-then-class-iou-v1,lag1,0,250,250,647,11,627,1,398,7,0.38639876352395675,0.0,0.6363636363636364,0.0,0.002512562814070352,0.39872408293460926,8,47
development_common_h5_canonical,FH-CONT,7789e735a4c3bb5751e478a3e77fa0b6427664d2f01265f8d7310a9eff1b8578,45,45,native,4,47,lag1-route-then-class-iou-v1,lag1,0,384,376,990,28,943,1,615,21,0.3797979797979798,0.0,0.75,0.0,0.0016260162601626016,0.40721102863202546,8,47
development_common_h5_canonical,FH-CONT,7789e735a4c3bb5751e478a3e77fa0b6427664d2f01265f8d7310a9eff1b8578,45,45,native,5,47,lag1-route-then-class-iou-v1,lag1,1,511,494,1338,45,1263,2,846,35,0.3692077727952167,0.02857142857142857,0.7777777777777778,0.022222222222222223,0.002364066193853428,0.40459224069675376,8,47
