event_type,data_role,logical_unit_id,reference_id,method,config_id,absolute_stage,group_count,anchor_count,matched_group_count,new_identity_count,nonresident_count,overlap_lock_count,feature_edge_count,joint_edge_count,overlap_edge_count,missing_overlap_edge_count,zero_norm_query_count,zero_norm_anchor_count,mean_decision_score,mean_decision_margin,assignment_sha256
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00021,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,1,69,78,68,1,63,4,0,0,2520,2862,0,0,0.9646329102308854,0.04584813722665759,ee650d3311bdceb0b683c11d7528eaa2b7e9224d0b6458be1361ef55c3e9c39d
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00021,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,2,64,69,64,0,58,2,0,0,3080,1336,0,0,0.9869344895705581,0.038186214864254,51a1133e30de3198134f7c2000084e848971d5a13050f7faf8d035eac052f126
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00021,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,3,62,64,62,0,56,2,0,0,2394,1574,0,0,0.975523914060285,0.03542309614919847,b2057907d1a82aad70f5ced697fd7b23ed4c79c9ffb8a1144563e7ecf30a6101
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00021,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,4,58,62,58,0,52,2,0,0,2184,1412,0,0,0.9799677205496821,0.03331527936047521,6bee69acdf17aa9f8c0c5ad7d78b4ff2426703203d076fb72df54e12c3708bd9
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00021,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,0,78,0,0,78,73,0,0,0,0,0,0,0,0.0,0.0,df05341c0e2b9474778b19a9e2bc3ae6a5da6ca7169575adca9c04449de6d9ee
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00021,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,1,69,78,68,1,63,0,0,0,2520,2862,0,0,0.96553536515305,0.024322291215260822,e93cd68a9ef7469ebecbcd5bf5dc65b3b3dde9ea6a744659f7d0af0a5f504b38
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00021,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,2,64,69,64,0,58,0,0,0,3080,1336,0,0,0.9689544318243861,0.02943580225110054,c9939b0fd3c38d3e2dcef19e38ec6d6b3ff28b225860af188df28f4362928e64
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00021,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,3,62,64,62,0,56,0,0,0,2394,1574,0,0,0.951925870872313,0.03526540821598422,96911a9820bd4faf7f4d3ff2f3b6ba85da507bc70411ba05ecb5a87eedb173d3
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00021,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,4,58,62,58,0,52,0,0,0,2184,1412,0,0,0.9714633421651249,0.03141587047741331,4fa0349a2162da304a330e7ef5e4747ea3cb64fc6c6a12c18db736f371568af4
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00022,2e36952b-e133-204c-911e-7644cb34e8b2,A0-U-default,A0-U-tau-0.666666666667,0,63,0,0,63,57,0,0,0,0,0,0,0,0.0,0.0,959bb17ed1b31d3c97ee5e57e3fd440c4b3e297dc1ca2dce327df8ee95b0fcd3
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00022,2e36952b-e133-204c-911e-7644cb34e8b2,A0-U-default,A0-U-tau-0.666666666667,1,61,63,61,0,55,0,0,0,2107,1736,0,0,0.9815344351236938,0.014758693390205259,e61f866ebe410a59f2c5007e401080158f886acadb0b83cd2cbe754cac55bdb3
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00022,2e36952b-e133-204c-911e-7644cb34e8b2,A0-U-default,A0-U-tau-0.666666666667,2,64,61,61,3,58,0,0,0,1892,2012,0,0,0.9354613414034247,0.015518500469624996,ddeb4898a92d1e36e0421e2b08b5b1bec3e0a9b9c2b696a70a818eac90bbfc9b
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00022,2e36952b-e133-204c-911e-7644cb34e8b2,A0-U-default,A0-U-tau-0.666666666667,3,60,64,60,0,54,0,0,0,2444,1396,0,0,0.9867865214745204,0.016421825687090556,f67f18e1bf1440176d320554a7553a70dbdc637156cf98a584722a5f5f4a5799
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00022,2e36952b-e133-204c-911e-7644cb34e8b2,A0-U-default,A0-U-tau-0.666666666667,4,70,60,60,10,64,0,0,0,2331,1869,0,0,0.8360376630510603,0.016421239716666085,c139b9910d9eddaae3c7179abefcd621e24ae63a17566cda426619325a4009eb
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00022,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,0,63,0,0,63,57,0,0,0,0,0,0,0,0.0,0.0,7fed518ae42a63b629a787d8cfefc79c86f32f247d24430069a956d8390ccb37
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00022,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,1,61,63,61,0,55,3,0,0,2107,1736,0,0,0.9790872257263934,0.052630631650080445,24568e8f862672c1ad9974cdba8fa8b8bedcec306fb13d7f1166104eb27cfa3d
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00022,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,2,64,61,61,3,58,4,0,0,1892,2012,0,0,0.9327830662950873,0.05107989627867937,e318d2b4d5f3c0f03c8e807bd9e6760d9221b73bff3e4b8e560c9f472fa323eb
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00022,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,3,60,64,60,0,54,5,0,0,2444,1396,0,0,0.9829124470551809,0.06448095639546712,268b9ed8791575cdea5b50e6dba1aa2b7b060e88c683f738fecf6513f48f49bc
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00022,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,4,70,60,60,10,64,2,0,0,2331,1869,0,0,0.8349466681480407,0.03089895759310041,31e382e2f946e0501d294cc51b19a72739f6e1e9ff014a13718aea26b6a29d40
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00022,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,0,63,0,0,63,57,0,0,0,0,0,0,0,0.0,0.0,a52305f2961a2e3fb456c0825bd8e9a79e12a16988046378ecfdc9c649bf4f6c
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00022,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,1,61,63,61,0,55,0,0,0,2107,1736,0,0,0.9625832076932563,0.030906764210247604,d3f15e6f6eef00c7c075fb80ce754323b33a38a27a3f6c765b9ff87349d6b026
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00022,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,2,64,61,61,3,58,0,0,0,1892,2012,0,0,0.9298900254070759,0.023501180112361908,92321dd56006a9d89049abd5a5aa61dc8d27b23bbeaa1fd599bacbd88072e460
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00022,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,3,60,64,60,0,54,0,0,0,2444,1396,0,0,0.9641269197066625,0.03312664031982422,f1ea6cd06db187564e423948e0f7e8af3e2bf72633b73df75c2c35bc938deb77
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00022,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,4,70,60,60,10,64,0,0,0,2331,1869,0,0,0.816542364018304,0.031552657059260775,9177528f5b7bdf9791e75bb29df204ff443b6b6a25a1dbea14ad76b627506f52
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00023,2e36952b-e133-204c-911e-7644cb34e8b2,A0-U-default,A0-U-tau-0.666666666667,0,76,0,0,76,70,0,0,0,0,0,0,0,0.0,0.0,b295bb154ccc9c57bb86f3e6032836be92b5b64f7ae211e9566d187f96d12d3b
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00023,2e36952b-e133-204c-911e-7644cb34e8b2,A0-U-default,A0-U-tau-0.666666666667,1,67,76,67,0,61,0,0,0,3843,1249,0,0,0.9911322389076005,0.01279415390384731,ffe8ec7e374e3b71100461b266f186b3239e8dec0072b0da71fe86608e776a2c
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00023,2e36952b-e133-204c-911e-7644cb34e8b2,A0-U-default,A0-U-tau-0.666666666667,2,58,67,58,0,52,0,0,0,2580,1306,0,0,0.9868476061985411,0.014237086320745534,5cc0a9d5a745c57f791f416b738f9a3d6b31c5f89e70c05d4111be6afda4f7cc
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00023,2e36952b-e133-204c-911e-7644cb34e8b2,A0-U-default,A0-U-tau-0.666666666667,3,71,58,58,13,65,0,0,0,2726,1392,0,0,0.8057781709751612,0.012230449998882455,0b4d25412ec412235add1f224ab25c2375956d4df58f574d5e5e0ec99bdb4e4d
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00023,2e36952b-e133-204c-911e-7644cb34e8b2,A0-U-default,A0-U-tau-0.666666666667,4,66,71,66,0,60,0,0,0,1855,2831,0,0,0.972382644812266,0.015412970022721724,0f266dcc96b4500995e0ee9140f9c2016de490c3b88a988013476756cf9eac6c
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00023,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,0,76,0,0,76,70,0,0,0,0,0,0,0,0.0,0.0,5658660a94ff6131d161bc29df54dc1267af12065b0d6b3b7d295df6dac5b0f8
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00023,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,1,67,76,67,0,61,4,0,0,3843,1249,0,0,0.9852143081266489,0.05385741280086005,932378ca94ff82749d09773faede2dae9f52d5e5f09af03f5c5c91644ed0fa23
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00023,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,2,58,67,58,0,52,0,0,0,2580,1306,0,0,0.9868476061985411,0.014237086320745534,6106d837d4cfa6e834d371b6a51f42b4340a5ad2f58c8fb02548c4539dcd293f
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00023,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,3,71,58,58,13,65,1,0,0,2726,1392,0,0,0.8057969590307961,0.015958015347870304,24d4148f0d757c7fccc235a7860eb8831ee1a87b1880604c4c516e5c459a644a
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00023,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,4,66,71,66,0,60,0,0,0,1855,2831,0,0,0.972382644812266,0.015412970022721724,54b4811ddc6bda9e590afcbfdb201a3bc52cf74cde5ba2f899417b43fe20f78d
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00023,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,0,76,0,0,76,70,0,0,0,0,0,0,0,0.0,0.0,13395693e23437131eb9cd2f0b5d0edd72ffb3010d1d680c9eb02bd01feb5cbe
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00023,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,1,67,76,67,0,61,0,0,0,3843,1249,0,0,0.9812991014167444,0.028257834377573496,0663eb7e8e6591ba328bc4c23731f9fd998faaec36acfbb04c618e0f71f1803b
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00023,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,2,58,67,58,0,52,0,0,0,2580,1306,0,0,0.9821276027580788,0.030147644980200405,5416f2dcc48395b1db1fff5641ba762244580916f67a1fc10ecca68d74dcbfee
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00023,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,3,71,58,58,13,65,0,0,0,2726,1392,0,0,0.7903146063777763,0.025903186327974562,cb9249ca3c3f43c371a19d666c4edc0ab0a3b9699e96bc23009c26b01da5f8f7
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00023,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,4,66,71,66,0,60,0,0,0,1855,2831,0,0,0.9650477035479113,0.024204384196888317,377cb693286e851bddfd1a709f5455db51cadb8409eca3d6a0df340784050852
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00024,2e36952b-e133-204c-911e-7644cb34e8b2,A0-U-default,A0-U-tau-0.666666666667,0,63,0,0,63,57,0,0,0,0,0,0,0,0.0,0.0,1401cf4dd10f75d33dba1acb03ed7b6c03ce5870ec7fcd0d92e3bda49a73792a
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00024,2e36952b-e133-204c-911e-7644cb34e8b2,A0-U-default,A0-U-tau-0.666666666667,1,64,63,63,1,58,0,0,0,2700,1332,0,0,0.9639312950894237,0.016423615626990795,797b9db06ed408af6d6ad004ee76ef031284a1205c4adc8fe066d356233412d5
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00024,2e36952b-e133-204c-911e-7644cb34e8b2,A0-U-default,A0-U-tau-0.666666666667,2,60,64,60,0,54,0,0,0,1887,1953,0,0,0.9790505081415176,0.014634305238723755,54d831b18b4b2b0ba3efb338188a65f5a2198259f014f1c198778810058bdd20
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00024,2e36952b-e133-204c-911e-7644cb34e8b2,A0-U-default,A0-U-tau-0.666666666667,3,63,60,60,3,57,0,0,0,2450,1330,0,0,0.9428105392153301,0.013689492430005754,b27a13f69519ef0a0ba414a8eedcd2bf9c79da6ac198762528f8061c0d27c7d8
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00024,2e36952b-e133-204c-911e-7644cb34e8b2,A0-U-default,A0-U-tau-0.666666666667,4,66,63,63,3,60,0,0,0,2756,1402,0,0,0.94212764953122,0.01320641329794219,4caed7f57e3ba7747b10194df3af2573b8a12a4a3064cab0e8a35c271daa851b
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00024,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,0,63,0,0,63,57,0,0,0,0,0,0,0,0.0,0.0,b433da7ccaee5f074b1593d3aede240954ba02b0edf8360a5d7ab42ba1cbf97e
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00024,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,1,64,63,63,1,58,3,0,0,2700,1332,0,0,0.963998818770051,0.03938712552189827,231e812439d4d17a797f1c61e9385dd8a74dac8b1b2fe040459332e2fb200662
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00024,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,2,60,64,60,0,54,4,0,0,1887,1953,0,0,0.9732158442338308,0.05333094000816345,33bf4d1ac487b5a83d11460b0f98de5e262ab97557478606b6106dc470e252f9
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00024,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,3,63,60,60,3,57,2,0,0,2450,1330,0,0,0.9417598673275539,0.02982221898578462,b29144e1da0cf8274c0efb070b637353194b4a552798d46ebece2e3edb8bea08
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00024,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,4,66,63,63,3,60,2,0,0,2756,1402,0,0,0.9377252594991163,0.03339905720768553,87cee46a97201a9bf1b00db747fc995068ed79f92ffca025ca9f5a9119b94ceb
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00024,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,0,63,0,0,63,57,0,0,0,0,0,0,0,0.0,0.0,5c865cb700437f93be3eb1d30d98edfe89aef46374789aaca5c82f942c713595
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00024,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,1,64,63,63,1,58,0,0,0,2700,1332,0,0,0.9363620709627867,0.034152135252952576,86134e7d39f468f16725245a53ba3723f28a8725d04f70f8da34df592e446728
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00024,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,2,60,64,60,0,54,0,0,0,1887,1953,0,0,0.9679612537225087,0.032906864086786905,0287488e60785a2150e2085872fa316fb5a7c50b9eba59d30d7fff01691ea7a6
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00024,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,3,63,60,60,3,57,0,0,0,2450,1330,0,0,0.9291987381284199,0.028185843475281247,3f43272c7c4f5af147733a0b735618865d72d81deffed736dcd2ade056e83dec
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00024,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,4,66,63,63,3,60,0,0,0,2756,1402,0,0,0.9302958602255041,0.030287384083776764,af1a13c556cedf80eb168c1ef450b280a6877ff97423fe2fe755c796df094648
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00025,2e36952b-e133-204c-911e-7644cb34e8b2,A0-U-default,A0-U-tau-0.666666666667,0,55,0,0,55,49,0,0,0,0,0,0,0,0.0,0.0,4787df5d93aa676b1896c3a51b60f2490c386c9ad2faaa92559ca3b85662e084
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00025,2e36952b-e133-204c-911e-7644cb34e8b2,A0-U-default,A0-U-tau-0.666666666667,1,61,55,55,6,55,0,0,0,1656,1699,0,0,0.8860795810574391,0.01428216109510328,71731223f77ebe4883e40bd12c010c1b6b323ff25201bcfc15253c174c3a1a60
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00025,2e36952b-e133-204c-911e-7644cb34e8b2,A0-U-default,A0-U-tau-0.666666666667,2,67,61,61,6,61,0,0,0,2597,1490,0,0,0.8989810205217618,0.015448403002610847,91e0dc6d8dfc5202503f8c72b04e5df28d7c8dd67d1a21d1c81d8d626d0749ac
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00025,2e36952b-e133-204c-911e-7644cb34e8b2,A0-U-default,A0-U-tau-0.666666666667,3,62,67,62,0,56,0,0,0,1840,2314,0,0,0.9770463483948861,0.01701559462854939,194c713f0651290c75c55e8713208688b694eedbe2d92525bbe31e0f596cbcfb
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00025,2e36952b-e133-204c-911e-7644cb34e8b2,A0-U-default,A0-U-tau-0.666666666667,4,55,62,55,0,49,0,0,0,2340,1070,0,0,0.9780865994366732,0.016168819774280894,269d268fd07646b2e8731949e6b94889f546644b7fa6a5abf2904f45741b822a
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00025,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,0,55,0,0,55,49,0,0,0,0,0,0,0,0.0,0.0,2aaa7e548f6be79c1b9d1be4828df35ac60e6a9d6c5f17060032e03f8e2a8b29
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00025,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,1,61,55,55,6,55,2,0,0,1656,1699,0,0,0.8859988138323924,0.0437912823723965,b6213c49c8abdd1981e1904d08c518344587e96c49d99cc548c034028f0daacb
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00025,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,2,67,61,61,6,61,1,0,0,2597,1490,0,0,0.8990384989709996,0.028798184288081837,a256026e741921e29eae4f3fb9b7e5b202849c06730da258202129721769c22b
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00025,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,3,62,67,62,0,56,1,0,0,1840,2314,0,0,0.9769543813120934,0.0314425979891131,983104720fc4ae022038b822f85fbebf1c9701b0935867e94a41aaf4cef5f1be
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00025,2e36952b-e133-204c-911e-7644cb34e8b2,A1-default,A1-theta-0.65,4,55,62,55,0,49,2,0,0,2340,1070,0,0,0.9783260280435736,0.04412738084793091,4d76daae0c0f39b50d3ce1af5152f6fdbe7c5f5802341352af6eb95b73eedd84
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00025,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,0,55,0,0,55,49,0,0,0,0,0,0,0,0.0,0.0,eca4b65f88e08b56b126b34d20631696757dc33d6c11fa182066ccc4b7305c9e
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00025,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,1,61,55,55,6,55,0,0,0,1656,1699,0,0,0.8801801468505234,0.0290676013368075,d34ec50c5b46115dd8a78896954de755a7d3d71385edd08a7148181221220396
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00025,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,2,67,61,61,6,61,0,0,0,2597,1490,0,0,0.8873560793364226,0.030277373185798304,f425e5cae39a59c12cdf08451eb9ec6c4e97159578c1283acb2e0e626303ccce
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00025,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,3,62,67,62,0,56,0,0,0,1840,2314,0,0,0.970987057493579,0.025123878832786314,a27145784ecab6fc4e2ee299a319e99a68939d84e054fb68d8681e3752d21e43
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00025,2e36952b-e133-204c-911e-7644cb34e8b2,A2-default,A2-lambda-0.25-tau-0.666666666667,4,55,62,55,0,49,0,0,0,2340,1070,0,0,0.9604696869850159,0.0356537482955239,ba9af33545e70b1e73f0faf68ca17bff8ce486e7c9bd5496c55ced40540cb690
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00033,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,0,46,0,0,46,37,0,0,0,0,0,0,0,0.0,0.0,3f653f6c2a00d46a3f9849d19630485330a3e9014088b9897552388932e95c50
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00033,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,1,41,46,41,0,32,0,0,0,682,1204,0,0,0.9804315218111364,0.06136821101351482,21695b93dc89d51c6c0e243b33bfc483be4dc1d6223cd08fd6d94fe2767832d2
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00033,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,2,52,41,41,11,43,0,0,0,840,1292,0,0,0.7702293613782296,0.05596564824764545,99dcc1c0c12f502ec9499cd6943d0d612213bf1d37f9d6b4b343ee006b7d493a
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00033,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,3,44,52,44,0,35,0,0,0,1200,1088,0,0,0.9871920618143949,0.06018587946891785,96a487182cac3ea6c04e242692f473b3b00db866a4d237be7c6aafa6c124c9d7
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00033,4acaebc0-6c10-2a2a-852e-0226d6539299,A0-U-default,A0-U-tau-0.666666666667,4,54,44,44,10,45,0,0,0,1152,1224,0,0,0.7980792654885186,0.0518134026615708,3e7894bcb168ee8b199f07ef338554f756cb6304df81dd626f4c48735e078868
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00033,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,0,46,0,0,46,37,0,0,0,0,0,0,0,0.0,0.0,751bd0636119aa06c5e89b0d52371b6a24f2dfe6337e989aa24276dab0786d33
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00033,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,1,41,46,41,0,32,6,0,0,682,1204,0,0,0.9797591189058815,0.13426723858205283,7fc835d6b876442655bb22de260c28faa7efca561ad1ed9e4ae260ab99a18988
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00033,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,2,52,41,41,11,43,5,0,0,840,1292,0,0,0.7645484197598237,0.09698795756468406,d68d6c2273dbea823b5f99a82a6ba6a50a3b7ad33722b3fb40d46ac6e535a0bd
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00033,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,3,44,52,44,0,35,5,0,0,1200,1088,0,0,0.9847493794831362,0.1156916090033271,4d4d9e56f804d151aa9e4ef9265604a15c8499320f7e862fe06cacf1abc47d88
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00033,4acaebc0-6c10-2a2a-852e-0226d6539299,A1-default,A1-theta-0.65,4,54,44,44,10,45,6,0,0,1152,1224,0,0,0.7872703660417486,0.10932774786595945,9ca73c9b0c8e3537d3e8652a542e01a401f4e062e8d5e015dc2cbf90d11dbaad
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00033,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,0,46,0,0,46,37,0,0,0,0,0,0,0,0.0,0.0,2f5c66c6d6ed0c98a87cf9b5cad206fb09a21ed4136bbf5a7ccb4ef2a46b6bbf
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00033,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,1,41,46,41,0,32,0,0,0,682,1204,0,0,0.9614709688395988,0.08340803152177392,8e5427cd0153758f38eaa747d0984d4a1ae6d9bad05c307bb66bb12e279da28c
ASSIGNMENT_SUMMARY,DEV-SEL,DEV-SEL:00033,4acaebc0-6c10-2a2a-852e-0226d6539299,A2-default,A2-lambda-0.25-tau-0.666666666667,2,52,41,41,11,43,0,0,0,840,1292,0,0,0.7605934670338264,0.07248640748170707,fb6f18ff8c9eb02d4d9c542f9fe055342af7823a8d19597d7dca5f539bfab63b
