population_id,source_commit,checkpoint_sha256,base_cache_manifest_sha256,observation_manifest_sha256,method,episode_count,stage_count,valid_queries,current_supported_queries,previous_supported_queries,previous_only_queries,inherited_routes,route_coverage,mean_route_score,dormant_routes,births,rejected_births,peak_occupied_slots,peak_state_bytes,status
development_train_holdout_47_masters_canonical,f654aadce76630d88dc9e5ebd88a4089107e9da0,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,489577a52e462d43042e1945d4c27dc5a71b65aabb84deb6d93d7c3d75314851,8a398794052083d9727e71aed27e2459962faf85ef18a27ee859c00c52c6faa9,D-LAST,47,235,2029,18829,14572,1530,1577,0.7772301626416954,1.2136818076056926,101,449,0,21,62616,MEASURED
development_train_holdout_47_masters_canonical,f654aadce76630d88dc9e5ebd88a4089107e9da0,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,489577a52e462d43042e1945d4c27dc5a71b65aabb84deb6d93d7c3d75314851,8a398794052083d9727e71aed27e2459962faf85ef18a27ee859c00c52c6faa9,D-EMA,47,235,2029,18829,14572,1530,1577,0.7772301626416954,1.2141992599811444,100,448,0,21,62616,MEASURED
