population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,T,episode_count,identity_linker,policy,correct_recoveries,deployment_id_switches,fragmentation_count,fragmentation_opportunities,gap_opportunities,identity_transition_opportunities,merge_count,merge_opportunities,recovery_attempts,fragmentation_rate,gap_recovery_accuracy,gap_recovery_attempt_coverage,gap_recovery_recall,merge_rate,normalized_id_switch_rate,reference_count,master_count
development_common_h5_canonical,M3-BASE-CONT,a0aa8f73aac5b27aa0aac972ac72cbf1a7dfb3f6d6a1ba103cbf0a92ba793ed6,45,45,2,47,lag1-route-then-class-iou-v1,lag1,0,132,132,317,0,317,1,186,0,0.416403785488959,N/A,N/A,N/A,0.005376344086021506,0.416403785488959,8,47
development_common_h5_canonical,M3-BASE-CONT,a0aa8f73aac5b27aa0aac972ac72cbf1a7dfb3f6d6a1ba103cbf0a92ba793ed6,45,45,3,47,lag1-route-then-class-iou-v1,lag1,4,283,260,653,10,635,3,396,7,0.3981623277182236,0.5714285714285714,0.7,0.4,0.007575757575757576,0.4456692913385827,8,47
development_common_h5_canonical,M3-BASE-CONT,a0aa8f73aac5b27aa0aac972ac72cbf1a7dfb3f6d6a1ba103cbf0a92ba793ed6,45,45,4,47,lag1-route-then-class-iou-v1,lag1,10,435,378,1001,26,955,10,633,20,0.3776223776223776,0.5,0.7692307692307693,0.38461538461538464,0.01579778830963665,0.45549738219895286,8,47
development_common_h5_canonical,M3-BASE-CONT,a0aa8f73aac5b27aa0aac972ac72cbf1a7dfb3f6d6a1ba103cbf0a92ba793ed6,45,45,5,47,lag1-route-then-class-iou-v1,lag1,16,587,498,1348,42,1275,12,862,34,0.3694362017804154,0.47058823529411764,0.8095238095238095,0.38095238095238093,0.013921113689095127,0.4603921568627451,8,47
