challenger_method_id,baseline_method_id,metric,horizon,reference_scene_count,cluster_count,missing_cluster_count,pair_count,bootstrap_replicates,seed,challenger_mean,baseline_mean,difference,relative_difference,ci_lower,ci_upper
FullHistoryAdaptedB2,Persist4D,causal_prefix_t_mAP,4,6,6,0,129,10000,45,0.17002051179469735,0.16555733988406482,0.00446317191063253,0.026958465953596283,-0.03616362048002581,0.04186106579274767
FullHistoryAdaptedB2,Persist4D,causal_prefix_t_mAP,5,6,6,0,129,10000,45,0.12198287760321468,0.13594717017150726,-0.013964292568292583,-0.10271852331075086,-0.055492613536167745,0.022928052201556654
FullHistoryAdaptedB2,Persist4D,causal_prefix_t_REC,4,6,6,0,129,10000,45,0.2144636609419077,0.20215083746480997,0.012312823477097723,0.060909089625914195,-0.04559698152631797,0.07025985499430036
FullHistoryAdaptedB2,Persist4D,causal_prefix_t_REC,5,6,6,0,129,10000,45,0.1537253224842802,0.1653303341784825,-0.011605011694202305,-0.07019287629137738,-0.06400366207343285,0.03446883725140382
FullHistoryAdaptedB2,Persist4D,normalized_id_switch_rate,4,6,6,0,129,10000,45,0.10954670170864018,0.11407335331558525,-0.00452665160694507,-0.03968193688864424,-0.06699653946805394,0.05244149548359339
FullHistoryAdaptedB2,Persist4D,normalized_id_switch_rate,5,6,6,0,129,10000,45,0.12145673578172128,0.12624981075463104,-0.004793074972909761,-0.037965007189002406,-0.08697142313806726,0.06138176897795747
FullHistoryAdaptedB2,Persist4D,gap_recovery_recall,4,6,5,1,114,10000,45,0.06324214892655756,0.3068050782470664,-0.24356292932050883,-0.7938686370907152,-0.37344401728302656,-0.12166282537576686
FullHistoryAdaptedB2,Persist4D,gap_recovery_recall,5,6,6,0,129,10000,45,0.05508005514532796,0.4336920453877082,-0.37861199024238024,-0.8729973128834124,-0.6471933698162827,-0.18662752368885802
