method_id,method,reference_scene_id,master_sequence_id,order_id,horizon,tracker_initialization_horizon,task_metric_source,causal_prefix_t_mAP,causal_prefix_t_mAP50,causal_prefix_t_mAP25,causal_prefix_t_REC,causal_prefix_t_REC50,causal_prefix_t_REC25,current_stage_AP,current_stage_AP50,current_stage_AP25,current_stage_REC,deployment_id_switches,identity_transition_opportunities,fragmentation_count,fragmentation_opportunities,merge_count,merge_opportunities,gap_opportunities,recovery_attempts,correct_recoveries,normalized_id_switch_rate,fragmentation_rate,merge_rate,gap_recovery_accuracy,gap_recovery_recall
FullHistoryNative,ReScene4D Full-History,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,reverse,4,2,frozen_full_history_cache,0.2253086417913437,0.3611111044883728,0.5625,0.3086419701576233,0.4444444477558136,0.6111111044883728,0.40740740299224854,0.4444444477558136,0.75,0.7407407164573669,5,5,6,6,1,1,1,1,0,1.0,1.0,1.0,0.0,0.0
Persist4D,Persist4D Persistent Entity State,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,reverse,4,1,frozen_persist4d_cache,0.395061731338501,0.4444444477558136,0.4444444477558136,0.4444444477558136,0.5,0.5,0.5,0.6666666865348816,0.6666666865348816,0.6000000238418579,0,8,0,9,1,10,3,1,1,0.0,0.0,0.1,1.0,0.3333333333333333
B1,Pairwise Feature Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,reverse,5,2,frozen_full_history_cache,0.1937149465084076,0.3439393937587738,0.5611111521720886,0.26543208956718445,0.5,0.6111111044883728,0.5362654328346252,0.7777777910232544,1.0,0.5740740895271301,3,8,6,12,1,7,4,4,0,0.375,0.5,0.14285714285714285,0.0,0.0
B2,Pairwise Feature-Class Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,reverse,5,2,frozen_full_history_cache,0.1937149465084076,0.3439393937587738,0.5611111521720886,0.26543208956718445,0.5,0.6111111044883728,0.5362654328346252,0.7777777910232544,1.0,0.5740740895271301,3,8,6,12,1,7,4,4,0,0.375,0.5,0.14285714285714285,0.0,0.0
B3,EMA Temporal Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,reverse,5,2,frozen_full_history_cache,0.1937149465084076,0.3439393937587738,0.5611111521720886,0.26543208956718445,0.5,0.6111111044883728,0.5362654328346252,0.7777777910232544,1.0,0.5740740895271301,3,8,6,12,1,7,4,4,0,0.375,0.5,0.14285714285714285,0.0,0.0
B4,Full-History + Persistent-State Diagnostic,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,reverse,5,2,frozen_full_history_cache,0.1937149465084076,0.3439393937587738,0.5611111521720886,0.26543208956718445,0.5,0.6111111044883728,0.5362654328346252,0.7777777910232544,1.0,0.5740740895271301,3,8,2,12,1,11,4,4,3,0.375,0.16666666666666666,0.09090909090909091,0.75,0.75
FullHistoryNative,ReScene4D Full-History,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,reverse,5,2,frozen_full_history_cache,0.1937149465084076,0.3439393937587738,0.5611111521720886,0.26543208956718445,0.5,0.6111111044883728,0.5362654328346252,0.7777777910232544,1.0,0.5740740895271301,8,8,12,12,2,2,4,4,0,1.0,1.0,1.0,0.0,0.0
Persist4D,Persist4D Persistent Entity State,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,reverse,5,1,frozen_persist4d_cache,0.29629629850387573,0.4444444477558136,0.4444444477558136,0.3333333432674408,0.5,0.5,0.5555555820465088,0.7777777910232544,0.8888888955116272,0.625,0,11,0,14,1,15,6,3,3,0.0,0.0,0.06666666666666667,1.0,0.5
B1,Pairwise Feature Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,2,2,frozen_full_history_cache,0.6085390448570251,0.75,0.8101851940155029,0.6666666865348816,0.8333333134651184,1.0,0.6121399402618408,0.7777777910232544,1.0,0.6234567761421204,0,0,0,0,0,0,0,0,0,,,,,
B2,Pairwise Feature-Class Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,2,2,frozen_full_history_cache,0.6085390448570251,0.75,0.8101851940155029,0.6666666865348816,0.8333333134651184,1.0,0.6121399402618408,0.7777777910232544,1.0,0.6234567761421204,0,0,0,0,0,0,0,0,0,,,,,
B3,EMA Temporal Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,2,2,frozen_full_history_cache,0.6085390448570251,0.75,0.8101851940155029,0.6666666865348816,0.8333333134651184,1.0,0.6121399402618408,0.7777777910232544,1.0,0.6234567761421204,0,0,0,0,0,0,0,0,0,,,,,
B4,Full-History + Persistent-State Diagnostic,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,2,2,frozen_full_history_cache,0.6085390448570251,0.75,0.8101851940155029,0.6666666865348816,0.8333333134651184,1.0,0.6121399402618408,0.7777777910232544,1.0,0.6234567761421204,0,0,0,0,0,0,0,0,0,,,,,
FullHistoryNative,ReScene4D Full-History,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,2,2,frozen_full_history_cache,0.6085390448570251,0.75,0.8101851940155029,0.6666666865348816,0.8333333134651184,1.0,0.6121399402618408,0.7777777910232544,1.0,0.6234567761421204,0,0,0,0,0,0,0,0,0,,,,,
Persist4D,Persist4D Persistent Entity State,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,2,1,frozen_persist4d_cache,0.654321014881134,0.8333333134651184,0.8333333134651184,0.7361111044883728,0.9375,0.9375,0.6111111044883728,0.7777777910232544,0.7777777910232544,0.7857142686843872,0,5,0,5,0,5,0,0,0,0.0,0.0,0.0,,
B1,Pairwise Feature Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,3,2,frozen_full_history_cache,0.4454732835292816,0.6111111044883728,0.6388888955116272,0.4506172835826874,0.6111111044883728,0.7222222089767456,0.5574074387550354,0.7083333134651184,1.0,0.6851851940155029,0,3,0,3,0,3,0,0,0,0.0,0.0,0.0,,
B2,Pairwise Feature-Class Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,3,2,frozen_full_history_cache,0.4454732835292816,0.6111111044883728,0.6388888955116272,0.4506172835826874,0.6111111044883728,0.7222222089767456,0.5574074387550354,0.7083333134651184,1.0,0.6851851940155029,0,3,0,3,0,3,0,0,0,0.0,0.0,0.0,,
B3,EMA Temporal Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,3,2,frozen_full_history_cache,0.4454732835292816,0.6111111044883728,0.6388888955116272,0.4506172835826874,0.6111111044883728,0.7222222089767456,0.5574074387550354,0.7083333134651184,1.0,0.6851851940155029,0,3,0,3,0,3,0,0,0,0.0,0.0,0.0,,
B4,Full-History + Persistent-State Diagnostic,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,3,2,frozen_full_history_cache,0.4454732835292816,0.6111111044883728,0.6388888955116272,0.4506172835826874,0.6111111044883728,0.7222222089767456,0.5574074387550354,0.7083333134651184,1.0,0.6851851940155029,0,3,0,3,0,3,0,0,0,0.0,0.0,0.0,,
FullHistoryNative,ReScene4D Full-History,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,3,2,frozen_full_history_cache,0.4454732835292816,0.6111111044883728,0.6388888955116272,0.4506172835826874,0.6111111044883728,0.7222222089767456,0.5574074387550354,0.7083333134651184,1.0,0.6851851940155029,3,3,3,3,0,0,0,0,0,1.0,1.0,,,
Persist4D,Persist4D Persistent Entity State,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,3,1,frozen_persist4d_cache,0.42592594027519226,0.5555555820465088,0.5555555820465088,0.4791666567325592,0.625,0.625,0.5,0.6666666865348816,0.6666666865348816,0.6000000238418579,0,8,0,8,1,9,0,0,0,0.0,0.0,0.1111111111111111,,
B1,Pairwise Feature Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,4,2,frozen_full_history_cache,0.20987653732299805,0.2777777910232544,0.3888888955116272,0.20987653732299805,0.2777777910232544,0.3888888955116272,0.658730149269104,0.75,0.75,0.7301587462425232,1,6,3,8,0,5,2,2,0,0.16666666666666666,0.375,0.0,0.0,0.0
B2,Pairwise Feature-Class Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,4,2,frozen_full_history_cache,0.20987653732299805,0.2777777910232544,0.3888888955116272,0.20987653732299805,0.2777777910232544,0.3888888955116272,0.658730149269104,0.75,0.75,0.7301587462425232,1,6,2,8,0,6,2,2,1,0.16666666666666666,0.25,0.0,0.5,0.5
B3,EMA Temporal Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,4,2,frozen_full_history_cache,0.20987653732299805,0.2777777910232544,0.3888888955116272,0.20987653732299805,0.2777777910232544,0.3888888955116272,0.658730149269104,0.75,0.75,0.7301587462425232,2,6,3,8,0,5,2,2,1,0.3333333333333333,0.375,0.0,0.5,0.5
B4,Full-History + Persistent-State Diagnostic,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,4,2,frozen_full_history_cache,0.20987653732299805,0.2777777910232544,0.3888888955116272,0.20987653732299805,0.2777777910232544,0.3888888955116272,0.658730149269104,0.75,0.75,0.7301587462425232,1,6,2,8,0,6,2,2,1,0.16666666666666666,0.25,0.0,0.5,0.5
FullHistoryNative,ReScene4D Full-History,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,4,2,frozen_full_history_cache,0.20987653732299805,0.2777777910232544,0.3888888955116272,0.20987653732299805,0.2777777910232544,0.3888888955116272,0.658730149269104,0.75,0.75,0.7301587462425232,5,6,7,8,1,2,2,2,0,0.8333333333333334,0.875,0.5,0.0,0.0
Persist4D,Persist4D Persistent Entity State,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,4,1,frozen_persist4d_cache,0.327160507440567,0.4444444477558136,0.4444444477558136,0.3680555522441864,0.5,0.5,0.5079365372657776,0.5714285969734192,0.5714285969734192,0.7111111283302307,0,11,0,12,1,13,2,1,1,0.0,0.0,0.07692307692307693,1.0,0.5
B1,Pairwise Feature Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,5,2,frozen_full_history_cache,0.297839492559433,0.45370373129844666,0.5648148059844971,0.3641975224018097,0.5,0.6111111044883728,0.8958333134651184,1.0,1.0,0.9259259104728699,4,10,6,13,0,7,4,3,0,0.4,0.46153846153846156,0.0,0.0,0.0
B2,Pairwise Feature-Class Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,5,2,frozen_full_history_cache,0.297839492559433,0.45370373129844666,0.5648148059844971,0.3641975224018097,0.5,0.6111111044883728,0.8958333134651184,1.0,1.0,0.9259259104728699,4,10,5,13,0,8,4,3,1,0.4,0.38461538461538464,0.0,0.3333333333333333,0.25
B3,EMA Temporal Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,5,2,frozen_full_history_cache,0.297839492559433,0.45370373129844666,0.5648148059844971,0.3641975224018097,0.5,0.6111111044883728,0.8958333134651184,1.0,1.0,0.9259259104728699,5,10,4,13,0,9,4,3,2,0.5,0.3076923076923077,0.0,0.6666666666666666,0.5
B4,Full-History + Persistent-State Diagnostic,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,5,2,frozen_full_history_cache,0.297839492559433,0.45370373129844666,0.5648148059844971,0.3641975224018097,0.5,0.6111111044883728,0.8958333134651184,1.0,1.0,0.9259259104728699,4,10,3,13,0,10,4,3,2,0.4,0.23076923076923078,0.0,0.6666666666666666,0.5
FullHistoryNative,ReScene4D Full-History,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,5,2,frozen_full_history_cache,0.297839492559433,0.45370373129844666,0.5648148059844971,0.3641975224018097,0.5,0.6111111044883728,0.8958333134651184,1.0,1.0,0.9259259104728699,8,10,11,13,1,3,4,3,0,0.8,0.8461538461538461,0.3333333333333333,0.0,0.0
Persist4D,Persist4D Persistent Entity State,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_04-scene0069_03-scene0069_01-scene0069_06-scene0069_09,sha256_seed45,5,1,frozen_persist4d_cache,0.24074074625968933,0.3333333432674408,0.3333333432674408,0.2708333432674408,0.375,0.375,0.6296296119689941,0.6666666865348816,0.6666666865348816,0.9444444179534912,1,15,1,16,1,16,4,1,1,0.06666666666666667,0.0625,0.0625,1.0,0.25
B1,Pairwise Feature Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,2,2,frozen_full_history_cache,0.4236111044883728,0.4375,0.4375,0.4841269850730896,0.5,0.5,0.5714285969734192,0.5714285969734192,0.5714285969734192,0.6666666865348816,0,0,0,0,0,0,0,0,0,,,,,
B2,Pairwise Feature-Class Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,2,2,frozen_full_history_cache,0.4236111044883728,0.4375,0.4375,0.4841269850730896,0.5,0.5,0.5714285969734192,0.5714285969734192,0.5714285969734192,0.6666666865348816,0,0,0,0,0,0,0,0,0,,,,,
B3,EMA Temporal Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,2,2,frozen_full_history_cache,0.4236111044883728,0.4375,0.4375,0.4841269850730896,0.5,0.5,0.5714285969734192,0.5714285969734192,0.5714285969734192,0.6666666865348816,0,0,0,0,0,0,0,0,0,,,,,
B4,Full-History + Persistent-State Diagnostic,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,2,2,frozen_full_history_cache,0.4236111044883728,0.4375,0.4375,0.4841269850730896,0.5,0.5,0.5714285969734192,0.5714285969734192,0.5714285969734192,0.6666666865348816,0,0,0,0,0,0,0,0,0,,,,,
FullHistoryNative,ReScene4D Full-History,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,2,2,frozen_full_history_cache,0.4236111044883728,0.4375,0.4375,0.4841269850730896,0.5,0.5,0.5714285969734192,0.5714285969734192,0.5714285969734192,0.6666666865348816,0,0,0,0,0,0,0,0,0,,,,,
Persist4D,Persist4D Persistent Entity State,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,2,1,frozen_persist4d_cache,0.28125,0.28125,0.28125,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.4285714328289032,0.4285714328289032,0.4285714328289032,0.75,1,3,1,3,0,2,0,0,0,0.3333333333333333,0.3333333333333333,0.0,,
B1,Pairwise Feature Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,3,2,frozen_full_history_cache,0.3125,0.4375,0.4375,0.3125,0.4375,0.4375,0.4870370328426361,0.6833332777023315,0.6833332777023315,0.7111111283302307,1,3,1,3,0,2,0,0,0,0.3333333333333333,0.3333333333333333,0.0,,
B2,Pairwise Feature-Class Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,3,2,frozen_full_history_cache,0.3125,0.4375,0.4375,0.3125,0.4375,0.4375,0.4870370328426361,0.6833332777023315,0.6833332777023315,0.7111111283302307,1,3,1,3,0,2,0,0,0,0.3333333333333333,0.3333333333333333,0.0,,
B3,EMA Temporal Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,3,2,frozen_full_history_cache,0.3125,0.4375,0.4375,0.3125,0.4375,0.4375,0.4870370328426361,0.6833332777023315,0.6833332777023315,0.7111111283302307,1,3,1,3,0,2,0,0,0,0.3333333333333333,0.3333333333333333,0.0,,
B4,Full-History + Persistent-State Diagnostic,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,3,2,frozen_full_history_cache,0.3125,0.4375,0.4375,0.3125,0.4375,0.4375,0.4870370328426361,0.6833332777023315,0.6833332777023315,0.7111111283302307,1,3,1,3,0,2,0,0,0,0.3333333333333333,0.3333333333333333,0.0,,
FullHistoryNative,ReScene4D Full-History,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,3,2,frozen_full_history_cache,0.3125,0.4375,0.4375,0.3125,0.4375,0.4375,0.4870370328426361,0.6833332777023315,0.6833332777023315,0.7111111283302307,3,3,3,3,0,0,0,0,0,1.0,1.0,,,
Persist4D,Persist4D Persistent Entity State,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,3,1,frozen_persist4d_cache,0.25,0.375,0.375,0.4000000059604645,0.6000000238418579,0.6000000238418579,0.4000000059604645,0.6000000238418579,0.6000000238418579,0.6666666865348816,2,6,1,6,0,5,0,0,0,0.3333333333333333,0.16666666666666666,0.0,,
B1,Pairwise Feature Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,4,2,frozen_full_history_cache,0.08796296268701553,0.125,0.1527777761220932,0.12962962687015533,0.1666666716337204,0.2777777910232544,0.5030864477157593,0.75,0.7777777910232544,0.6234567761421204,1,5,1,5,0,4,2,0,0,0.2,0.2,0.0,,0.0
B2,Pairwise Feature-Class Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,4,2,frozen_full_history_cache,0.08796296268701553,0.125,0.1527777761220932,0.12962962687015533,0.1666666716337204,0.2777777910232544,0.5030864477157593,0.75,0.7777777910232544,0.6234567761421204,1,5,1,5,0,4,2,0,0,0.2,0.2,0.0,,0.0
B3,EMA Temporal Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,4,2,frozen_full_history_cache,0.08796296268701553,0.125,0.1527777761220932,0.12962962687015533,0.1666666716337204,0.2777777910232544,0.5030864477157593,0.75,0.7777777910232544,0.6234567761421204,1,5,1,5,0,4,2,0,0,0.2,0.2,0.0,,0.0
B4,Full-History + Persistent-State Diagnostic,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,4,2,frozen_full_history_cache,0.08796296268701553,0.125,0.1527777761220932,0.12962962687015533,0.1666666716337204,0.2777777910232544,0.5030864477157593,0.75,0.7777777910232544,0.6234567761421204,1,5,1,5,1,5,2,0,0,0.2,0.2,0.2,,0.0
FullHistoryNative,ReScene4D Full-History,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,4,2,frozen_full_history_cache,0.08796296268701553,0.125,0.1527777761220932,0.12962962687015533,0.1666666716337204,0.2777777910232544,0.5030864477157593,0.75,0.7777777910232544,0.6234567761421204,5,5,5,5,0,0,2,0,0,1.0,1.0,,,0.0
Persist4D,Persist4D Persistent Entity State,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,4,1,frozen_persist4d_cache,0.11419752985239029,0.25,0.25,0.1587301641702652,0.4285714328289032,0.4285714328289032,0.37345677614212036,0.5833333134651184,0.5833333134651184,0.4920634925365448,2,9,1,9,1,9,4,0,0,0.2222222222222222,0.1111111111111111,0.1111111111111111,,0.0
B1,Pairwise Feature Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,5,2,frozen_full_history_cache,0.12962962687015533,0.1666666716337204,0.25,0.12962962687015533,0.1666666716337204,0.3333333432674408,0.7023809552192688,0.8214285969734192,0.8214285969734192,0.7857142686843872,2,9,3,10,0,7,2,0,0,0.2222222222222222,0.3,0.0,,0.0
B2,Pairwise Feature-Class Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,5,2,frozen_full_history_cache,0.12962962687015533,0.1666666716337204,0.25,0.12962962687015533,0.1666666716337204,0.3333333432674408,0.7023809552192688,0.8214285969734192,0.8214285969734192,0.7857142686843872,2,9,3,10,0,7,2,0,0,0.2222222222222222,0.3,0.0,,0.0
B3,EMA Temporal Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,5,2,frozen_full_history_cache,0.12962962687015533,0.1666666716337204,0.25,0.12962962687015533,0.1666666716337204,0.3333333432674408,0.7023809552192688,0.8214285969734192,0.8214285969734192,0.7857142686843872,2,9,3,10,0,7,2,0,0,0.2222222222222222,0.3,0.0,,0.0
B4,Full-History + Persistent-State Diagnostic,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,5,2,frozen_full_history_cache,0.12962962687015533,0.1666666716337204,0.25,0.12962962687015533,0.1666666716337204,0.3333333432674408,0.7023809552192688,0.8214285969734192,0.8214285969734192,0.7857142686843872,2,9,2,10,1,9,2,0,0,0.2222222222222222,0.2,0.1111111111111111,,0.0
FullHistoryNative,ReScene4D Full-History,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,5,2,frozen_full_history_cache,0.12962962687015533,0.1666666716337204,0.25,0.12962962687015533,0.1666666716337204,0.3333333432674408,0.7023809552192688,0.8214285969734192,0.8214285969734192,0.7857142686843872,9,9,10,10,1,1,2,0,0,1.0,1.0,1.0,,0.0
Persist4D,Persist4D Persistent Entity State,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,canonical,5,1,frozen_persist4d_cache,0.11419752985239029,0.25,0.25,0.1587301641702652,0.4285714328289032,0.4285714328289032,0.4960317313671112,0.5357142686843872,0.6071428656578064,0.8111110925674438,2,12,2,14,2,14,5,0,0,0.16666666666666666,0.14285714285714285,0.14285714285714285,,0.0
B1,Pairwise Feature Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,reverse,2,2,frozen_full_history_cache,0.3970678746700287,0.6736111044883728,0.6875,0.43209877610206604,0.7777777910232544,0.8333333134651184,0.5706790089607239,0.8611111044883728,0.9166666865348816,0.6666666865348816,0,0,0,0,0,0,0,0,0,,,,,
B2,Pairwise Feature-Class Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,reverse,2,2,frozen_full_history_cache,0.3970678746700287,0.6736111044883728,0.6875,0.43209877610206604,0.7777777910232544,0.8333333134651184,0.5706790089607239,0.8611111044883728,0.9166666865348816,0.6666666865348816,0,0,0,0,0,0,0,0,0,,,,,
B3,EMA Temporal Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,reverse,2,2,frozen_full_history_cache,0.3970678746700287,0.6736111044883728,0.6875,0.43209877610206604,0.7777777910232544,0.8333333134651184,0.5706790089607239,0.8611111044883728,0.9166666865348816,0.6666666865348816,0,0,0,0,0,0,0,0,0,,,,,
B4,Full-History + Persistent-State Diagnostic,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,reverse,2,2,frozen_full_history_cache,0.3970678746700287,0.6736111044883728,0.6875,0.43209877610206604,0.7777777910232544,0.8333333134651184,0.5706790089607239,0.8611111044883728,0.9166666865348816,0.6666666865348816,0,0,0,0,0,0,0,0,0,,,,,
FullHistoryNative,ReScene4D Full-History,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,reverse,2,2,frozen_full_history_cache,0.3970678746700287,0.6736111044883728,0.6875,0.43209877610206604,0.7777777910232544,0.8333333134651184,0.5706790089607239,0.8611111044883728,0.9166666865348816,0.6666666865348816,0,0,0,0,0,0,0,0,0,,,,,
Persist4D,Persist4D Persistent Entity State,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,reverse,2,1,frozen_persist4d_cache,0.3163580298423767,0.5,0.625,0.3611111044883728,0.5625,0.75,0.5061728358268738,0.7222222089767456,0.7777777910232544,0.5694444179534912,0,4,0,4,0,4,0,0,0,0.0,0.0,0.0,,
B1,Pairwise Feature Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,reverse,3,2,frozen_full_history_cache,0.3503086566925049,0.5324074029922485,0.5555555820465088,0.45679011940956116,0.7222222089767456,0.7777777910232544,0.4999999701976776,0.6333333253860474,0.8500000238418579,0.5555555820465088,0,3,0,3,0,3,0,0,0,0.0,0.0,0.0,,
B2,Pairwise Feature-Class Association,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_05-scene0069_08-scene0069_07-scene0069_00-scene0069_02,reverse,3,2,frozen_full_history_cache,0.3503086566925049,0.5324074029922485,0.5555555820465088,0.45679011940956116,0.7222222089767456,0.7777777910232544,0.4999999701976776,0.6333333253860474,0.8500000238418579,0.5555555820465088,0,3,0,3,0,3,0,0,0,0.0,0.0,0.0,,
