metric,horizon,difference,ci_lower,ci_upper,complete_cluster_population,pooled_difference,order_consistent,loso_consistent
causal_prefix_t_mAP,4,0.00446317191063253,-0.03616362048002581,0.04186106579274767,True,0.010346706956624985,False,False
causal_prefix_t_mAP,5,-0.013964292568292583,-0.055492613536167745,0.022928052201556654,True,0.0008732341229915619,False,False
causal_prefix_t_REC,4,0.012312823477097723,-0.04559698152631797,0.07025985499430036,True,0.05261547863483429,False,False
causal_prefix_t_REC,5,-0.011605011694202305,-0.06400366207343285,0.03446883725140382,True,0.024510733783245087,False,False
