population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,visual_content_control,T,episode_count,identity_linker,policy,correct_recoveries,deployment_id_switches,fragmentation_count,fragmentation_opportunities,gap_opportunities,identity_transition_opportunities,merge_count,merge_opportunities,recovery_attempts,fragmentation_rate,gap_recovery_accuracy,gap_recovery_attempt_coverage,gap_recovery_recall,merge_rate,normalized_id_switch_rate,reference_count,master_count,order_count
protocol_b_43_masters_3_orders,Q-TALA,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,45,45,native,2,129,lag1-route-then-class-iou-v1,lag1,0,359,359,657,0,657,26,324,0,0.5464231354642314,N/A,N/A,N/A,0.08024691358024691,0.5464231354642314,6,43,129
protocol_b_43_masters_3_orders,Q-TALA,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,45,45,native,3,129,lag1-route-then-class-iou-v1,lag1,53,722,801,1524,272,1318,52,775,137,0.5255905511811023,0.38686131386861317,0.5036764705882353,0.1948529411764706,0.06709677419354838,0.5477996965098634,6,43,129
protocol_b_43_masters_3_orders,Q-TALA,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,45,45,native,4,129,lag1-route-then-class-iou-v1,lag1,140,1139,1312,2503,696,2003,104,1295,348,0.5241709948062325,0.40229885057471265,0.5,0.20114942528735633,0.08030888030888031,0.5686470294558162,6,43,129
protocol_b_43_masters_3_orders,Q-TALA,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,45,45,native,5,129,lag1-route-then-class-iou-v1,lag1,199,1550,1830,3539,1093,2687,134,1843,570,0.5170952246397288,0.34912280701754383,0.5215004574565416,0.18206770356816102,0.0727075420510038,0.5768515072571642,6,43,129
