population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,visual_content_control,T,policy,reducer,relative_t_mAP_retention,t2_t_mAP,t_mAP,reference_count,master_count,order_count
protocol_b_43_masters_3_orders,Q-TALA,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,45,45,native,2,commit0,mean,1.0,0.20726479589939117,0.20726479589939117,6,43,129
protocol_b_43_masters_3_orders,Q-TALA,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,45,45,native,3,commit0,mean,0.5977664951627706,0.20726479589939117,0.12389595061540604,6,43,129
protocol_b_43_masters_3_orders,Q-TALA,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,45,45,native,4,commit0,mean,0.33848333903095806,0.20726479589939117,0.07015568017959595,6,43,129
protocol_b_43_masters_3_orders,Q-TALA,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,45,45,native,5,commit0,mean,0.2304708610530864,0.20726479589939117,0.047768495976924896,6,43,129
protocol_b_43_masters_3_orders,Q-TALA,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,45,45,native,2,lag1,latest,1.0,0.22656604647636414,0.22656604647636414,6,43,129
protocol_b_43_masters_3_orders,Q-TALA,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,45,45,native,3,lag1,latest,0.5494603603254017,0.22656604647636414,0.12448906153440475,6,43,129
protocol_b_43_masters_3_orders,Q-TALA,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,45,45,native,4,lag1,latest,0.2906996176812397,0.22656604647636414,0.06586266309022903,6,43,129
protocol_b_43_masters_3_orders,Q-TALA,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,45,45,native,5,lag1,latest,0.17710367395635135,0.22656604647636414,0.04012567922472954,6,43,129
protocol_b_43_masters_3_orders,Q-TALA,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,45,45,native,2,lag1,max,1.0,0.22656604647636414,0.22656604647636414,6,43,129
protocol_b_43_masters_3_orders,Q-TALA,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,45,45,native,3,lag1,max,0.5523458376713873,0.22656604647636414,0.12514281272888184,6,43,129
protocol_b_43_masters_3_orders,Q-TALA,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,45,45,native,4,lag1,max,0.31425201205688547,0.22656604647636414,0.07119883596897125,6,43,129
protocol_b_43_masters_3_orders,Q-TALA,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,45,45,native,5,lag1,max,0.17325748343099023,0.22656604647636414,0.039254263043403625,6,43,129
protocol_b_43_masters_3_orders,Q-TALA,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,45,45,native,2,lag1,mean,1.0,0.22656604647636414,0.22656604647636414,6,43,129
protocol_b_43_masters_3_orders,Q-TALA,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,45,45,native,3,lag1,mean,0.5923041660445958,0.22656604647636414,0.13419601321220398,6,43,129
protocol_b_43_masters_3_orders,Q-TALA,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,45,45,native,4,lag1,mean,0.3432579240873973,0.22656604647636414,0.07777059078216553,6,43,129
protocol_b_43_masters_3_orders,Q-TALA,a75c3e28b2fa3895414f1c1a1e35b1a9ca8d65ac5cc03e96e609e99511ef2b06,45,45,native,5,lag1,mean,0.20512759633768488,0.22656604647636414,0.04647494852542877,6,43,129
