population_id,reference_count,master_count,order_count,source_commit,checkpoint_sha256,config_sha256,training_seed,evaluation_seed,policy,reducer,window,K,r,state_bytes,T,t_mAP,t_mAP50,t_mAP25,t_REC,prefix_overall_mAP,direct_current_AP,forward_count,archive_payload_bytes,lag1_buffer_bytes,materialized_output_bytes,route_conflicts,fallback_matches,provisional_prefix_count,attribution
protocol_b_43_masters_3_orders,6,43,129,0c1801f327b071ebd655e5da21c127983e078e2d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,6b5c4bc2dec9a38d0705dc4f88955df52dbd627773aa76b42905ba81aee8e102,45,45,commit0,mean,W2,100,0,61008,2,0.22247104346752167,0.35463497042655945,0.559070348739624,0.3577646315097809,0.29328474402427673,0.3759487569332123,645,2460835,0,33419862,0,0,0,complete_output_system_policy
protocol_b_43_masters_3_orders,6,43,129,0c1801f327b071ebd655e5da21c127983e078e2d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,6b5c4bc2dec9a38d0705dc4f88955df52dbd627773aa76b42905ba81aee8e102,45,45,commit0,mean,W2,100,0,61008,3,0.13468286395072937,0.23607037961483002,0.4084731340408325,0.274554044008255,0.24057656526565552,0.36997881531715393,645,3386420,0,68172960,0,0,0,complete_output_system_policy
protocol_b_43_masters_3_orders,6,43,129,0c1801f327b071ebd655e5da21c127983e078e2d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,6b5c4bc2dec9a38d0705dc4f88955df52dbd627773aa76b42905ba81aee8e102,45,45,commit0,mean,W2,100,0,61008,4,0.07909047603607178,0.1437743753194809,0.2820674777030945,0.19989973306655884,0.20126235485076904,0.3531264066696167,645,4107209,0,108863508,0,0,0,complete_output_system_policy
protocol_b_43_masters_3_orders,6,43,129,0c1801f327b071ebd655e5da21c127983e078e2d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,6b5c4bc2dec9a38d0705dc4f88955df52dbd627773aa76b42905ba81aee8e102,45,45,commit0,mean,W2,100,0,61008,5,0.05951131880283356,0.10782936215400696,0.22440476715564728,0.1579054743051529,0.18622271716594696,0.3513040244579315,645,4598816,0,145144362,0,0,0,complete_output_system_policy
protocol_b_43_masters_3_orders,6,43,129,0c1801f327b071ebd655e5da21c127983e078e2d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,6b5c4bc2dec9a38d0705dc4f88955df52dbd627773aa76b42905ba81aee8e102,45,45,lag1,mean,W2,100,0,61008,2,0.24475130438804626,0.4173288345336914,0.5742934942245483,0.4097220301628113,0.3262116312980652,0.3826286196708679,645,1451918,12859595,21825216,335,3246,129,complete_output_system_policy
protocol_b_43_masters_3_orders,6,43,129,0c1801f327b071ebd655e5da21c127983e078e2d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,6b5c4bc2dec9a38d0705dc4f88955df52dbd627773aa76b42905ba81aee8e102,45,45,lag1,mean,W2,100,0,61008,3,0.12390219420194626,0.22952699661254883,0.37898075580596924,0.3002873659133911,0.2259443998336792,0.3738126754760742,645,2536866,12345119,44093520,655,6008,129,complete_output_system_policy
protocol_b_43_masters_3_orders,6,43,129,0c1801f327b071ebd655e5da21c127983e078e2d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,6b5c4bc2dec9a38d0705dc4f88955df52dbd627773aa76b42905ba81aee8e102,45,45,lag1,mean,W2,100,0,61008,4,0.06147771328687668,0.11258092522621155,0.23774409294128418,0.2064194530248642,0.16055047512054443,0.35715508460998535,645,3449843,12987696,76520002,1032,8841,129,complete_output_system_policy
protocol_b_43_masters_3_orders,6,43,129,0c1801f327b071ebd655e5da21c127983e078e2d,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,6b5c4bc2dec9a38d0705dc4f88955df52dbd627773aa76b42905ba81aee8e102,45,45,lag1,mean,W2,100,0,61008,5,0.03489583730697632,0.07188988476991653,0.19981570541858673,0.14972476661205292,0.1287325620651245,0.3507852554321289,645,4169668,12987467,100099560,1434,11731,129,complete_output_system_policy
