population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,visual_content_control,T,episode_count,policy,reducer,prefix_overall_mAP,local_current_AP,t_REC,t_mAP,t_mAP25,t_mAP50,reference_count,master_count,order_count
protocol_b_43_masters_3_orders,W-BASE,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,45,45,native,2,129,commit0,mean,0.10181216150522232,0.3507302701473236,0.23201671242713928,0.06155219301581383,0.19475416839122772,0.11238893866539001,6,43,129
protocol_b_43_masters_3_orders,W-BASE,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,45,45,native,3,129,commit0,mean,0.04565467685461044,0.3711487054824829,0.1458004266023636,0.026405492797493935,0.1287785768508911,0.06407635658979416,6,43,129
protocol_b_43_masters_3_orders,W-BASE,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,45,45,native,4,129,commit0,mean,0.022534579038619995,0.3293120563030243,0.08142658323049545,0.013259763829410076,0.10477977246046066,0.05787165090441704,6,43,129
protocol_b_43_masters_3_orders,W-BASE,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,45,45,native,5,129,commit0,mean,0.01223596092313528,0.3546749949455261,0.05554644390940666,0.008207702077925205,0.09635213017463684,0.05049919709563255,6,43,129
protocol_b_43_masters_3_orders,W-BASE,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,45,45,native,2,129,lag1,latest,0.2982865571975708,0.3507302701473236,0.386996328830719,0.2192353904247284,0.5908356308937073,0.3762654960155487,6,43,129
protocol_b_43_masters_3_orders,W-BASE,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,45,45,native,3,129,lag1,latest,0.18353639543056488,0.3711487054824829,0.26839911937713623,0.0925346240401268,0.339321494102478,0.19159625470638275,6,43,129
protocol_b_43_masters_3_orders,W-BASE,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,45,45,native,4,129,lag1,latest,0.10274958610534668,0.3293120563030243,0.16684465110301971,0.03696717321872711,0.1952589899301529,0.10351603478193283,6,43,129
protocol_b_43_masters_3_orders,W-BASE,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,45,45,native,5,129,lag1,latest,0.05536530539393425,0.3546749949455261,0.09718438982963562,0.01197110116481781,0.15102671086788177,0.04987654834985733,6,43,129
protocol_b_43_masters_3_orders,W-BASE,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,45,45,native,2,129,lag1,max,0.2982865571975708,0.3507302701473236,0.386996328830719,0.2192353904247284,0.5908356308937073,0.3762654960155487,6,43,129
protocol_b_43_masters_3_orders,W-BASE,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,45,45,native,3,129,lag1,max,0.1939120888710022,0.3393709659576416,0.26839911937713623,0.09731989353895187,0.3547218143939972,0.20028382539749146,6,43,129
protocol_b_43_masters_3_orders,W-BASE,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,45,45,native,4,129,lag1,max,0.11654543876647949,0.303457111120224,0.16684465110301971,0.04204525426030159,0.2153884768486023,0.11297674477100372,6,43,129
protocol_b_43_masters_3_orders,W-BASE,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,45,45,native,5,129,lag1,max,0.06628836691379547,0.33749496936798096,0.09718438982963562,0.015864158049225807,0.15868563950061798,0.054641030728816986,6,43,129
protocol_b_43_masters_3_orders,W-BASE,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,45,45,native,2,129,lag1,mean,0.2982865571975708,0.3507302701473236,0.386996328830719,0.2192353904247284,0.5908356308937073,0.3762654960155487,6,43,129
protocol_b_43_masters_3_orders,W-BASE,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,45,45,native,3,129,lag1,mean,0.17685191333293915,0.3625253140926361,0.26839911937713623,0.09105879813432693,0.33476120233535767,0.19020748138427734,6,43,129
protocol_b_43_masters_3_orders,W-BASE,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,45,45,native,4,129,lag1,mean,0.09895351529121399,0.32262957096099854,0.16684465110301971,0.03685019910335541,0.1988542675971985,0.10463778674602509,6,43,129
protocol_b_43_masters_3_orders,W-BASE,06f9e1e1efca088ffda2888a6eeaa4aa67830d2f3a5798dee0c6ebaca93ac8e6,45,45,native,5,129,lag1,mean,0.04989786818623543,0.3430933356285095,0.09718438982963562,0.01198599673807621,0.147879496216774,0.049781668931245804,6,43,129
