population_id,reference_count,master_count,order_count,source_commit,checkpoint_sha256,base_cache_manifest_sha256,observation_manifest_sha256,config_sha256,training_seed,evaluation_seed,method,update_mode,update_rate,association_threshold,class_weight,policy,reducer,window,K,r,state_bytes,T,t_mAP,t_mAP50,t_mAP25,t_REC,prefix_overall_mAP,direct_current_AP,shared_r1_forward_count,training_updates,attribution,status
development_train_holdout_47_masters_canonical,8,47,47,f654aadce76630d88dc9e5ebd88a4089107e9da0,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,489577a52e462d43042e1945d4c27dc5a71b65aabb84deb6d93d7c3d75314851,8a398794052083d9727e71aed27e2459962faf85ef18a27ee859c00c52c6faa9,08bfffc333854f90f470e0a0559f64954a107bffcf575cb494d3c142e531534d,45,45,D-LAST,last,1.0,0.5,0.25,commit0,mean,W2,100,0,62616,2,0.5230791568756104,0.762668251991272,0.8971806764602661,0.5943500995635986,0.6442344784736633,0.6440849900245667,235,0,long_memory_update_control_plus_output_policy,MEASURED
development_train_holdout_47_masters_canonical,8,47,47,f654aadce76630d88dc9e5ebd88a4089107e9da0,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,489577a52e462d43042e1945d4c27dc5a71b65aabb84deb6d93d7c3d75314851,8a398794052083d9727e71aed27e2459962faf85ef18a27ee859c00c52c6faa9,08bfffc333854f90f470e0a0559f64954a107bffcf575cb494d3c142e531534d,45,45,D-LAST,last,1.0,0.5,0.25,commit0,mean,W2,100,0,62616,3,0.46407678723335266,0.6853693723678589,0.8518671989440918,0.5367844104766846,0.6348888278007507,0.6446742415428162,235,0,long_memory_update_control_plus_output_policy,MEASURED
development_train_holdout_47_masters_canonical,8,47,47,f654aadce76630d88dc9e5ebd88a4089107e9da0,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,489577a52e462d43042e1945d4c27dc5a71b65aabb84deb6d93d7c3d75314851,8a398794052083d9727e71aed27e2459962faf85ef18a27ee859c00c52c6faa9,08bfffc333854f90f470e0a0559f64954a107bffcf575cb494d3c142e531534d,45,45,D-LAST,last,1.0,0.5,0.25,commit0,mean,W2,100,0,62616,4,0.42778342962265015,0.6544078588485718,0.8250185251235962,0.49503761529922485,0.6317758560180664,0.6372697353363037,235,0,long_memory_update_control_plus_output_policy,MEASURED
development_train_holdout_47_masters_canonical,8,47,47,f654aadce76630d88dc9e5ebd88a4089107e9da0,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,489577a52e462d43042e1945d4c27dc5a71b65aabb84deb6d93d7c3d75314851,8a398794052083d9727e71aed27e2459962faf85ef18a27ee859c00c52c6faa9,08bfffc333854f90f470e0a0559f64954a107bffcf575cb494d3c142e531534d,45,45,D-LAST,last,1.0,0.5,0.25,commit0,mean,W2,100,0,62616,5,0.38965046405792236,0.591202437877655,0.7750489711761475,0.4583228826522827,0.615684449672699,0.6578912734985352,235,0,long_memory_update_control_plus_output_policy,MEASURED
development_train_holdout_47_masters_canonical,8,47,47,f654aadce76630d88dc9e5ebd88a4089107e9da0,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,489577a52e462d43042e1945d4c27dc5a71b65aabb84deb6d93d7c3d75314851,8a398794052083d9727e71aed27e2459962faf85ef18a27ee859c00c52c6faa9,08bfffc333854f90f470e0a0559f64954a107bffcf575cb494d3c142e531534d,45,45,D-LAST,last,1.0,0.5,0.25,lag1,mean,W2,100,0,62616,2,0.5298231840133667,0.7516422271728516,0.9091459512710571,0.6129661202430725,0.6540518403053284,0.6477056741714478,235,0,long_memory_update_control_plus_output_policy,MEASURED
development_train_holdout_47_masters_canonical,8,47,47,f654aadce76630d88dc9e5ebd88a4089107e9da0,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,489577a52e462d43042e1945d4c27dc5a71b65aabb84deb6d93d7c3d75314851,8a398794052083d9727e71aed27e2459962faf85ef18a27ee859c00c52c6faa9,08bfffc333854f90f470e0a0559f64954a107bffcf575cb494d3c142e531534d,45,45,D-LAST,last,1.0,0.5,0.25,lag1,mean,W2,100,0,62616,3,0.4853824973106384,0.7075115442276001,0.8655033111572266,0.5641067028045654,0.6578399538993835,0.6561241745948792,235,0,long_memory_update_control_plus_output_policy,MEASURED
development_train_holdout_47_masters_canonical,8,47,47,f654aadce76630d88dc9e5ebd88a4089107e9da0,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,489577a52e462d43042e1945d4c27dc5a71b65aabb84deb6d93d7c3d75314851,8a398794052083d9727e71aed27e2459962faf85ef18a27ee859c00c52c6faa9,08bfffc333854f90f470e0a0559f64954a107bffcf575cb494d3c142e531534d,45,45,D-LAST,last,1.0,0.5,0.25,lag1,mean,W2,100,0,62616,4,0.43972018361091614,0.654090940952301,0.8322246670722961,0.523674726486206,0.6376044750213623,0.6449486017227173,235,0,long_memory_update_control_plus_output_policy,MEASURED
development_train_holdout_47_masters_canonical,8,47,47,f654aadce76630d88dc9e5ebd88a4089107e9da0,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,489577a52e462d43042e1945d4c27dc5a71b65aabb84deb6d93d7c3d75314851,8a398794052083d9727e71aed27e2459962faf85ef18a27ee859c00c52c6faa9,08bfffc333854f90f470e0a0559f64954a107bffcf575cb494d3c142e531534d,45,45,D-LAST,last,1.0,0.5,0.25,lag1,mean,W2,100,0,62616,5,0.407856285572052,0.6099992394447327,0.7924855947494507,0.47932168841362,0.6267067193984985,0.666276216506958,235,0,long_memory_update_control_plus_output_policy,MEASURED
development_train_holdout_47_masters_canonical,8,47,47,f654aadce76630d88dc9e5ebd88a4089107e9da0,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,489577a52e462d43042e1945d4c27dc5a71b65aabb84deb6d93d7c3d75314851,8a398794052083d9727e71aed27e2459962faf85ef18a27ee859c00c52c6faa9,08bfffc333854f90f470e0a0559f64954a107bffcf575cb494d3c142e531534d,45,45,D-EMA,fixed_ema,0.2,0.5,0.25,commit0,mean,W2,100,0,62616,2,0.5230791568756104,0.762668251991272,0.8971806764602661,0.5943500995635986,0.6442344784736633,0.6440849900245667,235,0,long_memory_update_control_plus_output_policy,MEASURED
development_train_holdout_47_masters_canonical,8,47,47,f654aadce76630d88dc9e5ebd88a4089107e9da0,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,489577a52e462d43042e1945d4c27dc5a71b65aabb84deb6d93d7c3d75314851,8a398794052083d9727e71aed27e2459962faf85ef18a27ee859c00c52c6faa9,08bfffc333854f90f470e0a0559f64954a107bffcf575cb494d3c142e531534d,45,45,D-EMA,fixed_ema,0.2,0.5,0.25,commit0,mean,W2,100,0,62616,3,0.46408477425575256,0.6854062676429749,0.8519790768623352,0.5367844104766846,0.6348243951797485,0.6446764469146729,235,0,long_memory_update_control_plus_output_policy,MEASURED
development_train_holdout_47_masters_canonical,8,47,47,f654aadce76630d88dc9e5ebd88a4089107e9da0,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,489577a52e462d43042e1945d4c27dc5a71b65aabb84deb6d93d7c3d75314851,8a398794052083d9727e71aed27e2459962faf85ef18a27ee859c00c52c6faa9,08bfffc333854f90f470e0a0559f64954a107bffcf575cb494d3c142e531534d,45,45,D-EMA,fixed_ema,0.2,0.5,0.25,commit0,mean,W2,100,0,62616,4,0.42782890796661377,0.6545398831367493,0.8253058791160583,0.49503761529922485,0.6319329738616943,0.6371448040008545,235,0,long_memory_update_control_plus_output_policy,MEASURED
development_train_holdout_47_masters_canonical,8,47,47,f654aadce76630d88dc9e5ebd88a4089107e9da0,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,489577a52e462d43042e1945d4c27dc5a71b65aabb84deb6d93d7c3d75314851,8a398794052083d9727e71aed27e2459962faf85ef18a27ee859c00c52c6faa9,08bfffc333854f90f470e0a0559f64954a107bffcf575cb494d3c142e531534d,45,45,D-EMA,fixed_ema,0.2,0.5,0.25,commit0,mean,W2,100,0,62616,5,0.3897113800048828,0.5917556285858154,0.775133490562439,0.45842504501342773,0.6155821084976196,0.6577861309051514,235,0,long_memory_update_control_plus_output_policy,MEASURED
development_train_holdout_47_masters_canonical,8,47,47,f654aadce76630d88dc9e5ebd88a4089107e9da0,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,489577a52e462d43042e1945d4c27dc5a71b65aabb84deb6d93d7c3d75314851,8a398794052083d9727e71aed27e2459962faf85ef18a27ee859c00c52c6faa9,08bfffc333854f90f470e0a0559f64954a107bffcf575cb494d3c142e531534d,45,45,D-EMA,fixed_ema,0.2,0.5,0.25,lag1,mean,W2,100,0,62616,2,0.5298231840133667,0.7516422271728516,0.9091459512710571,0.6129661202430725,0.6540518403053284,0.6477056741714478,235,0,long_memory_update_control_plus_output_policy,MEASURED
development_train_holdout_47_masters_canonical,8,47,47,f654aadce76630d88dc9e5ebd88a4089107e9da0,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,489577a52e462d43042e1945d4c27dc5a71b65aabb84deb6d93d7c3d75314851,8a398794052083d9727e71aed27e2459962faf85ef18a27ee859c00c52c6faa9,08bfffc333854f90f470e0a0559f64954a107bffcf575cb494d3c142e531534d,45,45,D-EMA,fixed_ema,0.2,0.5,0.25,lag1,mean,W2,100,0,62616,3,0.4853824973106384,0.7075115442276001,0.8655033111572266,0.5641067028045654,0.6578399538993835,0.6561241745948792,235,0,long_memory_update_control_plus_output_policy,MEASURED
development_train_holdout_47_masters_canonical,8,47,47,f654aadce76630d88dc9e5ebd88a4089107e9da0,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,489577a52e462d43042e1945d4c27dc5a71b65aabb84deb6d93d7c3d75314851,8a398794052083d9727e71aed27e2459962faf85ef18a27ee859c00c52c6faa9,08bfffc333854f90f470e0a0559f64954a107bffcf575cb494d3c142e531534d,45,45,D-EMA,fixed_ema,0.2,0.5,0.25,lag1,mean,W2,100,0,62616,4,0.43972018361091614,0.654090940952301,0.8322402834892273,0.523674726486206,0.6383652091026306,0.6451619863510132,235,0,long_memory_update_control_plus_output_policy,MEASURED
development_train_holdout_47_masters_canonical,8,47,47,f654aadce76630d88dc9e5ebd88a4089107e9da0,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,489577a52e462d43042e1945d4c27dc5a71b65aabb84deb6d93d7c3d75314851,8a398794052083d9727e71aed27e2459962faf85ef18a27ee859c00c52c6faa9,08bfffc333854f90f470e0a0559f64954a107bffcf575cb494d3c142e531534d,45,45,D-EMA,fixed_ema,0.2,0.5,0.25,lag1,mean,W2,100,0,62616,5,0.4077571630477905,0.6098768711090088,0.7917818427085876,0.479423850774765,0.6278354525566101,0.666509747505188,235,0,long_memory_update_control_plus_output_policy,MEASURED
