method,reference_scene_id,master_sequence_id,order_id,horizon,deployment_id_switches,identity_transition_opportunities,normalized_id_switch_rate,fragmentation_count,fragmentation_opportunities,fragmentation_rate,merge_count,merge_opportunities,merge_rate,gap_opportunities,recovery_attempts,correct_recoveries,gap_recovery_accuracy,gap_recovery_recall,association_event_count,new_birth_count,false_birth_count,birth_rejected_count,tracker_input,identity_matching,cache_digest
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,canonical,2,1,4,0.25,1,4,0.25,1,4,0.25,0,0,0,,,30,16,4,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2a73a637587c0f8020a22ba065b8a1985493123cc979c4010b977b07411bcec1
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,canonical,3,1,7,0.14285714285714285,1,7,0.14285714285714285,6,12,0.5,0,0,0,,,51,17,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2a73a637587c0f8020a22ba065b8a1985493123cc979c4010b977b07411bcec1
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,canonical,3,1,7,0.14285714285714285,1,7,0.14285714285714285,6,12,0.5,0,0,0,,,51,17,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2a73a637587c0f8020a22ba065b8a1985493123cc979c4010b977b07411bcec1
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,canonical,3,1,7,0.14285714285714285,1,7,0.14285714285714285,6,12,0.5,0,0,0,,,51,18,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2a73a637587c0f8020a22ba065b8a1985493123cc979c4010b977b07411bcec1
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,canonical,4,1,7,0.14285714285714285,2,9,0.2222222222222222,7,14,0.5,2,1,0,0.0,0.0,62,17,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2a73a637587c0f8020a22ba065b8a1985493123cc979c4010b977b07411bcec1
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,canonical,4,1,7,0.14285714285714285,2,9,0.2222222222222222,7,14,0.5,2,1,0,0.0,0.0,62,17,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2a73a637587c0f8020a22ba065b8a1985493123cc979c4010b977b07411bcec1
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,canonical,4,1,7,0.14285714285714285,1,9,0.1111111111111111,6,14,0.42857142857142855,2,1,1,1.0,0.5,62,18,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2a73a637587c0f8020a22ba065b8a1985493123cc979c4010b977b07411bcec1
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,canonical,5,1,7,0.14285714285714285,8,18,0.4444444444444444,7,17,0.4117647058823529,12,8,2,0.25,0.16666666666666666,78,24,13,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2a73a637587c0f8020a22ba065b8a1985493123cc979c4010b977b07411bcec1
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,canonical,5,1,7,0.14285714285714285,10,18,0.5555555555555556,9,17,0.5294117647058824,12,8,1,0.125,0.08333333333333333,78,23,12,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2a73a637587c0f8020a22ba065b8a1985493123cc979c4010b977b07411bcec1
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,canonical,5,1,7,0.14285714285714285,1,18,0.05555555555555555,6,23,0.2608695652173913,12,8,8,1.0,0.6666666666666666,78,18,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,2a73a637587c0f8020a22ba065b8a1985493123cc979c4010b977b07411bcec1
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,reverse,2,0,0,,0,0,,3,3,1.0,0,0,0,,,25,13,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,ee5dfe110e474f8fc6827efcd6fca1786f51dfd148df603252f7e7c14c6fc230
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,reverse,2,0,0,,0,0,,3,3,1.0,0,0,0,,,25,13,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,ee5dfe110e474f8fc6827efcd6fca1786f51dfd148df603252f7e7c14c6fc230
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,reverse,2,0,0,,0,0,,3,3,1.0,0,0,0,,,25,13,3,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,ee5dfe110e474f8fc6827efcd6fca1786f51dfd148df603252f7e7c14c6fc230
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,reverse,3,0,0,,2,4,0.5,4,6,0.6666666666666666,4,3,2,0.6666666666666666,0.5,44,25,11,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,ee5dfe110e474f8fc6827efcd6fca1786f51dfd148df603252f7e7c14c6fc230
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,reverse,3,0,0,,1,4,0.25,4,7,0.5714285714285714,4,3,2,0.6666666666666666,0.5,44,24,10,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,ee5dfe110e474f8fc6827efcd6fca1786f51dfd148df603252f7e7c14c6fc230
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,reverse,3,0,0,,0,4,0.0,7,11,0.6363636363636364,4,3,3,1.0,0.75,44,16,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,ee5dfe110e474f8fc6827efcd6fca1786f51dfd148df603252f7e7c14c6fc230
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,reverse,4,3,4,0.75,10,14,0.7142857142857143,9,13,0.6923076923076923,13,8,3,0.375,0.23076923076923078,66,27,13,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,ee5dfe110e474f8fc6827efcd6fca1786f51dfd148df603252f7e7c14c6fc230
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,reverse,4,2,4,0.5,7,14,0.5,8,15,0.5333333333333333,13,8,4,0.5,0.3076923076923077,66,26,12,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,ee5dfe110e474f8fc6827efcd6fca1786f51dfd148df603252f7e7c14c6fc230
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,reverse,4,1,4,0.25,2,14,0.14285714285714285,8,20,0.4,13,8,7,0.875,0.5384615384615384,66,18,8,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,ee5dfe110e474f8fc6827efcd6fca1786f51dfd148df603252f7e7c14c6fc230
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,reverse,5,3,8,0.375,10,18,0.5555555555555556,10,18,0.5555555555555556,13,8,3,0.375,0.23076923076923078,76,27,13,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,ee5dfe110e474f8fc6827efcd6fca1786f51dfd148df603252f7e7c14c6fc230
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,reverse,5,2,8,0.25,7,18,0.3888888888888889,8,19,0.42105263157894735,13,8,4,0.5,0.3076923076923077,76,26,12,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,ee5dfe110e474f8fc6827efcd6fca1786f51dfd148df603252f7e7c14c6fc230
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,reverse,5,1,8,0.125,2,18,0.1111111111111111,9,25,0.36,13,8,7,0.875,0.5384615384615384,76,18,8,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,ee5dfe110e474f8fc6827efcd6fca1786f51dfd148df603252f7e7c14c6fc230
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,sha256_seed45,2,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,,,31,17,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,sha256_seed45,2,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,,,31,17,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,sha256_seed45,2,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,,,31,17,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,sha256_seed45,3,1,3,0.3333333333333333,1,3,0.3333333333333333,1,3,0.3333333333333333,0,0,0,,,42,17,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,sha256_seed45,3,1,3,0.3333333333333333,1,3,0.3333333333333333,1,3,0.3333333333333333,0,0,0,,,42,17,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,sha256_seed45,3,1,3,0.3333333333333333,1,3,0.3333333333333333,1,3,0.3333333333333333,0,0,0,,,42,17,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,sha256_seed45,4,1,3,0.3333333333333333,4,7,0.5714285714285714,2,5,0.4,4,3,1,0.3333333333333333,0.25,61,27,12,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,sha256_seed45,4,1,3,0.3333333333333333,3,7,0.42857142857142855,2,6,0.3333333333333333,4,3,2,0.6666666666666666,0.5,61,27,12,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,sha256_seed45,4,1,3,0.3333333333333333,2,7,0.2857142857142857,5,10,0.5,4,3,2,0.6666666666666666,0.5,61,19,8,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,sha256_seed45,5,4,7,0.5714285714285714,12,17,0.7058823529411765,8,13,0.6153846153846154,13,7,1,0.14285714285714285,0.07692307692307693,83,29,14,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,sha256_seed45,5,4,7,0.5714285714285714,11,17,0.6470588235294118,8,14,0.5714285714285714,13,7,2,0.2857142857142857,0.15384615384615385,83,29,14,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_03-scene0309_00-scene0309_02-scene0309_01-scene0309_04,sha256_seed45,5,3,7,0.42857142857142855,4,17,0.23529411764705882,7,20,0.35,13,7,6,0.8571428571428571,0.46153846153846156,83,20,9,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,canonical,2,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,,,31,17,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,473db1ebe5aca4c1a8c62122556096daed7f1774430ad709af1d8eead2b08775
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,canonical,2,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,,,31,17,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,473db1ebe5aca4c1a8c62122556096daed7f1774430ad709af1d8eead2b08775
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,canonical,2,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,,,31,17,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,473db1ebe5aca4c1a8c62122556096daed7f1774430ad709af1d8eead2b08775
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,canonical,3,2,4,0.5,6,11,0.5454545454545454,3,8,0.375,9,6,1,0.16666666666666666,0.1111111111111111,50,23,10,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,473db1ebe5aca4c1a8c62122556096daed7f1774430ad709af1d8eead2b08775
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,canonical,3,2,4,0.5,6,11,0.5454545454545454,3,8,0.375,9,6,1,0.16666666666666666,0.1111111111111111,50,23,10,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,473db1ebe5aca4c1a8c62122556096daed7f1774430ad709af1d8eead2b08775
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,canonical,3,2,4,0.5,2,11,0.18181818181818182,3,12,0.25,9,6,5,0.8333333333333334,0.5555555555555556,50,17,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,473db1ebe5aca4c1a8c62122556096daed7f1774430ad709af1d8eead2b08775
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,canonical,4,2,7,0.2857142857142857,6,14,0.42857142857142855,8,16,0.5,9,6,1,0.16666666666666666,0.1111111111111111,71,25,12,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,473db1ebe5aca4c1a8c62122556096daed7f1774430ad709af1d8eead2b08775
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,canonical,4,2,7,0.2857142857142857,6,14,0.42857142857142855,8,16,0.5,9,6,1,0.16666666666666666,0.1111111111111111,71,26,13,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,473db1ebe5aca4c1a8c62122556096daed7f1774430ad709af1d8eead2b08775
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,canonical,4,2,7,0.2857142857142857,2,14,0.14285714285714285,8,20,0.4,9,6,5,0.8333333333333334,0.5555555555555556,71,18,7,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,473db1ebe5aca4c1a8c62122556096daed7f1774430ad709af1d8eead2b08775
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,canonical,5,2,7,0.2857142857142857,7,16,0.4375,9,18,0.5,11,7,1,0.14285714285714285,0.09090909090909091,82,25,12,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,473db1ebe5aca4c1a8c62122556096daed7f1774430ad709af1d8eead2b08775
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,canonical,5,2,7,0.2857142857142857,7,16,0.4375,8,17,0.47058823529411764,11,7,1,0.14285714285714285,0.09090909090909091,82,26,13,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,473db1ebe5aca4c1a8c62122556096daed7f1774430ad709af1d8eead2b08775
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,canonical,5,2,7,0.2857142857142857,2,16,0.125,8,22,0.36363636363636365,11,7,6,0.8571428571428571,0.5454545454545454,82,18,7,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,473db1ebe5aca4c1a8c62122556096daed7f1774430ad709af1d8eead2b08775
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,reverse,2,0,0,,0,0,,1,1,1.0,0,0,0,,,26,17,8,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,709fe3016e2f02deed6d959a612402e987a0887c52e7d5cd4268dcb53311851c
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,reverse,2,0,0,,0,0,,1,1,1.0,0,0,0,,,26,17,8,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,709fe3016e2f02deed6d959a612402e987a0887c52e7d5cd4268dcb53311851c
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,reverse,2,0,0,,0,0,,1,1,1.0,0,0,0,,,26,17,8,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,709fe3016e2f02deed6d959a612402e987a0887c52e7d5cd4268dcb53311851c
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,reverse,3,3,4,0.75,5,6,0.8333333333333334,7,8,0.875,2,1,0,0.0,0.0,48,19,10,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,709fe3016e2f02deed6d959a612402e987a0887c52e7d5cd4268dcb53311851c
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,reverse,3,3,4,0.75,5,6,0.8333333333333334,7,8,0.875,2,1,0,0.0,0.0,48,19,10,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,709fe3016e2f02deed6d959a612402e987a0887c52e7d5cd4268dcb53311851c
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,reverse,3,1,4,0.25,1,6,0.16666666666666666,6,11,0.5454545454545454,2,1,1,1.0,0.5,48,18,9,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,709fe3016e2f02deed6d959a612402e987a0887c52e7d5cd4268dcb53311851c
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,reverse,4,3,8,0.375,5,10,0.5,8,13,0.6153846153846154,2,1,0,0.0,0.0,58,19,10,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,709fe3016e2f02deed6d959a612402e987a0887c52e7d5cd4268dcb53311851c
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,reverse,4,3,8,0.375,5,10,0.5,8,13,0.6153846153846154,2,1,0,0.0,0.0,58,19,10,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,709fe3016e2f02deed6d959a612402e987a0887c52e7d5cd4268dcb53311851c
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,reverse,4,1,8,0.125,1,10,0.1,7,16,0.4375,2,1,1,1.0,0.5,58,18,9,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,709fe3016e2f02deed6d959a612402e987a0887c52e7d5cd4268dcb53311851c
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,reverse,5,3,10,0.3,10,19,0.5263157894736842,8,17,0.47058823529411764,11,8,2,0.25,0.18181818181818182,76,27,17,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,709fe3016e2f02deed6d959a612402e987a0887c52e7d5cd4268dcb53311851c
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,reverse,5,3,10,0.3,11,19,0.5789473684210527,10,18,0.5555555555555556,11,8,0,0.0,0.0,76,27,17,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,709fe3016e2f02deed6d959a612402e987a0887c52e7d5cd4268dcb53311851c
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,reverse,5,1,10,0.1,1,19,0.05263157894736842,7,25,0.28,11,8,8,1.0,0.7272727272727273,76,20,10,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,709fe3016e2f02deed6d959a612402e987a0887c52e7d5cd4268dcb53311851c
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,sha256_seed45,2,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,,,31,17,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,sha256_seed45,2,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,,,31,17,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,sha256_seed45,2,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0,,,31,17,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,sha256_seed45,3,1,3,0.3333333333333333,1,3,0.3333333333333333,1,3,0.3333333333333333,0,0,0,,,42,17,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,sha256_seed45,3,1,3,0.3333333333333333,1,3,0.3333333333333333,1,3,0.3333333333333333,0,0,0,,,42,17,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,sha256_seed45,3,1,3,0.3333333333333333,1,3,0.3333333333333333,1,3,0.3333333333333333,0,0,0,,,42,17,6,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,sha256_seed45,4,1,3,0.3333333333333333,4,7,0.5714285714285714,2,5,0.4,4,3,1,0.3333333333333333,0.25,61,27,12,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,sha256_seed45,4,1,3,0.3333333333333333,3,7,0.42857142857142855,2,6,0.3333333333333333,4,3,2,0.6666666666666666,0.5,61,27,12,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B4,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,sha256_seed45,4,1,3,0.3333333333333333,2,7,0.2857142857142857,5,10,0.5,4,3,2,0.6666666666666666,0.5,61,19,8,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B2,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,sha256_seed45,5,4,7,0.5714285714285714,12,17,0.7058823529411765,8,13,0.6153846153846154,13,7,1,0.14285714285714285,0.07692307692307693,83,29,14,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
B3,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_04-scene0309_03-scene0309_00-scene0309_02-scene0309_01,sha256_seed45,5,4,7,0.5714285714285714,11,17,0.6470588235294118,8,14,0.5714285714285714,13,7,2,0.2857142857142857,0.15384615384615385,83,29,14,0,frozen_query_observation_no_gt,post_prediction_hungarian_iou_0.5,6d408758a6ec53e2c0f0c531de8f40b4326b7cbfe85da81157c86952bf9fa70c
