population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,reference_id,episode_id,T,absolute_stage_index,generation_mismatch_count,matched_query_count,null_win_count,read_valid_tokens,stored_current_tokens,stored_historical_tokens,stored_occupied_slots,stored_valid_tokens,valid_read_count,attention_scale,content_control,enabled,null_mass_mean,read_output_norm,max_source_age,mean_source_age
additional_native_refs,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,095821f7-e2c2-2de1-9568-b9ce59920e29,tmv2-856bd782a09a6193,2,0,0,0,0,0,0,0,0,0,0,11.321606636047363,native,True,1.0,0.0,N/A,N/A
additional_native_refs,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,095821f7-e2c2-2de1-9568-b9ce59920e29,tmv2-856bd782a09a6193,2,1,0,6,0,48,0,48,6,48,6,11.321606636047363,native,True,0.03973136469721794,0.5803714990615845,1,1.0
additional_native_refs,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,095821f7-e2c2-2de1-9568-b9ce59920e29,tmv2-44be2948dcb52fbe,3,0,0,0,0,0,0,0,0,0,0,11.321606636047363,native,True,1.0,0.0,N/A,N/A
additional_native_refs,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,095821f7-e2c2-2de1-9568-b9ce59920e29,tmv2-44be2948dcb52fbe,3,1,0,6,0,48,0,48,6,48,6,11.321606636047363,native,True,0.03973136469721794,0.5803714990615845,1,1.0
additional_native_refs,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,095821f7-e2c2-2de1-9568-b9ce59920e29,tmv2-44be2948dcb52fbe,3,2,0,6,0,48,0,48,6,48,6,11.321606636047363,native,True,0.018227024003863335,0.5891728401184082,2,1.625
additional_native_refs,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,095821f7-e2c2-2de1-9568-b9ce59920e29,tmv2-e68168955c7f6858,4,0,0,0,0,0,0,0,0,0,0,11.321606636047363,native,True,1.0,0.0,N/A,N/A
additional_native_refs,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,095821f7-e2c2-2de1-9568-b9ce59920e29,tmv2-e68168955c7f6858,4,1,0,6,0,48,0,48,6,48,6,11.321606636047363,native,True,0.03973136469721794,0.5803714990615845,1,1.0
additional_native_refs,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,095821f7-e2c2-2de1-9568-b9ce59920e29,tmv2-e68168955c7f6858,4,2,0,6,0,48,0,48,6,48,6,11.321606636047363,native,True,0.018227024003863335,0.5891728401184082,2,1.625
additional_native_refs,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,095821f7-e2c2-2de1-9568-b9ce59920e29,tmv2-e68168955c7f6858,4,3,0,6,0,56,0,56,7,56,6,11.321606636047363,native,True,0.020759757608175278,0.5944575071334839,3,1.8035714626312256
additional_native_refs,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,095821f7-e2c2-2de1-9568-b9ce59920e29,tmv2-ae3d8625d1e33f6a,2,0,0,0,0,0,0,0,0,0,0,11.321606636047363,native,True,1.0,0.0,N/A,N/A
