population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,visual_content_control,T,episode_count,identity_linker,policy,correct_recoveries,deployment_id_switches,fragmentation_count,fragmentation_opportunities,gap_opportunities,identity_transition_opportunities,merge_count,merge_opportunities,recovery_attempts,fragmentation_rate,gap_recovery_accuracy,gap_recovery_attempt_coverage,gap_recovery_recall,merge_rate,normalized_id_switch_rate,reference_count,master_count,order_count
additional_native_refs,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,native,2,111,lag1-route-then-class-iou-v1,lag1,0,322,322,640,0,640,21,339,0,0.503125,N/A,N/A,N/A,0.061946902654867256,0.503125,40,111,111
additional_native_refs,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,native,3,77,lag1-route-then-class-iou-v1,lag1,11,460,472,932,54,864,36,496,40,0.5064377682403434,0.275,0.7407407407407407,0.2037037037037037,0.07258064516129033,0.5324074074074074,23,77,77
additional_native_refs,M3-V-CORE,1b883db3faf26f168274853857719786125d640e24377f99d427d2b8aec7793f,45,45,native,4,32,lag1-route-then-class-iou-v1,lag1,5,305,277,617,27,585,18,358,14,0.44894651539708263,0.35714285714285715,0.5185185185185185,0.18518518518518517,0.05027932960893855,0.5213675213675214,8,32,32
