logical_unit_id,reference_id,sequence_id,absolute_stage,generated_candidate_count,base_candidate_count,common_candidate_count,score_max_abs,aligned_mask_iou_mean,generated_vs_base_exact,d_and_a_physical_forward
DEV-CAL:00027,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_01-scene0174_05-scene0174_04-scene0174_02-scene0174_03,1,100,100,47,0.9975589727982879,0.7450561103532377,False,True
DEV-CAL:00027,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_01-scene0174_05-scene0174_04-scene0174_02-scene0174_03,2,100,100,70,0.0077381134033203125,0.6230739967085661,False,True
DEV-CAL:00027,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_01-scene0174_05-scene0174_04-scene0174_02-scene0174_03,3,100,100,100,0.0,1.0,True,True
DEV-CAL:00027,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_01-scene0174_05-scene0174_04-scene0174_02-scene0174_03,4,100,100,50,0.04433637857437134,0.6005178170819369,False,True
DEV-CAL:00028,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_02-scene0174_03-scene0174_00-scene0174_06-scene0174_01,0,100,100,100,0.0,1.0,True,True
DEV-CAL:00028,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_02-scene0174_03-scene0174_00-scene0174_06-scene0174_01,1,100,100,42,0.03473573923110962,0.6197984830345136,False,True
DEV-CAL:00028,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_02-scene0174_03-scene0174_00-scene0174_06-scene0174_01,2,100,100,100,0.0,1.0,True,True
DEV-CAL:00028,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_02-scene0174_03-scene0174_00-scene0174_06-scene0174_01,3,100,100,33,0.9825520515441895,0.7222647825424406,False,True
DEV-CAL:00028,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_02-scene0174_03-scene0174_00-scene0174_06-scene0174_01,4,100,100,100,0.0,1.0,True,True
DEV-CAL:00029,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_03-scene0174_00-scene0174_06-scene0174_01-scene0174_05,0,100,100,100,0.0,1.0,True,True
DEV-CAL:00029,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_03-scene0174_00-scene0174_06-scene0174_01-scene0174_05,1,100,100,100,0.0,1.0,True,True
DEV-CAL:00029,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_03-scene0174_00-scene0174_06-scene0174_01-scene0174_05,2,100,100,34,0.019424617290496826,0.6843056823028367,False,True
DEV-CAL:00029,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_03-scene0174_00-scene0174_06-scene0174_01-scene0174_05,3,100,100,100,0.0,1.0,True,True
DEV-CAL:00029,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_03-scene0174_00-scene0174_06-scene0174_01-scene0174_05,4,100,100,50,0.9965131809003651,0.7701475347726583,False,True
DEV-CAL:00030,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_04-scene0174_02-scene0174_03-scene0174_00-scene0174_06,0,100,100,100,0.0,1.0,True,True
DEV-CAL:00030,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_04-scene0174_02-scene0174_03-scene0174_00-scene0174_06,1,100,100,100,0.0,1.0,True,True
DEV-CAL:00030,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_04-scene0174_02-scene0174_03-scene0174_00-scene0174_06,2,100,100,42,0.043960511684417725,0.5479544378882928,False,True
DEV-CAL:00030,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_04-scene0174_02-scene0174_03-scene0174_00-scene0174_06,3,100,100,100,0.0,1.0,True,True
DEV-CAL:00030,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_04-scene0174_02-scene0174_03-scene0174_00-scene0174_06,4,100,100,47,0.9980285593483131,0.7623368882421555,False,True
DEV-CAL:00031,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_05-scene0174_04-scene0174_02-scene0174_03-scene0174_00,0,100,100,100,0.0,1.0,True,True
DEV-CAL:00031,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_05-scene0174_04-scene0174_02-scene0174_03-scene0174_00,1,100,100,48,0.00731658935546875,0.5600094284841607,False,True
DEV-CAL:00031,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_05-scene0174_04-scene0174_02-scene0174_03-scene0174_00,2,100,100,100,0.0,1.0,True,True
DEV-CAL:00031,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_05-scene0174_04-scene0174_02-scene0174_03-scene0174_00,3,100,100,49,0.9931988083699252,0.5917263662279794,False,True
DEV-CAL:00031,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_05-scene0174_04-scene0174_02-scene0174_03-scene0174_00,4,100,100,100,0.0,1.0,True,True
DEV-CAL:00032,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_06-scene0174_01-scene0174_05-scene0174_04-scene0174_02,0,100,100,100,0.0,1.0,True,True
DEV-CAL:00032,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_06-scene0174_01-scene0174_05-scene0174_04-scene0174_02,1,100,100,100,0.0,1.0,True,True
DEV-CAL:00032,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_06-scene0174_01-scene0174_05-scene0174_04-scene0174_02,2,100,100,41,0.9969417139072903,0.6589299531775128,False,True
DEV-CAL:00032,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_06-scene0174_01-scene0174_05-scene0174_04-scene0174_02,3,100,100,64,0.007843017578125,0.793684411217571,False,True
DEV-CAL:00032,4acaebba-6c10-2a2a-8650-34c2f160db99,scene0174_06-scene0174_01-scene0174_05-scene0174_04-scene0174_02,4,100,100,100,0.0,1.0,True,True
