method,reference_id,master_sequence_id,T,scope,measured_repeats,state_snapshot_sha256,median_latency_ms,mean_latency_ms,std_latency_ms,loaded_model_allocated_bytes,absolute_peak_allocated_bytes,incremental_peak_bytes,peak_reserved_bytes,cpu_state_bytes,visual_state_bytes,lag1_buffer_bytes,archive_bytes
FH-CONT,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,3,model_update,10,0000000000000000000000000000000000000000000000000000000000000000,1146.3278045,1145.9789276000001,7.250663766590963,593637376,3462901760,2869264384,13042188288,0,0,5932835,17138589
FH-CONT,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,3,output_materialization,10,0000000000000000000000000000000000000000000000000000000000000000,11.962499999999999,11.81782,0.2631853357917192,593637376,593637376,0,13042188288,0,0,5932835,17138589
FH-CONT,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,4,cumulative_T1_to_T,10,0000000000000000000000000000000000000000000000000000000000000000,6698.4619729999995,6796.128253899999,814.943517049612,593637376,3807542784,3213905408,13042188288,0,0,6648121,18967194
FH-CONT,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,4,end_to_end_update,10,0000000000000000000000000000000000000000000000000000000000000000,1994.715908,2081.4407087,155.2324324328216,593637376,3806156288,3212518912,13042188288,0,0,6648121,18967194
FH-CONT,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,4,model_update,10,0000000000000000000000000000000000000000000000000000000000000000,1283.8548045,1296.5463308,25.18349450138414,593637376,3806160896,3212523520,13042188288,0,0,6648121,18967194
FH-CONT,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,4,output_materialization,10,0000000000000000000000000000000000000000000000000000000000000000,13.087124,13.2841124,0.3368114137932975,593637376,593637376,0,13042188288,0,0,6648121,18967194
FH-CONT,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,5,cumulative_T1_to_T,10,0000000000000000000000000000000000000000000000000000000000000000,7623.273859,7701.9417978,245.5282298355356,593637376,4018985984,3425348608,13042188288,0,0,7368901,20996695
FH-CONT,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,5,end_to_end_update,10,0000000000000000000000000000000000000000000000000000000000000000,2096.929653,2109.8535832,21.01459441210789,593637376,4019495936,3425858560,13042188288,0,0,7368901,20996695
FH-CONT,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,5,model_update,10,0000000000000000000000000000000000000000000000000000000000000000,1539.4807935,1547.1460685,114.94485470896716,593637376,4019506176,3425868800,13042188288,0,0,7368901,20996695
FH-CONT,ddc73797-765b-241a-9e2c-097c5989baf6,scene0449_00-scene0449_04-scene0449_05-scene0449_03-scene0449_01,5,output_materialization,10,0000000000000000000000000000000000000000000000000000000000000000,16.167606499999998,16.231407,0.28343876898476633,593637376,593637376,0,13042188288,0,0,7368901,20996695
M3-V-CORE,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,2,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,2583.0517925,2655.9014352,189.10486991489825,559363072,1517169664,957806592,2164260864,62616,427200,1798826,5183072
M3-V-CORE,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,2,end_to_end_update,10,068491dca9eaa9b9f54afc46f9b240a172c9988eb3ef25c7511d62198ba8ccc7,1230.65888,1229.0533376,22.950230883197946,559363072,1517487616,958124544,2162163712,62616,427200,1798826,5183072
M3-V-CORE,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,2,model_update,10,068491dca9eaa9b9f54afc46f9b240a172c9988eb3ef25c7511d62198ba8ccc7,1032.672394,1040.0227752,19.16117428596677,559363072,1517506048,958142976,2162163712,62616,427200,1798826,5183072
M3-V-CORE,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,2,output_materialization,10,068491dca9eaa9b9f54afc46f9b240a172c9988eb3ef25c7511d62198ba8ccc7,3.916143,4.0406674,0.36219986171123814,559363072,592923648,33560576,2162163712,62616,427200,1798826,5183072
M3-V-CORE,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,3,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,4183.8100595,4252.3935418,295.85991762664815,559363072,1517127168,957764096,2164260864,62616,427200,1467013,4230624
M3-V-CORE,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,3,end_to_end_update,10,a5666236bf3881d108ab852776ee8659c7a884711a3c687eb2782a1aab9c33e0,1364.557035,1368.195842,48.75331426375589,559363072,1315677696,756314624,2164260864,62616,427200,1467013,4230624
M3-V-CORE,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,3,model_update,10,a5666236bf3881d108ab852776ee8659c7a884711a3c687eb2782a1aab9c33e0,1234.122191,1269.5104153,134.04018395806054,559363072,1315661312,756298240,2164260864,62616,427200,1467013,4230624
M3-V-CORE,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,3,output_materialization,10,a5666236bf3881d108ab852776ee8659c7a884711a3c687eb2782a1aab9c33e0,3.158138,3.2562831,0.28896837775903783,559363072,592923648,33560576,2164260864,62616,427200,1467013,4230624
M3-V-CORE,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,4,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,5226.330796,5403.6134282,541.3699413910385,559363072,1517145088,957782016,2164260864,62616,427200,1370868,3920288
M3-V-CORE,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,4,end_to_end_update,10,f075ff563d7d4002254679086ea46e63f6bb3e1a913f5f5618a5eeab18e1e840,1008.7984105,1011.2475439,25.985561185318268,559363072,1251586048,692222976,2164260864,62616,427200,1370868,3920288
M3-V-CORE,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,4,model_update,10,f075ff563d7d4002254679086ea46e63f6bb3e1a913f5f5618a5eeab18e1e840,883.340618,908.2354522,78.73527030195372,559363072,1251612160,692249088,2164260864,62616,427200,1370868,3920288
M3-V-CORE,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,4,output_materialization,10,f075ff563d7d4002254679086ea46e63f6bb3e1a913f5f5618a5eeab18e1e840,3.4725675000000003,3.5859978,0.3426715364764923,559363072,592923648,33560576,2164260864,62616,427200,1370868,3920288
M3-V-CORE,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,5,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,6808.038426,6986.144924,649.3007576105226,559363072,1517110272,957747200,2164260864,62616,427200,1630357,4706592
M3-V-CORE,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,5,end_to_end_update,10,95d3a6469a3c021f7d9f29e0fade8319329d2d3439fb4f74a17895cd124e0602,1390.7079665,1386.6714493,23.050959005221667,559363072,1403097600,843734528,2164260864,62616,427200,1630357,4706592
M3-V-CORE,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,5,model_update,10,95d3a6469a3c021f7d9f29e0fade8319329d2d3439fb4f74a17895cd124e0602,1221.331239,1214.8072218,17.77522900728187,559363072,1403097600,843734528,2164260864,62616,427200,1630357,4706592
M3-V-CORE,10b17940-3938-2467-8a7a-958300ba83d3,scene0069_00-scene0069_02-scene0069_04-scene0069_03-scene0069_01,5,output_materialization,10,95d3a6469a3c021f7d9f29e0fade8319329d2d3439fb4f74a17895cd124e0602,3.0593845,3.1806607,0.3634304230919724,559363072,592923648,33560576,2164260864,62616,427200,1630357,4706592
M3-V-CORE,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,2,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,3564.43285,3828.5426436,546.0242782713983,559363072,1824780288,1265417216,3523215360,62616,427200,2335085,6714208
M3-V-CORE,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,2,end_to_end_update,10,3dcd5888b0894be7d28c587774ce3290f67931e9e2c4e1bf12eb2de022cb4c99,1325.280035,1319.3606526,61.34232149603596,559363072,1824540672,1265177600,3523215360,62616,427200,2335085,6714208
M3-V-CORE,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,2,model_update,10,3dcd5888b0894be7d28c587774ce3290f67931e9e2c4e1bf12eb2de022cb4c99,1079.3043265000001,1063.6744605,29.55343770242305,559363072,1824540672,1265177600,3523215360,62616,427200,2335085,6714208
M3-V-CORE,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,2,output_materialization,10,3dcd5888b0894be7d28c587774ce3290f67931e9e2c4e1bf12eb2de022cb4c99,5.9726805,6.0673278,0.31226566016960616,559363072,592923648,33560576,3523215360,62616,427200,2335085,6714208
M3-V-CORE,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,3,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,6402.1273325,6663.4609305,727.1468064240269,559363072,1824780288,1265417216,3523215360,62616,427200,1756001,5187232
M3-V-CORE,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,3,end_to_end_update,10,915d2d2c712ef0bb5caf75b497e70684a4da923e7a10636880c3ac30ce3df8a9,2451.271845,2471.157858,296.28589486591966,559363072,1519673856,960310784,3523215360,62616,427200,1756001,5187232
M3-V-CORE,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,3,model_update,10,915d2d2c712ef0bb5caf75b497e70684a4da923e7a10636880c3ac30ce3df8a9,2317.5686029999997,2280.8092333,397.28556844856104,559363072,1519666688,960303616,3523215360,62616,427200,1756001,5187232
M3-V-CORE,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,3,output_materialization,10,915d2d2c712ef0bb5caf75b497e70684a4da923e7a10636880c3ac30ce3df8a9,7.9878800000000005,7.9972859000000005,0.15913755237180835,559363072,592923648,33560576,3523215360,62616,427200,1756001,5187232
M3-V-CORE,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,4,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,6688.654313999999,6852.9374754,550.6843384502523,559363072,1824780288,1265417216,3523215360,62616,427200,1567155,4502496
M3-V-CORE,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,4,end_to_end_update,10,9a973e632a543da25ecc3d53d57179ce74ef46914d8e0e5a29dd4594b1d80deb,1028.2787425000001,1020.7218017,56.24684870851659,559363072,1410349056,850985984,3523215360,62616,427200,1567155,4502496
M3-V-CORE,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,4,model_update,10,9a973e632a543da25ecc3d53d57179ce74ef46914d8e0e5a29dd4594b1d80deb,939.499396,983.674895,165.7346172917586,559363072,1410365440,851002368,3523215360,62616,427200,1567155,4502496
M3-V-CORE,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,4,output_materialization,10,9a973e632a543da25ecc3d53d57179ce74ef46914d8e0e5a29dd4594b1d80deb,3.829343,3.7732813,0.10044640533045462,559363072,592923648,33560576,3523215360,62616,427200,1567155,4502496
M3-V-CORE,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,5,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,7988.513639,8202.530345,434.96454547344456,559363072,1824780288,1265417216,3523215360,62616,427200,1006726,2940512
M3-V-CORE,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,5,end_to_end_update,10,577da521f5cfaafb26b0ec7c9532143cf60a5778f24bb8897b99e419d94a40fd,1526.519313,1661.6311221,238.5767638077368,559363072,1118905856,559542784,3523215360,62616,427200,1006726,2940512
M3-V-CORE,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,5,model_update,10,577da521f5cfaafb26b0ec7c9532143cf60a5778f24bb8897b99e419d94a40fd,1290.0395680000001,1421.4976088,229.2365109453938,559363072,1118889472,559526400,3523215360,62616,427200,1006726,2940512
M3-V-CORE,137a8158-1db5-2cc0-8003-31c12610471e,scene0079_00-scene0079_09-scene0079_05-scene0079_04-scene0079_03,5,output_materialization,10,577da521f5cfaafb26b0ec7c9532143cf60a5778f24bb8897b99e419d94a40fd,2.7647820000000003,2.7843231,0.09582272442949015,559363072,592923648,33560576,3523215360,62616,427200,1006726,2940512
M3-V-CORE,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,2,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,5127.4760145,5300.7233922000005,569.2822552467052,559363072,2405632000,1846268928,5024776192,62616,427200,3778367,10857056
M3-V-CORE,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,2,end_to_end_update,10,43084b1c116e8379ad0447ccea1a237d473f007f292020fa6ec961a051b1820f,2442.8296005,2457.3534111,103.48970189354313,559363072,2405095936,1845732864,5024776192,62616,427200,3778367,10857056
M3-V-CORE,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,2,model_update,10,43084b1c116e8379ad0447ccea1a237d473f007f292020fa6ec961a051b1820f,2013.1589920000001,2069.7667781,175.71011227365267,559363072,2405122048,1845758976,5024776192,62616,427200,3778367,10857056
M3-V-CORE,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,2,output_materialization,10,43084b1c116e8379ad0447ccea1a237d473f007f292020fa6ec961a051b1820f,9.493597999999999,9.500666,0.04048972083628125,559363072,592923648,33560576,5024776192,62616,427200,3778367,10857056
M3-V-CORE,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,3,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,8021.299738,8049.7831985,681.4777772761205,559363072,2405654528,1846291456,5024776192,62616,427200,3428084,9874144
M3-V-CORE,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,3,end_to_end_update,10,bfeefe7f3290ac5def52e992c63204e21cc3183595c82cc8a2b9da015cb38d1d,2798.5625245,2999.576581,444.4463279765059,559363072,2236617216,1677254144,5024776192,62616,427200,3428084,9874144
M3-V-CORE,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,3,model_update,10,bfeefe7f3290ac5def52e992c63204e21cc3183595c82cc8a2b9da015cb38d1d,2307.6790405,2456.9230236,415.0289314978385,559363072,2236633088,1677270016,5024776192,62616,427200,3428084,9874144
M3-V-CORE,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,3,output_materialization,10,bfeefe7f3290ac5def52e992c63204e21cc3183595c82cc8a2b9da015cb38d1d,8.896832499999999,8.923036,0.14297355776646242,559363072,592923648,33560576,5024776192,62616,427200,3428084,9874144
M3-V-CORE,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,4,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,10024.486979000001,9996.7809358,661.0182912794581,559363072,2405644800,1846281728,5024776192,62616,427200,2919499,8394784
M3-V-CORE,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,4,end_to_end_update,10,01a85527962e9a34732de598bea871e3d41c462a6511c394000e754854e8e668,2057.8707839999997,2074.4702127,137.70451653662067,559363072,2014592512,1455229440,5024776192,62616,427200,2919499,8394784
M3-V-CORE,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,4,model_update,10,01a85527962e9a34732de598bea871e3d41c462a6511c394000e754854e8e668,1684.2873675,1774.1337864,223.14076938278924,559363072,2014614528,1455251456,5024776192,62616,427200,2919499,8394784
M3-V-CORE,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,4,output_materialization,10,01a85527962e9a34732de598bea871e3d41c462a6511c394000e754854e8e668,9.2536115,9.1588873,0.3698166624775174,559363072,592923648,33560576,5024776192,62616,427200,2919499,8394784
M3-V-CORE,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,5,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,13416.6365185,13456.8700947,495.2500117740904,559363072,2413976064,1854612992,5024776192,62616,427200,3879330,11354656
M3-V-CORE,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,5,end_to_end_update,10,9ff95df5aee4bd1665cc4aae95191881ae1182cda435b35e00f0d9591a2469e2,3698.8073335,3717.6834774,217.37565140099093,559363072,2414776320,1855413248,5024776192,62616,427200,3879330,11354656
M3-V-CORE,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,5,model_update,10,9ff95df5aee4bd1665cc4aae95191881ae1182cda435b35e00f0d9591a2469e2,3269.6518155000003,3353.4074562,480.4644418323587,559363072,2414722048,1855358976,5024776192,62616,427200,3879330,11354656
M3-V-CORE,280d8ebb-6cc6-2788-9153-98959a2da801,scene0119_00-scene0119_02-scene0119_03-scene0119_01-scene0119_04,5,output_materialization,10,9ff95df5aee4bd1665cc4aae95191881ae1182cda435b35e00f0d9591a2469e2,8.693447,8.7794075,0.16799616949159868,559363072,592923648,33560576,5024776192,62616,427200,3879330,11354656
M3-V-CORE,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,2,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,3042.1218625,3087.1316842,245.8881306961583,559363072,1736295424,1176932352,5024776192,62616,427200,2231478,6455072
M3-V-CORE,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,2,end_to_end_update,10,4e731edb819e0fc1169c8f0cc30ed7ea5a63cb6c48361c752c26c0b6b90932d8,1752.287154,1770.0670336,44.15832973825072,559363072,1736328704,1176965632,5024776192,62616,427200,2231478,6455072
M3-V-CORE,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,2,model_update,10,4e731edb819e0fc1169c8f0cc30ed7ea5a63cb6c48361c752c26c0b6b90932d8,1520.200406,1596.1027772,187.6266178921307,559363072,1736328704,1176965632,5024776192,62616,427200,2231478,6455072
M3-V-CORE,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,2,output_materialization,10,4e731edb819e0fc1169c8f0cc30ed7ea5a63cb6c48361c752c26c0b6b90932d8,4.266099499999999,4.2833198999999995,0.06740923226450526,559363072,592923648,33560576,5024776192,62616,427200,2231478,6455072
M3-V-CORE,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,3,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,4647.3397995,5055.2442238,599.785983777364,559363072,1736308736,1176945664,5024776192,62616,427200,2249703,6496928
M3-V-CORE,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,3,end_to_end_update,10,ef6fbcf0ce3c48f4ed3d51190704c61a7bbfc8dcca4931482223cd02489e0f48,1604.3764305,1613.6799743,32.06270258204441,559363072,1736682496,1177319424,5024776192,62616,427200,2249703,6496928
M3-V-CORE,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,3,model_update,10,ef6fbcf0ce3c48f4ed3d51190704c61a7bbfc8dcca4931482223cd02489e0f48,1425.191453,1602.8671623,268.07339761850346,559363072,1736733184,1177370112,5024776192,62616,427200,2249703,6496928
M3-V-CORE,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,3,output_materialization,10,ef6fbcf0ce3c48f4ed3d51190704c61a7bbfc8dcca4931482223cd02489e0f48,4.438055,4.4523806,0.1134312957425771,559363072,592923648,33560576,5024776192,62616,427200,2249703,6496928
M3-V-CORE,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,4,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,7388.9959085,7278.7722342,748.2547632803187,559363072,1736328704,1176965632,5024776192,62616,427200,1925946,5553696
M3-V-CORE,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,4,end_to_end_update,10,cba77fab3ce85c03f16067dcd4443e629dc81b94479e791c1b3bbeddba979a0c,1492.5468584999999,1653.0084649,259.5945171436041,559363072,1572676096,1013313024,5024776192,62616,427200,1925946,5553696
M3-V-CORE,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,4,model_update,10,cba77fab3ce85c03f16067dcd4443e629dc81b94479e791c1b3bbeddba979a0c,1259.59482,1258.848474,32.154203907035296,559363072,1572615168,1013252096,5024776192,62616,427200,1925946,5553696
M3-V-CORE,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,4,output_materialization,10,cba77fab3ce85c03f16067dcd4443e629dc81b94479e791c1b3bbeddba979a0c,4.234855,4.4802045,0.4658079694917745,559363072,592923648,33560576,5024776192,62616,427200,1925946,5553696
M3-V-CORE,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,5,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,8345.037772,8681.9089467,819.6351451842575,559363072,1736302080,1176939008,5024776192,62616,427200,2063481,5965152
M3-V-CORE,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,5,end_to_end_update,10,d156883c5b87fbcaca23c826c0146e9e693fc99c3f040058f1c64522618032a5,1856.2465670000001,1977.0035308000001,270.39866469439943,559363072,1615478784,1056115712,5024776192,62616,427200,2063481,5965152
M3-V-CORE,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,5,model_update,10,d156883c5b87fbcaca23c826c0146e9e693fc99c3f040058f1c64522618032a5,1623.362239,1689.4474904,202.22221745975963,559363072,1615452160,1056089088,5024776192,62616,427200,2063481,5965152
M3-V-CORE,5630cfcf-12bf-2860-8784-83d28a611a83,scene0219_00-scene0219_03-scene0219_02-scene0219_01-scene0219_04,5,output_materialization,10,d156883c5b87fbcaca23c826c0146e9e693fc99c3f040058f1c64522618032a5,4.972891,5.0611068,0.29019488317742625,559363072,592923648,33560576,5024776192,62616,427200,2063481,5965152
M3-V-CORE,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,2,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,5140.6314945,5451.523843,539.4824077315917,559363072,2547353600,1987990528,6232735744,62616,427200,3693374,10733536
M3-V-CORE,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,2,end_to_end_update,10,392a8f2e4faaf2719d6841ecf4fe0d4cc398374a53b03b1f03ed9844b2ac4427,2990.1510145,3102.3212246,291.9318840716078,559363072,2548116480,1988753408,6232735744,62616,427200,3693374,10733536
M3-V-CORE,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,2,model_update,10,392a8f2e4faaf2719d6841ecf4fe0d4cc398374a53b03b1f03ed9844b2ac4427,2540.0531229999997,2641.1869573999998,308.06804314236444,559363072,2548132352,1988769280,6232735744,62616,427200,3693374,10733536
M3-V-CORE,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,2,output_materialization,10,392a8f2e4faaf2719d6841ecf4fe0d4cc398374a53b03b1f03ed9844b2ac4427,9.506523,9.5819646,0.1825018644004494,559363072,592923648,33560576,6232735744,62616,427200,3693374,10733536
M3-V-CORE,8eabc45f-5af7-2f32-8528-640861d2a135,scene0309_00-scene0309_02-scene0309_01-scene0309_04-scene0309_03,3,cumulative_T1_to_T,10,3f354f12741e8d8e7a579fafe8bbf3e7808a357d25486423ecd99639983796c8,6697.8432855,6933.6975718,559.3903825823662,559363072,2547365888,1988002816,6232735744,62616,427200,2678091,7691360
