population_id,variant,checkpoint_sha256,training_seed,evaluation_seed,T,policy,reducer,relative_t_mAP_retention,t2_t_mAP,t_mAP,reference_count,master_count
development_common_h5_canonical,Q-INDEP,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,2,lag1,latest,1.0,0.5296375751495361,0.5296375751495361,8,47
development_common_h5_canonical,Q-INDEP,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,3,lag1,latest,0.8833220007013403,0.5296375751495361,0.4678405225276947,8,47
development_common_h5_canonical,Q-INDEP,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,4,lag1,latest,0.7791508606273079,0.5296375751495361,0.41266757249832153,8,47
development_common_h5_canonical,Q-INDEP,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,5,lag1,latest,0.6718329176159293,0.5296375751495361,0.3558279573917389,8,47
development_common_h5_canonical,Q-INDEP,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,2,lag1,max,1.0,0.5296375751495361,0.5296375751495361,8,47
development_common_h5_canonical,Q-INDEP,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,3,lag1,max,0.8798618904405704,0.5296375751495361,0.46600791811943054,8,47
development_common_h5_canonical,Q-INDEP,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,4,lag1,max,0.7951494534452777,0.5296375751495361,0.42114102840423584,8,47
development_common_h5_canonical,Q-INDEP,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,5,lag1,max,0.6896729787288636,0.5296375751495361,0.3652767241001129,8,47
development_common_h5_canonical,Q-INDEP,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,2,lag1,mean,1.0,0.5296375751495361,0.5296375751495361,8,47
development_common_h5_canonical,Q-INDEP,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,3,lag1,mean,0.9026578116833921,0.5296375751495361,0.47808149456977844,8,47
development_common_h5_canonical,Q-INDEP,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,4,lag1,mean,0.8030442015412379,0.5296375751495361,0.42532238364219666,8,47
development_common_h5_canonical,Q-INDEP,629ff7624dcac15e6022906e808e2e05b3ec61c60a1116ab0e278f0cfd2368dd,45,45,5,lag1,mean,0.7041175267087741,0.5296375751495361,0.37292709946632385,8,47
